"","course_dept","full_term","college","teach_ge_n","teach_ge_fte","mean_credit","total_credit"
"71","Human Physiology",201402,"College of Arts & Sciences",42,0.49,22.9761904761905,965
"72","Human Physiology",201403,"College of Arts & Sciences",47,0.49,45.8510638297872,2155
"73","Interior Architecture",201401,"College of Design",17,0.4,20.8235294117647,354
"74","Interior Architecture",201402,"College of Design",15,0.3,23.2666666666667,349
"75","International Studies",201401,"College of Arts & Sciences",32,0.4,10.6875,342
"76","International Studies",201402,"College of Arts & Sciences",25,0.4,21.6,540
"77","International Studies",201403,"College of Arts & Sciences",43,0.49,10.7906976744186,464
"78","Journalism",201401,"School of Journalism & Communication",149,0.4,48.496644295302,7226
"79","Journalism",201402,"School of Journalism & Communication",150,0.49,46.7333333333333,7010
"80","Journalism",201403,"School of Journalism & Communication",167,0.4,40.9281437125749,6835
"81","Landscape Architecture",201401,"College of Design",41,0.2,22.6585365853659,929
"82","Landscape Architecture",201402,"College of Design",39,0.3,21.1025641025641,823
"83","Landscape Architecture",201403,"College of Design",35,0.3,11.6285714285714,407
"84","Law",201401,"School of Law",86,0.4,63.2906976744186,5443
"85","Law",201402,"School of Law",111,0.4,47.9144144144144,5318.5
"86","Law",201403,"School of Law",7,0.49,63.2857142857143,443
"87","Linguistics",201401,"College of Arts & Sciences",54,0.4,20.5925925925926,1112
"88","Linguistics",201402,"College of Arts & Sciences",47,0.4,16.5744680851064,779
"89","Linguistics",201403,"College of Arts & Sciences",48,0.49,10.875,522
"90","Mathematics",201401,"College of Arts & Sciences",159,0.49,61.1069182389937,9716
"91","Mathematics",201402,"College of Arts & Sciences",146,0.49,54.7808219178082,7998
"92","Mathematics",201403,"College of Arts & Sciences",124,0.49,52.2258064516129,6476
"93","Music",201401,"School of Music & Dance",383,0.3,15.5404699738903,5952
"94","Music",201402,"School of Music & Dance",384,0.3,13.2265625,5079
"95","Music",201403,"School of Music & Dance",382,0.3,13.8743455497382,5300
"96","Philosophy",201401,"College of Arts & Sciences",36,0.49,25.3888888888889,914
"97","Philosophy",201402,"College of Arts & Sciences",37,0.49,31.0810810810811,1150
"98","Philosophy",201403,"College of Arts & Sciences",35,0.49,37.0857142857143,1298
"99","Physics",201401,"College of Arts & Sciences",62,0.46,40.3387096774194,2501
"100","Physics",201402,"College of Arts & Sciences",64,0.4,60.6875,3884
"101","Physics",201403,"College of Arts & Sciences",60,0.4,49.9333333333333,2996
"102","Political Science",201401,"College of Arts & Sciences",50,0.49,23.62,1181
"103","Political Science",201402,"College of Arts & Sciences",49,0.49,27.9183673469388,1368
"104","Political Science",201403,"College of Arts & Sciences",45,0.49,46.8888888888889,2110
"105","Psychology",201401,"College of Arts & Sciences",90,0.42,30.6444444444444,2758
"106","Psychology",201402,"College of Arts & Sciences",93,0.42,20.1290322580645,1872
"107","Psychology",201403,"College of Arts & Sciences",88,0.42,12.9659090909091,1141
"108","Romance Languages",201401,"College of Arts & Sciences",173,0.49,27.4219653179191,4744
"109","Romance Languages",201402,"College of Arts & Sciences",169,0.49,23.3491124260355,3946
"110","Romance Languages",201403,"College of Arts & Sciences",164,0.49,17.9512195121951,2944
"111","Russian, East European, & Eurasian Studies",201401,"College of Arts & Sciences",22,0.4,7.36363636363636,162
"112","Russian, East European, & Eurasian Studies",201402,"College of Arts & Sciences",24,0.4,6.875,165
"113","Russian, East European, & Eurasian Studies",201403,"College of Arts & Sciences",16,0.4,8,128
"114","Sociology",201401,"College of Arts & Sciences",37,0.49,56.6756756756757,2097
"115","Sociology",201402,"College of Arts & Sciences",34,0.49,50.3823529411765,1713
"116","Sociology",201403,"College of Arts & Sciences",33,0.49,42.6666666666667,1408
"117","Special Education & Clinical Sciences",201401,"College of Education",88,0.4,24.9659090909091,2197
"118","Special Education & Clinical Sciences",201402,"College of Education",88,0.49,26.1590909090909,2302
"119","Special Education & Clinical Sciences",201403,"College of Education",92,0.49,29.8695652173913,2748
"120","Theatre Arts",201401,"College of Arts & Sciences",34,0.4,11.5,391
"121","Theatre Arts",201402,"College of Arts & Sciences",44,0.4,6.36363636363636,280
"122","Theatre Arts",201403,"College of Arts & Sciences",44,0.4,5.13636363636364,226
