"term","total_credits","ge","ge_fte","ge_teach","ge_teach_fte","ge_rsch","ge_rsch_fte","ge_admin","ge_admin_fte","ge_general","ge_general_fte","ge_gen_teach","ge_gen_teach_fte","ge_gen_rsch","ge_gen_rsch_fte","ge_gen_admin","ge_gen_admin_fte","ge_rsch_funded","ge_rsch_funded_fte","dept_fund","dept_fund_fte","support","remission","loan","work_study","fyf","nsf","raymund","lokey","grantschol","general_funded","nsf_diss","sort_term","student_level","course_dept"
"Fall",14,"1",0.3,"1",0.3,"0",0,"0",0,"1",0.3,"1",0.3,"0",0,"0",0,"0",0,"1",0.3,"0","0","0","0","0","0","0","0","0","0","0","201801","Masters","Music"
"Winter",10,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","1","0","0","0","0","0","0","0","0","201502","Masters","Music"
"Fall",3,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","201501","Doctoral","Music"
"Spring",16,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"1","0","1","0","0","0","0","0","0","1","0","201503","Masters","Music"
"Winter",16,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.433286236,"1",0.45,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","201702","Masters","Dance"
"Fall",16,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","201801","Doctoral","Music"
"Fall",16,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"1","0","1","0","0","0","0","0","0","0","0","201501","Masters","Music"
"Spring",3,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","201703","Doctoral","MUE"
"Winter",9,"1",0.2,"1",0.2,"0",0,"0",0,"1",0.2,"1",0.2,"0",0,"0",0,"0",0,"1",0.2,"0","0","0","0","1","0","0","0","0","0","0","201702","Doctoral","Music"
"Fall",13,"1",0.25,"1",0.25,"0",0,"0",0,"1",0.25,"1",0.25,"0",0,"0",0,"0",0,"1",0.25,"0","0","0","0","0","0","0","0","0","0","0","201401","Doctoral","Music"
"Fall",15,"1",0.29,"1",0.29,"0",0,"0",0,"1",0.29,"1",0.29,"0",0,"0",0,"0",0,"1",0.29,"0","0","0","0","0","0","0","0","0","0","0","201601","Masters","Music"
"Winter",9,"1",0.4,"1",0.4,"0",0,"0",0,"1",0.4,"1",0.4,"0",0,"0",0,"0",0,"1",0.4,"0","0","1","0","0","0","0","0","0","0","0","201802","Doctoral","Music"
"Spring",16,"1",0.4,"1",0.4,"0",0,"0",0,"1",0.4,"1",0.4,"0",0,"0",0,"0",0,"0",0,"1","0","1","0","0","0","0","0","0","0","0","201603","Masters","Dance"
"Winter",15,"1",0.25,"1",0.25,"0",0,"0",0,"1",0.25,"1",0.25,"0",0,"0",0,"0",0,"1",0.25,"0","0","0","0","0","0","0","0","0","0","0","201902","Masters","Music"
"Winter",10,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","1","0","0","0","0","0","0","0","0","201902","Masters","Music"
"Fall",13,"1",0.25,"1",0.25,"0",0,"0",0,"1",0.25,"1",0.25,"0",0,"0",0,"0",0,"1",0.25,"0","0","0","0","0","0","0","0","0","0","0","201401","Doctoral","Music"
"Winter",9,"1",0.3,"1",0.3,"0",0,"0",0,"1",0.3,"1",0.3,"0",0,"0",0,"0",0,"1",0.3,"0","0","0","0","0","0","0","0","0","0","0","201702","Doctoral","Music"
"Fall",9,"1",0.4878,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","201901","Doctoral","Music"
"Winter",15,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","1","0","0","0","0","0","0","0","0","201702","Masters","Music"
"Fall",16,"1",0.46,"1",0.46,"0",0,"0",0,"1",0.45,"1",0.450673579,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","201801","Masters","Dance"
"Fall",10,"1",0.3,"1",0.3,"0",0,"0",0,"1",0.3,"1",0.3,"0",0,"0",0,"0",0,"1",0.3,"0","0","1","0","0","0","0","0","0","0","0","201601","Masters","Music"
"Fall",9,"1",0.4878,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"1",0.49,"1","0","0","0","0","0","0","0","0","0","0","201901","Doctoral","Music"
"Spring",10,"1",0.3,"1",0.3,"0",0,"0",0,"1",0.3,"1",0.3,"0",0,"0",0,"0",0,"1",0.3,"0","0","0","0","0","0","0","0","0","0","0","201603","Doctoral","Music"
"Spring",9,"1",0.4,"1",0.4,"0",0,"0",0,"1",0.4,"1",0.4,"0",0,"0",0,"0",0,"1",0.4,"0","0","0","0","0","0","0","0","0","0","0","201803","Doctoral","Music"
"Winter",12,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","1","0","0","0","0","0","0","0","0","201402","Masters","Music"
"Fall",13,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"1","0","1","0","0","0","0","0","0","0","0","201801","Doctoral","Music"
"Winter",16,"1",0.35,"0",0,"0",0,"1",0.35,"1",0.4,"0",0,"0",0,"1",0.35,"0",0,"1",0.35,"0","0","0","0","0","0","0","0","0","0","0","201502","Doctoral","Music"
"Spring",16,"1",0.4,"1",0.4,"0",0,"0",0,"1",0.4,"1",0.4,"0",0,"0",0,"0",0,"0",0,"0","0","1","0","0","0","0","0","0","0","0","201403","Masters","Dance"
"Fall",13,"1",0.4,"1",0.4,"0",0,"0",0,"1",0.4,"1",0.4,"0",0,"0",0,"0",0,"1",0.4,"0","0","0","0","0","0","0","0","0","0","0","201701","Doctoral","Music"
"Fall",11,"1",0.2,"1",0.2,"0",0,"0",0,"1",0.2,"1",0.2,"0",0,"0",0,"0",0,"1",0.2,"0","0","0","0","0","0","0","0","0","0","0","201701","Doctoral","Music"
"Fall",16,"1",0.4,"1",0.4,"0",0,"0",0,"1",0.4,"1",0.4,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","201601","Masters","Music"
"Fall",13,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","201501","Masters","Music"
