"academic_year","fiscal_year","sort_term","term","crn","type","location","credit_type","student_level","course_level","same_dept_flag","same_college_flag","same_college_flag_cas","course_level_detail","student_level_detail","credit","fte","headcount","year","course_number_cat","department"
"2016-17","2017",201602,"Fall",11712,"I","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",6,0.166666667,4,"2016","600 level course","Law"
"2017-18","2018",201703,"Spring",60561,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",54,1.5,18,"2018","600 level course","Law"
"2015-16","2016",201502,"Fall",16553,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",52,1.155555556,13,"2015","100 level course","Law"
"2016-17","2017",201603,"Winter",60547,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",7,0.194444444,7,"2017","600 level course","Law"
"2019-20","2020",201902,"Fall",11760,"I","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",21,0.583333333,4,"2019","600 level course","Conflict & Dispute Resolution"
"2018-19","2019",201802,"Fall",11798,"L","I","Regular","Graduate","Graduate","0","0","0","500","Masters",8,0.222222222,2,"2018","500 level course","Conflict & Dispute Resolution"
"2018-19","2019",201803,"Spring",60635,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",7,0.194444444,8,"2019","600 level course","Law"
"2014-15","2015",201403,"Fall",50355,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",21,0.583333333,7,"2014","600 level course","Law"
"2015-16","2016",201502,"Spring",31703,"L","I","Regular","Graduate","Graduate","0","0","0","600/700","Masters",4,0.111111111,2,"2016","600 level course","Conflict & Dispute Resolution"
"2015-16","2016",201503,"Fall",50701,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",33,0.916666667,11,"2015","700 level course","Law"
"2015-16","2016",201501,"Winter",60662,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",66,1.833333333,22,"2016","600 level course","Law"
"2018-19","2019",201802,"Spring",60592,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",4,0.111111111,2,"2019","700 level course","Law"
"2015-16","2016",201502,"Spring",60823,"E","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",45,1.25,9,"2016","700 level course","Law"
"2019-20","2020",201901,"Winter",60344,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",6,0.166666667,2,"2020","600 level course","Law"
"2014-15","2015",201401,"Winter",60306,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",16,0.444444444,8,"2015","600 level course","Law"
"2013-14","2014",201303,"Spring",34271,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",2,0.0555556,1,"2014","600 level course","Conflict & Dispute Resolution"
"2015-16","2016",201501,"Fall",50590,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",30,0.833333333,10,"2015","600 level course","Law"
"2017-18","2018",201702,"Fall",11808,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",20,0.555555556,19,"2017","600 level course","Conflict & Dispute Resolution"
"2014-15","2015",201402,"Winter",60454,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",30,0.833333333,10,"2015","600 level course","Law"
"2014-15","2015",201401,"Fall",50382,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",42,1.166666667,14,"2014","600 level course","Law"
"2018-19","2019",201801,"Winter",22463,"E","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",6,0.166666667,3,"2019","600 level course","Conflict & Dispute Resolution"
"2014-15","2015",201401,"Fall",50434,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",9,0.25,3,"2014","700 level course","Law"
"2017-18","2018",201703,"Fall",50539,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",102,2.777777778,33,"2017","600 level course","Law"
"2016-17","2017",201602,"Spring",60547,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",30,0.833333333,10,"2017","600 level course","Law"
"2019-20","2020",201902,"Winter",23486,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",252,5.866666667,66,"2020","100 level course","Law"
"2019-20","2020",201902,"Winter",21936,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",6,0.166666667,3,"2020","600 level course","Conflict & Dispute Resolution"
"2016-17","2017",201601,"Spring",60501,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",13,0.375,13,"2017","700 level course","Law"
"2014-15","2015",201401,"Winter",60454,"N","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",32,0.888888889,12,"2015","600 level course","Law"
"2017-18","2018",201703,"Fall",50553,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",84,2.333333333,28,"2017","600 level course","Law"
"2016-17","2017",201602,"Winter",23551,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",248,5.866666667,66,"2017","100 level course","Law"
"2019-20","2020",201902,"Fall",16677,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",12,0.333333333,3,"2019","600 level course","Conflict & Dispute Resolution"
"2019-20","2020",201901,"Fall",50695,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",30,0.833333333,12,"2019","700 level course","Law"
"2014-15","2015",201401,"Winter",26744,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",44,0.977777778,11,"2015","400 level course","Conflict & Dispute Resolution"
"2014-15","2015",201402,"Winter",23453,"L","I","Regular","Undergraduate","Graduate","0","0","0","600/700","Upper Division",8,0.177777778,3,"2015","600 level course","Law"
"2015-16","2016",201502,"Spring",60822,"E","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",27,0.75,5,"2016","700 level course","Law"
"2018-19","2019",201802,"Spring",60629,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",147,4,49,"2019","600 level course","Law"
"2015-16","2016",201502,"Fall",50733,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",15,0.416666667,15,"2015","600 level course","Law"
"2016-17","2017",201602,"Winter",21887,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",4,0.111111111,3,"2017","700 level course","Conflict & Dispute Resolution"
"2017-18","2018",201703,"Winter",22392,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",36,0.8,9,"2018","400 level course","Conflict & Dispute Resolution"
"2019-20","2020",201902,"Winter",60507,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",12,0.333333333,4,"2020","600 level course","Law"
"2016-17","2017",201601,"Spring",31729,"L","I","Regular","Graduate","Graduate","0","0","0","600/700","Doctoral",2,0.0555556,1,"2017","600 level course","Conflict & Dispute Resolution"
"2016-17","2017",201603,"Winter",60406,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",10,0.277777778,12,"2017","600 level course","Law"
"2017-18","2018",201702,"Winter",60675,"L","P","Regular","Graduate","Graduate","1","1","1","600/700","Law",14,0.388888889,7,"2018","600 level course","Law"
"2017-18","2018",201703,"Spring",60534,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",17,0.472222222,9,"2018","600 level course","Law"
"2014-15","2016",201404,"Summer",70051,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",36,1,12,"2015","600 level course","Law"
"2016-17","2017",201603,"Fall",11716,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",14,0.388888889,4,"2016","600 level course","Conflict & Dispute Resolution"
"2013-14","2014",201302,"Winter",22974,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",100,2.777777778,24,"2014","600 level course","Conflict & Dispute Resolution"
"2016-17","2017",201601,"Winter",26504,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",2,0.0444444,1,"2017","300 level course","Conflict & Dispute Resolution"
"2018-19","2019",201802,"Fall",11799,"N","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",1,0.0277778,1,"2018","600 level course","Conflict & Dispute Resolution"
"2015-16","2016",201502,"Winter",60830,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",10,0.277777778,6,"2016","600 level course","Law"
"2014-15","2015",201403,"Spring",60358,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",36,1,16,"2015","600 level course","Law"
"2015-16","2016",201503,"Spring",60771,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",42,1.166666667,12,"2016","600 level course","Law"
"2015-16","2016",201503,"Fall",50721,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",60,1.666666667,20,"2015","600 level course","Law"
"2017-18","2019",201704,"Summer",70530,"I","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",42,1.166666667,12,"2018","700 level course","Law"
"2014-15","2015",201401,"Winter",25962,"L","I","Regular","Undergraduate","Graduate","0","0","0","600/700","Lower Division",2,0.0444444,1,"2015","600 level course","Law"
"2016-17","2017",201601,"Winter",27134,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",16,0.355555556,4,"2017","300 level course","Law"
"2014-15","2015",201403,"Winter",60358,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",32,0.888888889,16,"2015","600 level course","Law"
"2018-19","2019",201803,"Fall",13516,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",29,0.711111111,12,"2018","100 level course","Law"
"2016-17","2017",201603,"Spring",60470,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",246,6.888888889,85,"2017","600 level course","Law"
"2016-17","2017",201603,"Fall",50374,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",18,0.5,9,"2016","600 level course","Law"
"2015-16","2016",201503,"Winter",21774,"L","I","Regular","Graduate","Graduate","1","1","1","500","Masters",8,0.222222222,2,"2016","500 level course","Conflict & Dispute Resolution"
"2016-17","2017",201602,"Winter",60503,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",15,0.416666667,15,"2017","700 level course","Law"
"2018-19","2019",201802,"Winter",22458,"L","I","Regular","Graduate","Graduate","0","0","0","500","Masters",18,0.5,7,"2019","500 level course","Conflict & Dispute Resolution"
"2013-14","2014",201302,"Spring",60259,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",87,2.444444444,30,"2014","600 level course","Law"
"2014-15","2015",201401,"Winter",60314,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",16,0.444444444,8,"2015","600 level course","Law"
"2014-15","2015",201403,"Fall",50434,"S","I","Regular","Graduate","Graduate","0","0","0","600/700","Law",3,0.083333333,1,"2014","700 level course","Law"
"2017-18","2018",201703,"Winter",60563,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",51,1.416666667,17,"2018","600 level course","Law"
"2017-18","2018",201703,"Winter",60628,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",2,0.0555556,1,"2018","700 level course","Law"
"2013-14","2014",201302,"Spring",60238,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",192,5.333333333,64,"2014","600 level course","Law"
"2016-17","2017",201601,"Winter",60445,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",132,3.75,42,"2017","600 level course","Law"
"2018-19","2019",201803,"Spring",60605,"L","P","Regular","Graduate","Graduate","1","1","1","600/700","Law",24,0.666666667,8,"2019","700 level course","Law"
"2015-16","2016",201502,"Winter",60710,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",34,0.944444444,18,"2016","600 level course","Law"
"2013-14","2014",201302,"Winter",60190,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",38,1.055555556,18,"2014","600 level course","Law"
"2018-19","2019",201801,"Winter",60567,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",45,1.25,15,"2019","600 level course","Law"
"2016-17","2017",201601,"Winter",60442,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",2,0.0555556,2,"2017","600 level course","Law"
"2015-16","2016",201501,"Spring",31703,"L","I","Regular","Graduate","Graduate","1","1","1","500","Masters",8,0.222222222,2,"2016","500 level course","Conflict & Dispute Resolution"
"2013-14","2014",201303,"Winter",60279,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",12,0.333333333,6,"2014","700 level course","Law"
"2018-19","2019",201803,"Fall",50473,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",219,6.166666667,75,"2018","600 level course","Law"
"2016-17","2017",201602,"Winter",60506,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",2,0.0555556,1,"2017","700 level course","Law"
"2016-17","2017",201603,"Fall",13532,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",4,0.111111111,1,"2016","600 level course","Conflict & Dispute Resolution"
"2014-15","2016",201404,"Summer",70026,"N","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",6,0.166666667,4,"2015","600 level course","Law"
"2018-19","2019",201803,"Spring",60639,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",24,0.666666667,8,"2019","600 level course","Law"
"2018-19","2019",201803,"Spring",60544,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",63,1.75,21,"2019","600 level course","Law"
"2014-15","2015",201403,"Fall",50400,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",126,3.583333333,40,"2014","600 level course","Law"
"2015-16","2016",201502,"Winter",60641,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",21,0.583333333,15,"2016","600 level course","Law"
"2015-16","2016",201503,"Spring",60792,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",8,0.222222222,4,"2016","600 level course","Law"
"2018-19","2019",201802,"Spring",60656,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",16,0.444444444,16,"2019","600 level course","Law"
"2017-18","2018",201701,"Winter",22377,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",68,1.888888889,19,"2018","600 level course","Conflict & Dispute Resolution"
"2014-15","2015",201402,"Spring",37194,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",40,0.888888889,10,"2015","100 level course","Conflict & Dispute Resolution"
"2015-16","2016",201503,"Fall",50590,"L","P","Regular","Graduate","Graduate","1","1","1","600/700","Law",27,0.75,9,"2015","600 level course","Law"
"2013-14","2014",201303,"Spring",60279,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",24,0.666666667,12,"2014","700 level course","Law"
"2016-17","2017",201603,"Fall",50368,"L","P","Regular","Graduate","Graduate","1","1","1","600/700","Law",39,1.083333333,20,"2016","600 level course","Law"
"2013-14","2014",201302,"Winter",22965,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",60,1.333333333,18,"2014","300 level course","Law"
"2014-15","2016",201404,"Summer",40684,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",96,2.666666667,24,"2015","600 level course","Conflict & Dispute Resolution"
"2017-18","2018",201701,"Fall",11799,"L","I","Regular","Graduate","Graduate","1","1","1","500","Masters",4,0.111111111,1,"2017","500 level course","Conflict & Dispute Resolution"
"2015-16","2016",201501,"Fall",50671,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",252,7,59,"2015","600 level course","Law"
"2019-20","2020",201901,"Winter",60496,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",24,0.666666667,12,"2020","600 level course","Law"
"2019-20","2020",201902,"Fall",50614,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",316,8.222222222,79,"2019","600 level course","Law"
"2016-17","2017",201603,"Fall",50330,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",236,6.555555556,61,"2016","600 level course","Law"
"2017-18","2019",201704,"Summer",40669,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",56,1.555555556,17,"2018","600 level course","Conflict & Dispute Resolution"
"2015-16","2016",201501,"Fall",11704,"I","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",72,2,14,"2015","600 level course","Conflict & Dispute Resolution"
"2018-19","2019",201802,"Winter",60534,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",252,7,81,"2019","600 level course","Law"
"2013-14","2014",201302,"Spring",60319,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",39,1.083333333,12,"2014","600 level course","Law"
"2017-18","2018",201702,"Winter",60635,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",24,0.666666667,12,"2018","700 level course","Law"
"2016-17","2017",201602,"Fall",50370,"L","P","Regular","Graduate","Graduate","0","1","1","600/700","Law",64,1.777777778,21,"2016","600 level course","Law"
"2017-18","2018",201702,"Spring",60627,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",18,0.5,16,"2018","700 level course","Law"
"2015-16","2016",201502,"Spring",60740,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",12,0.333333333,12,"2016","600 level course","Law"
"2018-19","2019",201802,"Spring",60578,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",4,0.111111111,2,"2019","600 level course","Law"
"2014-15","2015",201402,"Winter",60515,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",6,0.166666667,6,"2015","600 level course","Law"
"2015-16","2017",201504,"Summer",40634,"L","I","Regular","Undergraduate","Graduate","0","0","0","600/700","Upper Division",4,0.088888889,4,"2016","600 level course","Conflict & Dispute Resolution"
"2014-15","2015",201401,"Winter",25962,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",42,1.166666667,14,"2015","600 level course","Conflict & Dispute Resolution"
"2016-17","2017",201601,"Spring",60529,"L","P","Regular","Graduate","Graduate","1","1","1","600/700","Law",6,0.166666667,2,"2017","600 level course","Law"
"2015-16","2016",201503,"Fall",11691,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",20,0.444444444,7,"2015","100 level course","Conflict & Dispute Resolution"
"2014-15","2016",201404,"Summer",70041,"E","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",12,0.333333333,4,"2015","700 level course","Law"
"2017-18","2018",201703,"Winter",60627,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",6,0.166666667,2,"2018","700 level course","Law"
"2016-17","2017",201603,"Fall",50380,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",18,0.5,13,"2016","700 level course","Law"
"2015-16","2016",201502,"Spring",31699,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",28,0.622222222,8,"2016","400 level course","Conflict & Dispute Resolution"
"2014-15","2015",201403,"Spring",31645,"L","I","Regular","Graduate","Graduate","1","1","1","500","Masters",20,0.555555556,4,"2015","500 level course","Conflict & Dispute Resolution"
"2017-18","2018",201702,"Winter",60630,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",2,0.0555556,1,"2018","700 level course","Law"
