"X1","term","total_credits","ge","ge_fte","ge_teach","ge_teach_fte","ge_rsch","ge_rsch_fte","ge_admin","ge_admin_fte","ge_general","ge_general_fte","ge_gen_teach","ge_gen_teach_fte","ge_gen_rsch","ge_gen_rsch_fte","ge_gen_admin","ge_gen_admin_fte","ge_rsch_funded","ge_rsch_funded_fte","dept_fund","dept_fund_fte","support","remission","loan","work_study","fyf","nsf","raymund","lokey","grantschol","general_funded","nsf_diss","year","term_num","student_level","course_dept","crn","course_number","type","location","credit_subject","credit_type","course_level","same_dept_flag","same_college_flag","same_college_flag_cas","course_level_detail","student_level_detail","credit","fte","headcount","course_number_cat","credit_subject_full","full_term","credit_per_class","credit_per_full_num"
8767480,"Fall",10,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,1,"Law","Law",13516,102,"L","I","Law","Regular","Undergraduate",0,0,0,"Lower Division","Upper Division",280,6.222222,67,"100 level course","LAW: Law",201801,4,4
7583867,"Spring",11,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,3,"Law","Law",36818,203,"L","I","Law","Regular","Undergraduate",0,0,0,"Lower Division","Upper Division",96,2.133333,24,"200 level course","LAW: Law",201803,4,4
7660007,"Spring",15,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,3,"Law","Law",33202,199,"L","I","Law","Regular","Undergraduate",0,0,0,"Lower Division","Lower Division",25,0.555555556,25,"100 level course","LAW: Law",201803,1,1
8308786,"Spring",14,"0",0,"0",0,"0",0,"0",0,"0",0,"0",NA,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,3,"Law","Law",33200,103,"L","I","Law","Regular","Undergraduate",0,0,0,"Lower Division","Upper Division",220,4.888889,55,"100 level course","LAW: Law",201803,4,4
7658087,"Fall",10,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,1,"Law","Law",13519,204,"L","I","Law","Regular","Undergraduate",0,0,0,"Lower Division","Lower Division",44,0.9777778,11,"200 level course","LAW: Law",201801,4,4
1702616,"Fall",15,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,1,"Law","Law",13520,304,"L","I","Law","Regular","Undergraduate",0,0,0,"Upper Division","Upper Division",124,2.755556,31,"300 level course","LAW: Law",201801,4,4
9111592,"Spring",14,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,3,"Law","Law",33200,103,"L","I","Law","Regular","Undergraduate",0,0,0,"Lower Division","Upper Division",220,4.888889,55,"100 level course","LAW: Law",201803,4,4
1702721,"Fall",15,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,1,"Law","Law",13516,102,"L","I","Law","Regular","Undergraduate",0,0,0,"Lower Division","Lower Division",176,3.911111,44,"100 level course","LAW: Law",201801,4,4
6527085,"Spring",8,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,3,"Law","Law",33200,103,"L","I","Law","Regular","Undergraduate",0,0,0,"Lower Division","Lower Division",180,4,45,"100 level course","LAW: Law",201803,4,4
1990658,"Fall",16,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,1,"Law","Law",13519,204,"L","I","Law","Regular","Undergraduate",0,0,0,"Lower Division","Upper Division",80,1.777778,20,"200 level course","LAW: Law",201801,4,4
6597358,"Fall",16,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,1,"Law","Law",13520,304,"L","I","Law","Regular","Undergraduate",0,0,0,"Upper Division","Lower Division",8,0.1777778,2,"300 level course","LAW: Law",201801,4,4
8607312,"Fall",5,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","1","0","0","0","0","0","0","0","0",18,1,"Masters","Law",13515,101,"L","I","Law","Regular","Undergraduate",0,0,0,"Lower Division","Masters",4,0.1111111,1,"100 level course","LAW: Law",201801,4,4
6526531,"Spring",14,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,3,"Law","Law",33203,201,"L","I","Law","Regular","Undergraduate",0,0,0,"Lower Division","Lower Division",156,3.466667,39,"200 level course","LAW: Law",201803,4,4
9075529,"Fall",15,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,1,"Law","Law",13515,101,"L","I","Law","Regular","Undergraduate",0,0,0,"Lower Division","Masters",4,0.1111111,1,"100 level course","LAW: Law",201801,4,4
4100357,"Spring",12,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,3,"Law","Law",33200,103,"L","I","Law","Regular","Undergraduate",0,0,0,"Lower Division","Lower Division",180,4,45,"100 level course","LAW: Law",201803,4,4
6650891,"Spring",15,"1",0.4,"1",0.4,"0",0,"0",0,"1",0.4,"1",0.4,"0",0,"0",0,"0",0,"0",0,"1","0","1","0","0","0","0","0","1","0","0",18,3,"Law","Law",36818,203,"L","I","Law","Regular","Undergraduate",0,0,0,"Lower Division","Upper Division",96,2.133333,24,"200 level course","LAW: Law",201803,4,4
6974002,"Spring",9,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,3,"Law","Law",33205,301,"L","I","Law","Regular","Undergraduate",0,0,0,"Upper Division","Lower Division",16,0.3555556,4,"300 level course","LAW: Law",201803,4,4
8354593,"Spring",15,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,3,"Law","Law",33203,201,"L","I","Law","Regular","Undergraduate",0,0,0,"Lower Division","Upper Division",68,1.511111,17,"200 level course","LAW: Law",201803,4,4
9162198,"Fall",15,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,1,"Law","Law",13515,101,"L","I","Law","Regular","Undergraduate",0,0,0,"Lower Division","Upper Division",176,3.911111,44,"100 level course","LAW: Law",201801,4,4
2221051,"Spring",15,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,3,"Law","Law",36818,203,"L","I","Law","Regular","Undergraduate",0,0,0,"Lower Division","Upper Division",96,2.133333,24,"200 level course","LAW: Law",201803,4,4
7583976,"Spring",9,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,3,"Law","Law",36136,301,"L","I","Law","Regular","Undergraduate",0,0,0,"Upper Division","Lower Division",92,2.044444,23,"300 level course","LAW: Law",201803,4,4
352710,"Winter",4,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,2,"Masters","Law",27207,415,"L","I","Law","Regular","Undergraduate",0,0,0,"Upper Division","Upper Division",132,2.933333333,33,"400 level course","LAW: Law",201802,4,4
9130915,"Spring",14,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,3,"Law","Law",33199,101,"L","I","Law","Regular","Undergraduate",0,0,0,"Lower Division","Lower Division",196,4.355556,49,"100 level course","LAW: Law",201803,4,4
220053,"Fall",16,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"1","0","0","0","0","0","0","0","1","0","0",18,1,"Masters","Law",13517,199,"L","I","Law","Regular","Undergraduate",0,0,0,"Lower Division","Lower Division",29,0.6444444,29,"100 level course","LAW: Law",201801,1,1
9227422,"Fall",10,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,1,"Law","Law",13515,101,"L","I","Law","Regular","Undergraduate",0,0,0,"Lower Division","Masters",4,0.1111111,1,"100 level course","LAW: Law",201801,4,4
8988017,"Fall",15,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,1,"Law","Law",13519,204,"L","I","Law","Regular","Undergraduate",0,0,0,"Lower Division","Upper Division",80,1.777778,20,"200 level course","LAW: Law",201801,4,4
6867344,"Spring",13,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,3,"Law","Law",33205,301,"L","I","Law","Regular","Undergraduate",0,0,0,"Upper Division","Upper Division",104,2.311111,26,"300 level course","LAW: Law",201803,4,4
7847265,"Spring",14,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,3,"Law","Law",33205,301,"L","I","Law","Regular","Undergraduate",0,0,0,"Upper Division","Lower Division",16,0.3555556,4,"300 level course","LAW: Law",201803,4,4
2744010,"Fall",17,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,1,"Law","Law",13519,204,"L","I","Law","Regular","Undergraduate",0,0,0,"Lower Division","Lower Division",44,0.9777778,11,"200 level course","LAW: Law",201801,4,4
9128395,"Spring",10,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,3,"Law","Law",33205,301,"L","I","Law","Regular","Undergraduate",0,0,0,"Upper Division","Upper Division",104,2.311111,26,"300 level course","LAW: Law",201803,4,4
7673488,"Spring",2,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,3,"Law","Law",33205,301,"L","I","Law","Regular","Undergraduate",0,0,0,"Upper Division","Lower Division",16,0.3555556,4,"300 level course","LAW: Law",201803,4,4
8090735,"Spring",14,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,3,"Law","Law",33202,199,"L","I","Law","Regular","Undergraduate",0,0,0,"Lower Division","Lower Division",25,0.555555556,25,"100 level course","LAW: Law",201803,1,1
9076423,"Spring",14,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,3,"Law","Law",33199,101,"L","I","Law","Regular","Undergraduate",0,0,0,"Lower Division","Upper Division",168,3.733333,42,"100 level course","LAW: Law",201803,4,4
8543651,"Spring",15,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,3,"Law","Law",33204,250,"A","I","Law","Regular","Undergraduate",0,0,0,"Lower Division","Lower Division",8,0.1777778,4,"200 level course","LAW: Law",201803,2,2
8384702,"Spring",13,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,3,"Law","Law",33199,101,"L","I","Law","Regular","Undergraduate",0,0,0,"Lower Division","Lower Division",196,4.355556,49,"100 level course","LAW: Law",201803,4,4
7836815,"Fall",14,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,1,"Law","Law",13519,204,"L","I","Law","Regular","Undergraduate",0,0,0,"Lower Division","Upper Division",80,1.777778,20,"200 level course","LAW: Law",201801,4,4
7187781,"Spring",17,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"1","0","0","0","0","0","0","0","0","1","0",18,3,"Law","Law",33205,301,"L","I","Law","Regular","Undergraduate",0,0,0,"Upper Division","Lower Division",16,0.3555556,4,"300 level course","LAW: Law",201803,4,4
8806106,"Spring",14,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,3,"Law","Law",33200,103,"L","I","Law","Regular","Undergraduate",0,0,0,"Lower Division","Lower Division",180,4,45,"100 level course","LAW: Law",201803,4,4
2093445,"Spring",11,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,3,"Law","Law",33206,399,"L","I","Law","Regular","Undergraduate",0,0,0,"Upper Division","Lower Division",4,0.1111111,1,"300 level course","LAW: Law",201803,4,4
8599746,"Fall",12,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,1,"Law","Law",13520,304,"L","I","Law","Regular","Undergraduate",0,0,0,"Upper Division","Lower Division",8,0.1777778,2,"300 level course","LAW: Law",201801,4,4
7451227,"Fall",9,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,1,"Law","Law",13520,304,"L","I","Law","Regular","Undergraduate",0,0,0,"Upper Division","Lower Division",8,0.1777778,2,"300 level course","LAW: Law",201801,4,4
3214968,"Spring",14,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0",18,3,"Law","Law",33205,301,"L","I","Law","Regular","Undergraduate",0,0,0,"Upper Division","Upper Division",104,2.311111,26,"300 level course","LAW: Law",201803,4,4
