"sort_term","term","crn","type","location","credit_type","course_level","course_dept","same_dept_flag","same_college_flag","same_college_flag_cas","course_level_detail","student_level_detail","credit","fte","headcount","course_number_cat"
201602,"Winter",27094,"L","P","Self-Support","Graduate","Business Administration","1","1","1","600/700","Masters",96,2.666666667,49,"700 level course"
201803,"Spring",33560,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",168,3.733333333,42,"400 level course"
201801,"Fall",17326,"N","P","Regular","Graduate","Business Administration","1","1","1","600/700","Masters",43,1.518518519,49,"600 level course"
201603,"Spring",30907,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Upper Division","Lower Division",12,0.266666667,3,"300 level course"
201602,"Winter",22480,"S","I","Regular","Graduate","Business Administration","1","1","1","600/700","Doctoral",27,1,7,"600 level course"
201902,"Winter",20350,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Lower Division","Upper Division",96,2.133333333,24,"200 level course"
201801,"Fall",16604,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Lower Division","Lower Division",26,0.622222222,7,"100 level course"
201802,"Winter",21648,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Lower Division","Upper Division",52,1.155555556,13,"100 level course"
201601,"Fall",13840,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Lower Division",4,0.088888889,1,"300 level course"
201402,"Winter",20857,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Lower Division","Upper Division",132,2.933333333,33,"100 level course"
201803,"Spring",36474,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Lower Division","Lower Division",40,0.888888889,10,"200 level course"
201402,"Winter",25372,"L","I","Regular","Graduate","Business Administration","0","0","0","600/700","Masters",3,0.083333333,1,"600 level course"
201802,"Winter",27821,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",172,3.822222222,43,"300 level course"
201401,"Fall",10170,"I","I","Regular","Graduate","Business Administration","1","1","1","600/700","Doctoral",4,0.148148148,2,"600 level course"
201403,"Spring",30829,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Lower Division","Lower Division",32,0.711111111,8,"100 level course"
201603,"Spring",34391,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",200,4.444444444,50,"300 level course"
201404,"Summer",40126,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Lower Division",4,0.088888889,1,"300 level course"
201803,"Spring",30113,"N","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Lower Division",1,0.0222222,1,"400 level course"
201302,"Winter",23118,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Upper Division","Upper Division",4,0.088888889,1,"300 level course"
201702,"Winter",27568,"L","B","Self-Support","Graduate","Business Administration","1","1","1","600/700","Masters",12,0.333333333,5,"700 level course"
201501,"Fall",17124,"L","I","Regular","Graduate","Business Administration","1","1","1","500","Masters",24,0.666666667,6,"500 level course"
201701,"Fall",12431,"I","I","Regular","Undergraduate","Business Administration","0","0","0","Upper Division","Upper Division",3,0.066666667,1,"400 level course"
201802,"Winter",20899,"L","I","Regular","Graduate","Business Administration","1","1","1","600/700","Upper Division",4,0.088888889,1,"600 level course"
201302,"Winter",28519,"L","P","Self-Support","Graduate","Business Administration","1","1","1","600/700","Masters",81,2.25,27,"700 level course"
201602,"Winter",21080,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Upper Division","Upper Division",240,5.333333333,60,"300 level course"
201401,"Fall",11949,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",60,1.333333333,15,"300 level course"
201702,"Winter",20809,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Lower Division","Upper Division",36,0.8,9,"200 level course"
201403,"Spring",31787,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Lower Division",16,0.355555556,4,"300 level course"
201603,"Spring",32270,"L","I","Regular","Graduate","Business Administration","1","1","1","500","Masters",4,0.111111111,1,"500 level course"
201702,"Winter",20811,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Lower Division","Lower Division",36,0.8,9,"200 level course"
201701,"Fall",10192,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Lower Division","Lower Division",28,0.622222222,7,"200 level course"
201404,"Summer",41430,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",236,5.244444444,59,"300 level course"
201404,"Summer",41415,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",192,4.266666667,48,"300 level course"
201801,"Fall",16613,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Lower Division","Lower Division",4,0.088888889,1,"100 level course"
201402,"Winter",26470,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",160,3.555555556,40,"400 level course"
201601,"Fall",10101,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Upper Division","Upper Division",4,0.088888889,1,"300 level course"
201303,"Spring",32699,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Lower Division","Lower Division",136,3.022222222,34,"200 level course"
201804,"Summer",41101,"N","I","Regular","Graduate","Business Administration","1","1","1","600/700","Doctoral",3,0.111111111,1,"600 level course"
201302,"Winter",22180,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Lower Division","Masters",4,0.111111111,1,"200 level course"
201802,"Winter",23037,"U","V","Regular","Undergraduate","Business Administration","1","1","1","Lower Division","Lower Division",60,1.333333333,12,"200 level course"
201502,"Winter",22429,"S","I","Regular","Graduate","Business Administration","1","1","1","600/700","Masters",13,0.333333333,15,"600 level course"
201902,"Winter",22472,"L","I","Regular","Graduate","Business Administration","1","1","1","600/700","Masters",147,4.083333333,49,"600 level course"
201802,"Winter",27254,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",128,2.844444444,32,"300 level course"
201501,"Fall",12419,"L","I","Regular","Graduate","Business Administration","1","1","1","600/700","Masters",90,2.5,30,"600 level course"
201602,"Winter",21069,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Upper Division","Upper Division",212,4.711111111,53,"300 level course"
201801,"Fall",10972,"U","V","Regular","Undergraduate","Business Administration","0","0","0","Upper Division","Upper Division",348,7.555555556,87,"300 level course"
201702,"Winter",22950,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",156,3.466666667,39,"400 level course"
201302,"Winter",26568,"S","I","Regular","Graduate","Business Administration","1","1","1","600/700","Masters",6,0.166666667,6,"600 level course"
201703,"Spring",30168,"L","I","Regular","Graduate","Business Administration","1","1","1","600/700","Masters",104,2.888888889,25,"600 level course"
201403,"Spring",37079,"I","P","Self-Support","Graduate","Business Administration","1","1","1","600/700","Masters",7,0.194444444,3,"700 level course"
201901,"Fall",10850,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Lower Division","Upper Division",92,2.044444444,23,"100 level course"
201602,"Winter",21090,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"300 level course"
201502,"Winter",27001,"L","I","Regular","Graduate","Business Administration","1","1","1","500","Masters",12,0.333333333,3,"500 level course"
201502,"Winter",20162,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Lower Division","Upper Division",272,5.955555556,68,"200 level course"
201701,"Fall",12435,"N","I","Regular","Graduate","Business Administration","1","1","1","600/700","Doctoral",24,0.888888889,3,"600 level course"
201504,"Summer",40082,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",176,3.911111111,44,"400 level course"
201602,"Winter",23931,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Lower Division",4,0.088888889,1,"300 level course"
201403,"Spring",30068,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Lower Division","Lower Division",68,1.511111111,17,"200 level course"
201601,"Fall",14641,"L","I","Regular","Graduate","Business Administration","1","1","1","500","Masters",4,0.111111111,1,"500 level course"
201801,"Fall",10976,"U","V","Regular","Undergraduate","Business Administration","1","1","1","Lower Division","Lower Division",540,12,134,"100 level course"
201503,"Spring",37185,"L","B","Self-Support","Graduate","Business Administration","1","1","1","600/700","Masters",20,0.555555556,4,"700 level course"
201602,"Winter",25541,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Lower Division","Upper Division",56,1.244444444,14,"100 level course"
201402,"Winter",26454,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Lower Division","Upper Division",16,0.355555556,4,"200 level course"
201802,"Winter",27223,"U","V","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",128,2.844444444,32,"400 level course"
201302,"Winter",27791,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",180,4,45,"400 level course"
201302,"Winter",22202,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Lower Division",4,0.088888889,1,"300 level course"
201503,"Spring",33780,"I","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",6,0.133333333,6,"400 level course"
201604,"Summer",40109,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Lower Division","Lower Division",16,0.355555556,4,"200 level course"
201403,"Spring",36573,"I","P","Self-Support","Graduate","Business Administration","1","1","1","600/700","Masters",42,1.166666667,5,"700 level course"
201703,"Spring",30907,"U","V","Regular","Undergraduate","Business Administration","1","1","1","Lower Division","Lower Division",24,0.533333333,6,"100 level course"
201802,"Winter",23039,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Upper Division","Upper Division",4,0.088888889,1,"300 level course"
201602,"Winter",22447,"U","V","Regular","Undergraduate","Business Administration","0","0","0","Upper Division","Lower Division",1,0.0222222,1,"300 level course"
201803,"Spring",30111,"N","I","Regular","Graduate","Business Administration","1","1","1","600/700","Doctoral",9,0.333333333,1,"600 level course"
201501,"Fall",13890,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",212,4.711111111,53,"300 level course"
201902,"Winter",20368,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",180,4,45,"300 level course"
201603,"Spring",33655,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",136,3.022222222,34,"300 level course"
201503,"Spring",37173,"L","E","Self-Support","Graduate","Business Administration","1","1","1","600/700","Masters",20,0.555555556,17,"700 level course"
201603,"Spring",36493,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",172,3.822222222,43,"300 level course"
201701,"Fall",17185,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Lower Division","Upper Division",8,0.177777778,2,"100 level course"
201603,"Spring",30906,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Upper Division","Lower Division",72,1.6,18,"300 level course"
201701,"Fall",10224,"L","I","Regular","Graduate","Business Administration","1","1","1","500","Masters",4,0.111111111,1,"500 level course"
201402,"Winter",22320,"L","I","Regular","Graduate","Business Administration","1","1","1","600/700","Law",4,0.111111111,1,"600 level course"
201604,"Summer",40338,"U","V","Regular","Undergraduate","Business Administration","1","1","1","Lower Division","Lower Division",48,1.066666667,12,"200 level course"
201502,"Winter",23831,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",360,8,90,"300 level course"
201803,"Spring",34313,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",132,2.933333333,33,"400 level course"
201902,"Winter",24633,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",236,5.244444444,59,"300 level course"
201803,"Spring",36853,"L","P","Regular","Graduate","Business Administration","1","1","1","600/700","Masters",153,4.25,51,"600 level course"
201302,"Winter",21466,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Lower Division",4,0.088888889,1,"300 level course"
201603,"Spring",30123,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Lower Division",4,0.088888889,1,"300 level course"
201303,"Spring",36361,"N","I","Regular","Graduate","Business Administration","1","1","1","600/700","Masters",15,0.416666667,4,"600 level course"
201701,"Fall",13885,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",208,4.622222222,52,"300 level course"
201803,"Spring",32225,"N","I","Regular","Graduate","Business Administration","1","1","1","600/700","Doctoral",9,0.333333333,1,"600 level course"
201304,"Summer",46459,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",224,4.977777778,56,"300 level course"
201302,"Winter",27801,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Lower Division","Upper Division",68,1.511111111,17,"200 level course"
201303,"Spring",39130,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Lower Division","Lower Division",560,12.71111111,145,"200 level course"
201601,"Fall",17264,"L","03","Self-Support","Graduate","Business Administration","1","1","1","600/700","Masters",150,4.166666667,50,"600 level course"
201702,"Winter",24359,"L","I","Regular","Graduate","Business Administration","1","1","1","500","Masters",39,1.055555556,10,"500 level course"
201302,"Winter",22206,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"300 level course"
201703,"Spring",34336,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",112,2.488888889,28,"300 level course"
201802,"Winter",25299,"L","I","Regular","Graduate","Business Administration","1","1","1","600/700","Law",6,0.166666667,2,"600 level course"
201501,"Fall",10861,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Lower Division","Upper Division",84,1.866666667,21,"200 level course"
201801,"Fall",10976,"U","V","Regular","Undergraduate","Business Administration","1","1","1","Lower Division","Upper Division",212,4.711111111,53,"200 level course"
201604,"Summer",40341,"U","V","Regular","Undergraduate","Business Administration","0","0","0","Upper Division","Lower Division",32,0.711111111,8,"300 level course"
201603,"Spring",36489,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",236,5.244444444,59,"300 level course"
201902,"Winter",26757,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",24,0.533333333,6,"400 level course"
201502,"Winter",23857,"L","I","Regular","Graduate","Business Administration","1","1","1","600/700","Masters",114,3.166666667,38,"600 level course"
201802,"Winter",23060,"L","I","Regular","Graduate","Business Administration","1","1","1","600/700","Law",6,0.166666667,2,"600 level course"
201801,"Fall",10979,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Upper Division","Upper Division",208,4.622222222,52,"300 level course"
201703,"Spring",30167,"L","I","Regular","Graduate","Business Administration","1","1","1","600/700","Masters",76,2.055555556,25,"600 level course"
201502,"Winter",20168,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Lower Division","Upper Division",8,0.177777778,2,"200 level course"
201601,"Fall",16414,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Upper Division","Lower Division",4,0.088888889,1,"300 level course"
201902,"Winter",20393,"I","P","Regular","Graduate","Business Administration","1","1","1","600/700","Masters",8,0.222222222,6,"700 level course"
201901,"Fall",16029,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",108,2.4,27,"300 level course"
201701,"Fall",11006,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Upper Division","Lower Division",4,0.088888889,1,"300 level course"
201901,"Fall",10851,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Lower Division","Masters",4,0.111111111,1,"100 level course"
201701,"Fall",11015,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",112,2.488888889,28,"300 level course"
201403,"Spring",30874,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",160,3.555555556,40,"400 level course"
201901,"Fall",10870,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Lower Division","Lower Division",596,14.04444444,150,"100 level course"
201801,"Fall",10170,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",176,3.911111111,44,"300 level course"
201303,"Spring",33472,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Lower Division","Upper Division",172,3.822222222,43,"100 level course"
201701,"Fall",17253,"L","P","Self-Support","Graduate","Business Administration","1","1","1","600/700","Masters",144,4,48,"700 level course"
201303,"Spring",34876,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",152,3.377777778,38,"400 level course"
201303,"Spring",32701,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Lower Division","Lower Division",120,2.666666667,30,"200 level course"
201901,"Fall",17295,"L","P","Regular","Graduate","Business Administration","0","0","0","600/700","Masters",150,4.166666667,50,"700 level course"
201801,"Fall",10197,"L","I","Regular","Graduate","Business Administration","1","1","1","500","Masters",84,2.333333333,26,"500 level course"
201901,"Fall",13910,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Upper Division","Upper Division",8,0.177777778,2,"300 level course"
201501,"Fall",10078,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Lower Division","Lower Division",164,3.644444444,34,"200 level course"
201502,"Winter",20208,"L","I","Regular","Graduate","Business Administration","1","1","1","500","Doctoral",4,0.148148148,1,"500 level course"
201701,"Fall",12405,"N","I","Regular","Graduate","Business Administration","1","1","1","600/700","Doctoral",9,0.333333333,1,"600 level course"
201802,"Winter",23056,"I","I","Regular","Graduate","Business Administration","1","1","1","600/700","Masters",2,0.0555556,2,"600 level course"
201603,"Spring",30934,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Lower Division",8,0.177777778,2,"300 level course"
201803,"Spring",30860,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Lower Division","Upper Division",152,3.377777778,38,"100 level course"
201303,"Spring",33501,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Upper Division","Lower Division",8,0.177777778,2,"300 level course"
201302,"Winter",25008,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Lower Division",12,0.266666667,3,"300 level course"
201702,"Winter",24392,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Upper Division","Upper Division",28,0.622222222,7,"400 level course"
201504,"Summer",42257,"U","V","Regular","Undergraduate","Business Administration","0","0","0","Upper Division","Lower Division",8,0.177777778,2,"300 level course"
201601,"Fall",10863,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Lower Division","Lower Division",176,3.911111111,44,"100 level course"
201504,"Summer",41356,"E","I","Regular","Graduate","Business Administration","1","1","1","600/700","Masters",1,0.0277778,1,"600 level course"
201304,"Summer",47002,"N","I","Regular","Graduate","Business Administration","1","1","1","600/700","Masters",3,0.083333333,1,"600 level course"
201503,"Spring",36640,"L","P","Self-Support","Graduate","Business Administration","1","1","1","600/700","Masters",188,5.666666667,47,"700 level course"
201402,"Winter",22296,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Upper Division","Upper Division",4,0.088888889,1,"400 level course"
201902,"Winter",26648,"L","I","Regular","Graduate","Business Administration","1","1","1","500","Upper Division",4,0.088888889,1,"500 level course"
201402,"Winter",20912,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",144,3.2,36,"400 level course"
201501,"Fall",15471,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Lower Division",4,0.088888889,1,"400 level course"
201403,"Spring",30067,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Lower Division","Upper Division",4,0.088888889,1,"200 level course"
201302,"Winter",21440,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Lower Division","Upper Division",20,0.444444444,5,"200 level course"
201701,"Fall",10211,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",236,5.244444444,59,"300 level course"
201601,"Fall",10894,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Upper Division","Upper Division",212,4.711111111,53,"300 level course"
201302,"Winter",27780,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Upper Division","Upper Division",68,1.511111111,17,"400 level course"
201402,"Winter",20074,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Lower Division","Lower Division",28,0.622222222,7,"200 level course"
201801,"Fall",10979,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Lower Division","Lower Division",416,9.333333333,106,"200 level course"
201503,"Spring",30124,"L","I","Regular","Graduate","Business Administration","1","1","1","500","Masters",8,0.222222222,2,"500 level course"
201603,"Spring",36490,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",172,3.822222222,43,"400 level course"
201704,"Summer",40313,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Lower Division","Upper Division",8,0.177777778,2,"100 level course"
201702,"Winter",24378,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",80,1.777777778,20,"400 level course"
201503,"Spring",30091,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Lower Division","Lower Division",144,3.2,36,"200 level course"
201902,"Winter",22475,"L","I","Regular","Graduate","Business Administration","1","1","1","600/700","Law",3,0.083333333,1,"600 level course"
201802,"Winter",27258,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Upper Division","Upper Division",4,0.088888889,1,"300 level course"
201901,"Fall",16915,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Lower Division","Upper Division",72,1.6,18,"200 level course"
201601,"Fall",13839,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Lower Division",4,0.088888889,1,"300 level course"
201303,"Spring",33471,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Lower Division","Upper Division",116,2.577777778,29,"100 level course"
201502,"Winter",22403,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",224,4.977777778,56,"300 level course"
201502,"Winter",21917,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",160,3.555555556,40,"400 level course"
201902,"Winter",26171,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",64,1.422222222,16,"400 level course"
201603,"Spring",37177,"L","P","Self-Support","Graduate","Business Administration","1","1","1","600/700","Masters",141,3.916666667,47,"600 level course"
201501,"Fall",10861,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Lower Division","Upper Division",264,5.866666667,65,"200 level course"
201501,"Fall",10851,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Lower Division","Lower Division",740,16.71111111,179,"100 level course"
201503,"Spring",33731,"L","I","Regular","Graduate","Business Administration","1","1","1","600/700","Masters",144,4,48,"600 level course"
201503,"Spring",30091,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Lower Division","Upper Division",16,0.355555556,4,"200 level course"
201701,"Fall",12423,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",168,3.733333333,42,"400 level course"
201601,"Fall",10099,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Lower Division","Upper Division",8,0.177777778,2,"200 level course"
201801,"Fall",10994,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Lower Division",4,0.088888889,1,"300 level course"
201303,"Spring",39128,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Lower Division","Lower Division",8,0.177777778,2,"100 level course"
201703,"Spring",33556,"L","I","Regular","Graduate","Business Administration","1","1","1","600/700","Doctoral",8,0.296296296,3,"600 level course"
201701,"Fall",12405,"U","V","Regular","Graduate","Business Administration","1","1","1","500","Masters",8,0.222222222,2,"500 level course"
201803,"Spring",30077,"L","I","Regular","Undergraduate","Business Administration","0","0","0","Lower Division","Lower Division",16,0.355555556,4,"200 level course"
201703,"Spring",30910,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",144,3.2,36,"300 level course"
201602,"Winter",21105,"L","I","Regular","Undergraduate","Business Administration","1","1","1","Upper Division","Upper Division",232,5.155555556,58,"300 level course"
