"academic_year","fiscal_year","sort_term","term","crn","type","location","credit_type","student_level","course_level","same_dept_flag","same_college_flag","same_college_flag_cas","course_level_detail","student_level_detail","credit","fte","headcount","year","course_number_cat","department"
"2014-15","2015",201401,"Spring",34674,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",7,0.155555556,7,"2015","300 level course","Physical Activity & Rec Svcs"
"2013-14","2014",201302,"Winter",25915,"E","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",3,0.066666667,3,"2014","400 level course","Physical Activity & Rec Svcs"
"2013-14","2015",201304,"Summer",48190,"U","V","Self-Support","Graduate","Graduate","0","0","0","600/700","Masters",3,0.083333333,1,"2014","600 level course","Graduate School/Joint Campus"
"2016-17","2017",201601,"Spring",34639,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",4,0.088888889,4,"2017","300 level course","Physical Activity & Rec Svcs"
"2016-17","2017",201602,"Spring",34664,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",10,0.222222222,10,"2017","200 level course","Physical Activity & Rec Svcs"
"2019-20","2020",201901,"Winter",26592,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",15,0.333333333,15,"2020","200 level course","Physical Activity & Rec Svcs"
"2013-14","2014",201303,"Spring",39595,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",8,0.177777778,8,"2014","200 level course","Physical Activity & Rec Svcs"
"2015-16","2016",201503,"Winter",24725,"A","I","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Masters",1,0.0277778,1,"2016","200 level course","Physical Activity & Rec Svcs"
"2019-20","2020",201901,"Fall",14925,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",7,0.155555556,7,"2019","200 level course","Physical Activity & Rec Svcs"
"2018-19","2019",201803,"Winter",25461,"A","I","Regular","Graduate","Undergraduate","0","1","1","Upper Division","Masters",2,0.0555556,1,"2019","300 level course","Physical Activity & Rec Svcs"
"2017-18","2018",201702,"Fall",13878,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",42,0.933333333,48,"2017","300 level course","Military Science"
"2019-20","2020",201902,"Winter",24932,"A","I","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Doctoral",1,0.037037,1,"2020","200 level course","Physical Activity & Rec Svcs"
"2019-20","2020",201901,"Winter",27030,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",3,0.066666667,3,"2020","100 level course","Undergraduate Studies"
"2017-18","2018",201701,"Winter",25290,"A","I","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Doctoral",2,0.074074074,2,"2018","200 level course","Physical Activity & Rec Svcs"
"2014-15","2015",201401,"Spring",34709,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",9,0.2,9,"2015","200 level course","Physical Activity & Rec Svcs"
"2017-18","2018",201701,"Fall",14780,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",11,0.244444444,11,"2017","200 level course","Physical Activity & Rec Svcs"
"2019-20","2020",201902,"Fall",14831,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",1,0.0222222,1,"2019","300 level course","Physical Activity & Rec Svcs"
"2019-20","2020",201902,"Winter",24883,"A","I","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Doctoral",1,0.037037,1,"2020","200 level course","Physical Activity & Rec Svcs"
"2014-15","2015",201403,"Winter",24808,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",9,0.2,9,"2015","200 level course","Physical Activity & Rec Svcs"
"2017-18","2019",201704,"Summer",42135,"A","I","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",2,0.0444444,2,"2018","300 level course","Physical Activity & Rec Svcs"
"2013-14","2014",201302,"Spring",37160,"A","I","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Masters",4,0.111111111,4,"2014","200 level course","Physical Activity & Rec Svcs"
"2017-18","2018",201703,"Winter",25364,"A","I","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Masters",2,0.0555556,2,"2018","200 level course","Physical Activity & Rec Svcs"
"2017-18","2018",201701,"Spring",34662,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",12,0.266666667,12,"2018","100 level course","Physical Activity & Rec Svcs"
"2018-19","2019",201802,"Spring",34527,"A","I","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Masters",1,0.0277778,1,"2019","200 level course","Physical Activity & Rec Svcs"
"2015-16","2017",201504,"Summer",42592,"L","F","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",6,0.133333333,1,"2016","400 level course","Study Abroad"
"2016-17","2017",201601,"Spring",34666,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",20,0.444444444,10,"2017","200 level course","Physical Activity & Rec Svcs"
"2019-20","2020",201902,"Fall",13320,"L","P","Regular","Graduate","Graduate","0","0","0","500","Masters",4,0.111111111,1,"2019","500 level course","Graduate School/Joint Campus"
"2016-17","2017",201603,"Spring",34639,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",5,0.111111111,5,"2017","300 level course","Physical Activity & Rec Svcs"
"2018-19","2019",201801,"Fall",14804,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",18,0.4,18,"2018","300 level course","Physical Activity & Rec Svcs"
"2017-18","2018",201702,"Fall",14678,"L","F","Self-Support","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",15,0.333333333,1,"2017","100 level course","Study Abroad"
"2014-15","2016",201404,"Summer",41726,"L","F","Self-Support","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",15,0.333333333,2,"2015","100 level course","Study Abroad"
"2014-15","2015",201403,"Fall",16578,"A","I","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Lower Division",1,0.0222222,1,"2014","300 level course","Physical Activity & Rec Svcs"
"2017-18","2018",201701,"Spring",34619,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",10,0.222222222,10,"2018","200 level course","Physical Activity & Rec Svcs"
"2013-14","2014",201302,"Spring",37240,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",14,0.311111111,14,"2014","200 level course","Physical Activity & Rec Svcs"
"2017-18","2018",201701,"Fall",16401,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",8,0.177777778,8,"2017","300 level course","Physical Activity & Rec Svcs"
"2016-17","2017",201602,"Spring",36302,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",5,0.111111111,5,"2017","100 level course","Physical Activity & Rec Svcs"
"2019-20","2020",201902,"Winter",24871,"A","I","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Masters",1,0.0277778,1,"2020","100 level course","Physical Activity & Rec Svcs"
"2013-14","2014",201302,"Spring",36340,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",13,0.288888889,13,"2014","100 level course","Physical Activity & Rec Svcs"
"2017-18","2019",201704,"Summer",42519,"L","F","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",4,0.088888889,1,"2018","400 level course","Study Abroad"
"2018-19","2019",201803,"Winter",25523,"A","I","Regular","Graduate","Undergraduate","0","1","1","Lower Division","Masters",1,0.0277778,1,"2019","200 level course","Physical Activity & Rec Svcs"
"2018-19","2019",201801,"Spring",34604,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",5,0.111111111,5,"2019","100 level course","Physical Activity & Rec Svcs"
"2017-18","2018",201701,"Spring",34618,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",10,0.222222222,10,"2018","200 level course","Physical Activity & Rec Svcs"
"2016-17","2017",201602,"Spring",34669,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",6,0.133333333,6,"2017","200 level course","Physical Activity & Rec Svcs"
"2019-20","2020",201902,"Fall",14911,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",8,0.177777778,8,"2019","300 level course","Physical Activity & Rec Svcs"
"2016-17","2017",201601,"Spring",34419,"L","F","Self-Support","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",15,0.333333333,1,"2017","100 level course","Study Abroad"
"2013-14","2014",201303,"Spring",37213,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",5,0.111111111,5,"2014","200 level course","Physical Activity & Rec Svcs"
"2017-18","2018",201703,"Spring",36382,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",9,0.2,9,"2018","100 level course","Physical Activity & Rec Svcs"
"2016-17","2017",201603,"Winter",24835,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",16,0.355555556,16,"2017","200 level course","Physical Activity & Rec Svcs"
"2014-15","2015",201402,"Fall",14879,"A","I","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Masters",1,0.0277778,1,"2014","200 level course","Physical Activity & Rec Svcs"
"2013-14","2014",201303,"Spring",37241,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",9,0.2,9,"2014","200 level course","Physical Activity & Rec Svcs"
"2018-19","2020",201804,"Summer",42814,"L","F","Self-Support","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",19,0.422222222,6,"2019","200 level course","Study Abroad"
"2013-14","2014",201302,"Spring",37277,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",3,0.066666667,3,"2014","300 level course","Physical Activity & Rec Svcs"
"2015-16","2016",201501,"Spring",34818,"A","I","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Masters",1,0.0277778,1,"2016","200 level course","Physical Activity & Rec Svcs"
"2013-14","2014",201303,"Winter",28010,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",3,0.066666667,3,"2014","100 level course","Univ Teaching & Learning Ctr"
"2017-18","2018",201702,"Spring",37112,"L","F","Self-Support","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",5,0.111111111,1,"2018","200 level course","Study Abroad"
"2016-17","2017",201602,"Spring",34679,"A","I","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Doctoral",1,0.037037,1,"2017","200 level course","Physical Activity & Rec Svcs"
"2017-18","2018",201702,"Winter",27912,"L","F","Self-Support","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",5,0.111111111,1,"2018","200 level course","Study Abroad"
"2017-18","2019",201704,"Summer",42142,"A","I","Self-Support","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",4,0.088888889,4,"2018","200 level course","Physical Activity & Rec Svcs"
"2013-14","2014",201303,"Winter",25946,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",10,0.222222222,10,"2014","200 level course","Physical Activity & Rec Svcs"
"2017-18","2018",201702,"Spring",34648,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",14,0.311111111,14,"2018","200 level course","Physical Activity & Rec Svcs"
"2013-14","2014",201303,"Spring",37251,"A","I","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Doctoral",3,0.111111111,3,"2014","200 level course","Physical Activity & Rec Svcs"
"2015-16","2017",201504,"Summer",42760,"L","F","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",18,0.4,4,"2016","300 level course","Study Abroad"
"2014-15","2015",201402,"Spring",34707,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",6,0.133333333,6,"2015","300 level course","Physical Activity & Rec Svcs"
"2019-20","2020",201901,"Fall",16328,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",13,0.288888889,13,"2019","200 level course","Physical Activity & Rec Svcs"
"2015-16","2016",201501,"Winter",24745,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",3,0.066666667,3,"2016","300 level course","Physical Activity & Rec Svcs"
"2017-18","2018",201701,"Fall",16484,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",5,0.111111111,5,"2017","200 level course","Physical Activity & Rec Svcs"
"2015-16","2016",201502,"Winter",24774,"E","I","Regular","Graduate","Graduate","0","0","0","600/700","Doctoral",16,0.592592593,4,"2016","600 level course","Graduate School/Joint Campus"
"2016-17","2018",201604,"Summer",42714,"L","F","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",18,0.4,4,"2017","300 level course","Study Abroad"
"2013-14","2014",201302,"Winter",25959,"A","I","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Doctoral",1,0.037037,1,"2014","200 level course","Physical Activity & Rec Svcs"
"2017-18","2018",201702,"Fall",14829,"A","I","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Masters",1,0.0277778,1,"2017","100 level course","Physical Activity & Rec Svcs"
"2017-18","2018",201703,"Spring",36490,"L","I","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Masters",1,0.0277778,1,"2018","100 level course","Univ Teaching & Learning Ctr"
"2015-16","2016",201501,"Fall",14868,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",19,0.422222222,19,"2015","200 level course","Physical Activity & Rec Svcs"
"2019-20","2020",201902,"Winter",23829,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",2,0.0444444,1,"2020","100 level course","Undergraduate Studies"
"2013-14","2015",201304,"Summer",48344,"L","F","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",152,3.377777778,38,"2014","300 level course","Study Abroad"
"2017-18","2018",201701,"Winter",25382,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",9,0.2,9,"2018","200 level course","Physical Activity & Rec Svcs"
"2016-17","2017",201602,"Spring",36729,"U","V","Self-Support","Graduate","Graduate","0","0","0","600/700","Masters",52,1.333333333,18,"2017","600 level course","Graduate School/Joint Campus"
"2013-14","2014",201302,"Spring",38948,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",6,0.133333333,6,"2014","100 level course","Physical Activity & Rec Svcs"
"2015-16","2017",201504,"Summer",42585,"L","F","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",60,1.333333333,9,"2016","400 level course","Study Abroad"
"2016-17","2018",201604,"Summer",42669,"L","F","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",54,1.2,9,"2017","400 level course","Study Abroad"
"2016-17","2018",201604,"Summer",42727,"L","F","Self-Support","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",12,0.266666667,3,"2017","200 level course","Study Abroad"
"2013-14","2015",201304,"Summer",48423,"L","F","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",5,0.111111111,1,"2014","300 level course","Study Abroad"
"2016-17","2017",201602,"Fall",14733,"L","F","Self-Support","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",15,0.333333333,1,"2016","100 level course","Study Abroad"
"2014-15","2015",201401,"Spring",35750,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",19,0.422222222,10,"2015","100 level course","Univ Teaching & Learning Ctr"
"2019-20","2020",201902,"Winter",24797,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",4,0.088888889,4,"2020","300 level course","Physical Activity & Rec Svcs"
"2016-17","2017",201601,"Spring",34650,"A","I","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Masters",1,0.0277778,1,"2017","200 level course","Physical Activity & Rec Svcs"
"2015-16","2016",201503,"Spring",37358,"L","F","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",5,0.111111111,1,"2016","300 level course","Study Abroad"
"2015-16","2016",201503,"Winter",24690,"A","I","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Doctoral",1,0.037037,1,"2016","200 level course","Physical Activity & Rec Svcs"
"2018-19","2019",201802,"Fall",16406,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",1,0.0222222,1,"2018","300 level course","Physical Activity & Rec Svcs"
"2015-16","2016",201502,"Winter",24687,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",13,0.288888889,13,"2016","300 level course","Physical Activity & Rec Svcs"
"2019-20","2020",201901,"Fall",14843,"A","I","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Lower Division",2,0.0444444,1,"2019","300 level course","Physical Activity & Rec Svcs"
"2018-19","2020",201804,"Summer",42827,"L","F","Self-Support","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",24,0.533333333,20,"2019","100 level course","Study Abroad"
"2016-17","2017",201601,"Fall",16598,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",17,0.377777778,17,"2016","100 level course","Military Science"
"2016-17","2017",201603,"Winter",24882,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",12,0.266666667,12,"2017","300 level course","Physical Activity & Rec Svcs"
"2013-14","2014",201303,"Winter",26025,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",38,0.844444444,26,"2014","200 level course","Physical Activity & Rec Svcs"
"2018-19","2019",201803,"Spring",34602,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",8,0.177777778,8,"2019","100 level course","Physical Activity & Rec Svcs"
"2014-15","2015",201402,"Fall",14893,"A","I","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Doctoral",1,0.037037,1,"2014","200 level course","Physical Activity & Rec Svcs"
"2014-15","2015",201403,"Winter",24745,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",8,0.177777778,4,"2015","300 level course","Physical Activity & Rec Svcs"
"2018-19","2019",201803,"Fall",16414,"A","I","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Masters",1,0.0277778,1,"2018","100 level course","Physical Activity & Rec Svcs"
"2017-18","2018",201702,"Spring",34508,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",1,0.0222222,1,"2018","100 level course","Physical Activity & Rec Svcs"
"2016-17","2018",201604,"Summer",42767,"L","F","Self-Support","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",25,0.555555556,6,"2017","200 level course","Study Abroad"
"2019-20","2020",201901,"Winter",26594,"A","I","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Doctoral",1,0.037037,1,"2020","100 level course","Physical Activity & Rec Svcs"
"2018-19","2019",201803,"Fall",14912,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",12,0.266666667,6,"2018","200 level course","Physical Activity & Rec Svcs"
"2017-18","2018",201702,"Spring",34561,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",3,0.066666667,3,"2018","300 level course","Physical Activity & Rec Svcs"
"2015-16","2016",201503,"Fall",14790,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",15,0.333333333,15,"2015","300 level course","Physical Activity & Rec Svcs"
"2013-14","2014",201302,"Winter",26958,"U","V","Self-Support","Graduate","Graduate","0","0","0","600/700","Masters",33,0.916666667,11,"2014","600 level course","Graduate School/Joint Campus"
"2017-18","2018",201701,"Spring",34505,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",16,0.355555556,16,"2018","100 level course","Physical Activity & Rec Svcs"
"2014-15","2016",201404,"Summer",42316,"A","E","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",23,0.511111111,21,"2015","300 level course","Physical Activity & Rec Svcs"
"2013-14","2014",201302,"Winter",24709,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",36,0.8,10,"2014","300 level course","Military Science"
"2016-17","2017",201602,"Fall",13335,"L","C","Regular","Graduate","Graduate","0","0","0","600/700","Masters",4,0.111111111,1,"2016","600 level course","Graduate School/Joint Campus"
