"sort_term","term","crn","type","location","credit_type","course_level","course_dept","same_dept_flag","same_college_flag","same_college_flag_cas","course_level_detail","student_level_detail","credit","fte","headcount","course_number_cat"
201501,"Fall",17359,"L","I","Regular","Graduate","Conflict & Dispute Resolution","0","0","0","500","Masters",8,0.222222222,2,"500 level course"
201504,"Summer",70369,"S","I","Regular","Graduate","Law","1","1","1","600/700","Law",12,0.333333333,6,"700 level course"
201802,"Winter",22457,"N","I","Regular","Graduate","Conflict & Dispute Resolution","1","1","1","500","Masters",14,0.388888889,7,"500 level course"
201403,"Spring",60512,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",15,0.416666667,5,"600 level course"
201603,"Spring",60350,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",2,0.0555556,2,"600 level course"
201603,"Spring",60552,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",9,0.25,3,"600 level course"
201803,"Spring",60578,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",9,0.25,3,"600 level course"
201401,"Fall",50348,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",57,1.611111111,20,"600 level course"
201303,"Spring",60126,"S","I","Regular","Graduate","Law","1","1","1","600/700","Law",7,0.194444444,3,"600 level course"
201702,"Winter",60580,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",31,0.861111111,16,"600 level course"
201502,"Winter",60663,"L","P","Regular","Graduate","Law","1","1","1","600/700","Law",15,0.416666667,8,"600 level course"
201503,"Spring",60736,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",18,0.5,6,"600 level course"
201503,"Spring",60686,"L","P","Regular","Graduate","Law","1","1","1","600/700","Law",27,0.75,9,"600 level course"
201703,"Spring",60553,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",280,7.777777778,70,"600 level course"
201501,"Fall",50734,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",63,1.75,21,"600 level course"
201704,"Summer",70501,"S","I","Regular","Graduate","Law","1","1","1","600/700","Law",2,0.0555556,1,"700 level course"
201703,"Spring",60518,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",17,0.472222222,17,"600 level course"
201303,"Spring",60160,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",78,2.166666667,26,"600 level course"
201701,"Fall",50363,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",18,0.5,6,"600 level course"
201902,"Winter",60405,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",42,1.166666667,13,"600 level course"
201902,"Winter",60491,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",4,0.111111111,2,"600 level course"
201602,"Winter",60529,"S","I","Regular","Graduate","Law","1","1","1","600/700","Law",3,0.083333333,1,"700 level course"
201302,"Winter",28333,"L","I","Regular","Undergraduate","Conflict & Dispute Resolution","0","0","0","Upper Division","Upper Division",26,0.533333333,12,"300 level course"
201302,"Winter",60241,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",225,6.111111111,75,"600 level course"
201501,"Fall",50627,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",45,1.25,15,"600 level course"
201603,"Spring",60501,"S","I","Regular","Graduate","Law","1","1","1","600/700","Law",16,0.444444444,12,"700 level course"
201303,"Spring",60170,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",57,1.583333333,18,"600 level course"
201601,"Fall",13530,"L","I","Regular","Undergraduate","Law","0","0","0","Lower Division","Lower Division",252,5.511111111,61,"100 level course"
201402,"Winter",21673,"L","I","Regular","Graduate","Conflict & Dispute Resolution","0","0","0","500","Masters",8,0.222222222,2,"500 level course"
201801,"Fall",50461,"L","P","Regular","Graduate","Law","1","1","1","600/700","Law",18,0.5,6,"600 level course"
201601,"Fall",50356,"E","I","Regular","Graduate","Law","1","1","1","600/700","Law",30,0.833333333,5,"700 level course"
201603,"Spring",60451,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",132,3.75,42,"600 level course"
201404,"Summer",40682,"E","I","Regular","Graduate","Conflict & Dispute Resolution","1","1","1","600/700","Masters",1,0.0277778,1,"600 level course"
201502,"Winter",60729,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",9,0.25,7,"600 level course"
201803,"Spring",60577,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",6,0.166666667,2,"600 level course"
201702,"Winter",60662,"S","I","Regular","Graduate","Law","1","1","1","600/700","Law",6,0.166666667,3,"700 level course"
201902,"Winter",60397,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",126,3.5,44,"600 level course"
201702,"Winter",26748,"L","I","Regular","Undergraduate","Conflict & Dispute Resolution","0","0","0","Upper Division","Upper Division",18,0.4,3,"400 level course"
201603,"Spring",33312,"L","I","Regular","Undergraduate","Law","0","0","0","Upper Division","Upper Division",60,1.333333333,16,"300 level course"
201902,"Winter",60397,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",126,3.583333333,42,"600 level course"
201701,"Fall",50613,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",17,0.472222222,17,"600 level course"
201602,"Winter",21886,"N","I","Regular","Graduate","Conflict & Dispute Resolution","1","1","1","500","Masters",8,0.222222222,2,"500 level course"
201802,"Winter",22452,"L","I","Regular","Undergraduate","Conflict & Dispute Resolution","0","0","0","Upper Division","Lower Division",8,0.177777778,2,"400 level course"
201502,"Winter",21774,"N","I","Regular","Graduate","Conflict & Dispute Resolution","1","1","1","500","Law",4,0.111111111,3,"500 level course"
201901,"Fall",50641,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",198,5.555555556,50,"600 level course"
201702,"Winter",26746,"L","I","Regular","Undergraduate","Law","0","0","0","Lower Division","Lower Division",180,4,46,"100 level course"
201503,"Spring",31691,"L","I","Regular","Graduate","Conflict & Dispute Resolution","1","1","1","500","Masters",12,0.333333333,3,"500 level course"
201702,"Winter",60595,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",30,0.833333333,10,"600 level course"
201601,"Fall",50297,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",15,0.416666667,5,"600 level course"
201504,"Summer",40641,"L","I","Regular","Graduate","Conflict & Dispute Resolution","0","0","0","600/700","Masters",1,0.0277778,1,"600 level course"
201403,"Spring",60459,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",39,1.083333333,13,"600 level course"
201901,"Fall",50667,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",138,3.916666667,45,"600 level course"
201303,"Spring",60293,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",24,0.666666667,13,"600 level course"
201403,"Spring",36078,"L","I","Regular","Graduate","Conflict & Dispute Resolution","1","1","1","600/700","Masters",22,0.511111111,4,"600 level course"
201902,"Winter",60378,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",300,8.333333333,76,"600 level course"
201801,"Fall",50530,"S","I","Regular","Graduate","Law","1","1","1","600/700","Law",2,0.0555556,1,"700 level course"
201702,"Winter",60600,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",33,0.916666667,11,"600 level course"
201801,"Fall",50426,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",69,1.916666667,23,"600 level course"
201501,"Fall",50669,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",54,1.5,19,"600 level course"
201403,"Spring",31639,"E","I","Regular","Graduate","Conflict & Dispute Resolution","1","1","1","600/700","Masters",31,0.861111111,9,"600 level course"
201701,"Fall",50545,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",183,5.083333333,61,"600 level course"
201601,"Fall",50348,"S","I","Regular","Graduate","Law","1","1","1","600/700","Law",2,0.0555556,1,"700 level course"
201702,"Winter",60510,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",12,0.333333333,4,"600 level course"
201504,"Summer",41256,"I","I","Regular","Graduate","Conflict & Dispute Resolution","1","1","1","600/700","Law",2,0.0555556,2,"600 level course"
201802,"Winter",60642,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",108,3,39,"600 level course"
201902,"Winter",60355,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",39,1.083333333,14,"600 level course"
201803,"Spring",31682,"L","I","Regular","Graduate","Conflict & Dispute Resolution","0","0","0","600/700","Masters",6,0.166666667,2,"600 level course"
201502,"Winter",27556,"N","I","Regular","Graduate","Conflict & Dispute Resolution","1","1","1","600/700","Masters",4,0.111111111,3,"600 level course"
201603,"Spring",33312,"L","I","Regular","Undergraduate","Law","0","0","0","Upper Division","Upper Division",24,0.533333333,8,"300 level course"
201802,"Winter",22467,"L","I","Regular","Graduate","Conflict & Dispute Resolution","1","1","1","600/700","Masters",68,1.888888889,16,"600 level course"
201302,"Winter",60171,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",42,1.166666667,14,"600 level course"
201403,"Spring",36864,"L","I","Regular","Undergraduate","Law","0","0","0","Lower Division","Lower Division",20,0.444444444,5,"100 level course"
201502,"Winter",26961,"L","I","Regular","Undergraduate","Law","0","0","0","Lower Division","Lower Division",264,5.955555556,67,"100 level course"
201502,"Winter",21783,"I","I","Regular","Graduate","Conflict & Dispute Resolution","1","1","1","600/700","Law",2,0.0555556,1,"600 level course"
201902,"Winter",21946,"L","I","Regular","Graduate","Conflict & Dispute Resolution","1","1","1","600/700","Masters",20,0.555555556,19,"600 level course"
201602,"Winter",60451,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",132,3.75,42,"600 level course"
201303,"Spring",34271,"L","I","Regular","Graduate","Conflict & Dispute Resolution","1","1","1","600/700","Law",4,0.111111111,2,"600 level course"
201602,"Winter",21887,"I","I","Regular","Graduate","Conflict & Dispute Resolution","1","1","1","600/700","Masters",29,0.805555556,10,"600 level course"
201302,"Winter",60306,"S","I","Regular","Graduate","Law","1","1","1","600/700","Law",34,0.944444444,14,"600 level course"
201304,"Summer",46243,"E","I","Regular","Graduate","Conflict & Dispute Resolution","1","1","1","600/700","Masters",31,0.861111111,7,"600 level course"
201804,"Summer",40914,"L","I","Regular","Graduate","Conflict & Dispute Resolution","0","0","0","600/700","Upper Division",1,0.0277778,1,"600 level course"
201501,"Fall",50675,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",24,0.666666667,8,"600 level course"
201603,"Spring",60300,"I","I","Regular","Graduate","Law","1","1","1","600/700","Law",25,0.694444444,8,"600 level course"
201501,"Fall",50585,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",24,0.666666667,12,"600 level course"
201801,"Fall",50525,"S","I","Regular","Graduate","Law","1","1","1","600/700","Law",15,0.416666667,8,"700 level course"
201302,"Winter",27998,"L","I","Regular","Undergraduate","Law","0","0","0","Lower Division","Lower Division",100,2.222222222,25,"100 level course"
201302,"Winter",60165,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",60,1.666666667,20,"600 level course"
201602,"Winter",60534,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",54,1.5,18,"600 level course"
201401,"Fall",50321,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",232,6.444444444,55,"600 level course"
201701,"Fall",50583,"S","I","Regular","Graduate","Law","1","1","1","600/700","Law",26,0.722222222,18,"700 level course"
201303,"Spring",60280,"S","I","Regular","Graduate","Law","1","1","1","600/700","Law",18,0.5,6,"700 level course"
201802,"Winter",60626,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",147,4.083333333,42,"600 level course"
201304,"Summer",46241,"N","I","Regular","Graduate","Conflict & Dispute Resolution","1","1","1","600/700","Masters",1,0.0277778,1,"600 level course"
201703,"Spring",31671,"N","I","Regular","Graduate","Conflict & Dispute Resolution","1","1","1","500","Masters",14,0.388888889,5,"500 level course"
201602,"Winter",60426,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",9,0.25,9,"600 level course"
201502,"Winter",23529,"L","I","Regular","Graduate","Law","0","0","0","600/700","Masters",6,0.166666667,4,"600 level course"
201701,"Fall",50602,"S","I","Regular","Graduate","Law","1","1","1","600/700","Law",57,1.583333333,19,"700 level course"
201703,"Spring",60539,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",27,0.75,24,"600 level course"
201902,"Winter",60502,"E","I","Regular","Graduate","Law","1","1","1","600/700","Law",19,0.527777778,3,"700 level course"
201501,"Fall",50603,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",4,0.111111111,2,"600 level course"
201302,"Winter",22976,"L","I","Regular","Graduate","Conflict & Dispute Resolution","1","1","1","600/700","Masters",28,0.777777778,8,"600 level course"
201802,"Winter",22471,"L","I","Regular","Graduate","Conflict & Dispute Resolution","0","0","0","600/700","Masters",8,0.222222222,2,"600 level course"
201503,"Spring",60737,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",18,0.5,9,"600 level course"
201401,"Fall",11801,"I","I","Regular","Graduate","Conflict & Dispute Resolution","1","1","1","600/700","Masters",51,1.416666667,18,"600 level course"
201802,"Winter",24125,"L","I","Regular","Undergraduate","Law","0","0","0","Lower Division","Upper Division",144,3.466666667,37,"100 level course"
201502,"Winter",60750,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",10,0.277777778,6,"600 level course"
201801,"Fall",50435,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",52,1.444444444,18,"600 level course"
201503,"Spring",60808,"S","I","Regular","Graduate","Law","1","1","1","600/700","Law",108,3,40,"700 level course"
201303,"Spring",60272,"S","I","Regular","Graduate","Law","1","1","1","600/700","Law",64,1.777777778,34,"700 level course"
201603,"Spring",36787,"L","I","Regular","Graduate","Conflict & Dispute Resolution","1","1","1","600/700","Masters",26,0.722222222,13,"600 level course"
201604,"Summer",40685,"E","I","Regular","Graduate","Conflict & Dispute Resolution","1","1","1","600/700","Masters",8,0.222222222,2,"600 level course"
201801,"Fall",50485,"S","I","Regular","Graduate","Law","1","1","1","600/700","Law",15,0.416666667,16,"700 level course"
201501,"Fall",50721,"E","I","Regular","Graduate","Law","1","1","1","600/700","Law",16,0.444444444,4,"700 level course"
201902,"Winter",60400,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",123,3.416666667,44,"600 level course"
201403,"Spring",36864,"L","I","Regular","Undergraduate","Law","0","0","0","Lower Division","Lower Division",20,0.444444444,5,"100 level course"
201503,"Spring",60767,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",189,5.083333333,47,"600 level course"
201602,"Winter",60395,"L","P","Regular","Graduate","Law","1","1","1","600/700","Law",18,0.5,18,"600 level course"
201902,"Winter",60339,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",9,0.25,4,"600 level course"
201401,"Fall",16770,"L","I","Regular","Undergraduate","Law","0","0","0","Lower Division","Lower Division",44,0.977777778,11,"100 level course"
201603,"Spring",60537,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",12,0.333333333,12,"600 level course"
201501,"Fall",17359,"L","S","Self-Support","Undergraduate","Conflict & Dispute Resolution","0","0","0","Upper Division","Lower Division",48,1.066666667,7,"400 level course"
201402,"Winter",60497,"L","P","Regular","Graduate","Law","1","1","1","600/700","Law",3,0.083333333,1,"600 level course"
201503,"Spring",60828,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",21,0.583333333,7,"600 level course"
201303,"Spring",60305,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",93,2.583333333,32,"600 level course"
201802,"Winter",60541,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",60,1.666666667,20,"600 level course"
201702,"Winter",60639,"E","I","Regular","Graduate","Law","1","1","1","600/700","Law",12,0.333333333,3,"700 level course"
201803,"Spring",60613,"S","I","Regular","Graduate","Law","1","1","1","600/700","Law",8,0.222222222,7,"700 level course"
201303,"Spring",60219,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",3,0.083333333,1,"600 level course"
201303,"Spring",60212,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",121,3.333333333,106,"600 level course"
201302,"Winter",60238,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",192,5.333333333,64,"600 level course"
201502,"Winter",60814,"S","I","Regular","Graduate","Law","1","1","1","600/700","Law",9,0.25,9,"700 level course"
201601,"Fall",50320,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",177,4.833333333,61,"600 level course"
201901,"Fall",50616,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",66,1.833333333,22,"600 level course"
201801,"Fall",50443,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",232,6.333333333,58,"600 level course"
201803,"Spring",60619,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",38,1.055555556,18,"600 level course"
201303,"Spring",60266,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",24,0.666666667,12,"600 level course"
201403,"Spring",37015,"L","I","Regular","Undergraduate","Law","0","0","0","Lower Division","Lower Division",72,1.6,17,"100 level course"
201503,"Spring",36919,"L","I","Regular","Graduate","Conflict & Dispute Resolution","1","1","1","600/700","Masters",2,0.0555556,1,"600 level course"
201401,"Fall",50417,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",99,2.75,34,"600 level course"
201702,"Winter",60628,"S","I","Regular","Graduate","Law","1","1","1","600/700","Law",6,0.166666667,2,"700 level course"
201602,"Winter",60451,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",63,1.75,21,"600 level course"
201502,"Winter",60627,"I","I","Regular","Graduate","Law","1","1","1","600/700","Law",24,0.666666667,8,"600 level course"
201403,"Spring",31647,"L","I","Regular","Undergraduate","Conflict & Dispute Resolution","0","0","0","Upper Division","Lower Division",12,0.266666667,3,"400 level course"
201802,"Winter",60642,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",27,0.75,9,"600 level course"
201402,"Winter",60505,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",24,0.666666667,12,"600 level course"
201902,"Winter",23494,"L","I","Regular","Graduate","Law","0","0","0","600/700","Doctoral",13.5,0.361111111,4,"600 level course"
201303,"Spring",60126,"S","I","Regular","Graduate","Law","1","1","1","600/700","Law",7,0.194444444,3,"600 level course"
201503,"Spring",60752,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",27,0.75,9,"600 level course"
201304,"Summer",48060,"L","I","Regular","Graduate","Conflict & Dispute Resolution","1","1","1","600/700","Law",2,0.0555556,2,"600 level course"
201703,"Spring",60582,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",78,2.166666667,26,"600 level course"
201602,"Winter",21884,"L","I","Regular","Graduate","Conflict & Dispute Resolution","1","1","1","600/700","Law",16,0.444444444,15,"600 level course"
201501,"Fall",50718,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",129,3.583333333,41,"600 level course"
201804,"Summer",70243,"E","I","Regular","Graduate","Law","1","1","1","600/700","Law",41,1.166666667,4,"700 level course"
201801,"Fall",50408,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",21,0.583333333,7,"600 level course"
201803,"Spring",60535,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",256,7.111111111,81,"600 level course"
201404,"Summer",70042,"E","I","Regular","Graduate","Law","1","1","1","600/700","Law",3,0.083333333,1,"700 level course"
201501,"Fall",50698,"S","I","Regular","Graduate","Law","1","1","1","600/700","Law",32,0.888888889,25,"700 level course"
201402,"Winter",60450,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",54,1.5,17,"600 level course"
201502,"Winter",21780,"I","I","Regular","Graduate","Conflict & Dispute Resolution","1","1","1","600/700","Masters",15,0.416666667,3,"600 level course"
201902,"Winter",21946,"L","I","Regular","Graduate","Conflict & Dispute Resolution","0","0","0","600/700","Masters",16,0.444444444,5,"600 level course"
201401,"Fall",50310,"S","I","Regular","Graduate","Law","1","1","1","600/700","Law",10,0.277777778,5,"600 level course"
201703,"Spring",60569,"N","I","Regular","Graduate","Law","1","1","1","600/700","Law",27,0.75,18,"600 level course"
201901,"Fall",11770,"S","I","Regular","Graduate","Conflict & Dispute Resolution","1","1","1","600/700","Masters",9,0.25,7,"600 level course"
201902,"Winter",60493,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",48,1.333333333,16,"600 level course"
201403,"Spring",60500,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",24,0.666666667,17,"600 level course"
201902,"Winter",21928,"N","I","Regular","Graduate","Conflict & Dispute Resolution","1","1","1","500","Masters",8,0.222222222,2,"500 level course"
201402,"Winter",60304,"S","I","Regular","Graduate","Law","1","1","1","600/700","Law",1,0.0277778,1,"600 level course"
201701,"Fall",16928,"L","I","Regular","Undergraduate","Law","0","0","0","Lower Division","Lower Division",29,0.711111111,8,"100 level course"
201601,"Fall",50215,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",8,0.222222222,7,"600 level course"
201402,"Winter",27185,"L","I","Regular","Undergraduate","Law","0","0","0","Lower Division","Lower Division",72,1.6,16,"100 level course"
201501,"Fall",50679,"S","I","Regular","Graduate","Law","1","1","1","600/700","Law",9,0.25,3,"700 level course"
201801,"Fall",50492,"S","I","Regular","Graduate","Law","1","1","1","600/700","Law",2,0.0555556,1,"700 level course"
201703,"Spring",60641,"E","I","Regular","Graduate","Law","1","1","1","600/700","Law",23,0.638888889,4,"700 level course"
201602,"Winter",60515,"E","P","Regular","Graduate","Law","1","1","1","600/700","Law",52,1.444444444,9,"700 level course"
201901,"Fall",50636,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",33,0.916666667,10,"600 level course"
201703,"Spring",60566,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",48,1.333333333,16,"600 level course"
201303,"Spring",60287,"E","I","Regular","Graduate","Law","1","1","1","600/700","Law",68,1.888888889,15,"700 level course"
201902,"Winter",60505,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",72,2,24,"600 level course"
201802,"Winter",60630,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",32,0.888888889,16,"700 level course"
201701,"Fall",16928,"L","I","Regular","Undergraduate","Law","0","0","0","Lower Division","Lower Division",244,5.888888889,61,"100 level course"
201303,"Spring",60312,"L","I","Regular","Graduate","Law","1","1","1","600/700","Law",14,0.388888889,8,"600 level course"
