"academic_year","fiscal_year","sort_term","term","crn","type","location","credit_subject","credit_type","student_level","course_level","same_dept_flag","same_college_flag","same_college_flag_cas","course_level_detail","student_level_detail","credit","fte","headcount","year","course_number_cat","department"
"2019-20","2020",201901,"Winter",27187,"L","I","Music","Regular","Graduate","Graduate","1","1","1","500","Masters",6,0.166666667,2,"2020","500 level course","Music"
"2016-17","2017",201601,"Spring",33758,"L","I","Music Jazz Studies","Regular","Graduate","Graduate","1","1","1","600/700","Masters",21,0.583333333,7,"2017","600 level course","Music"
"2018-19","2019",201802,"Spring",34204,"L","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",6,0.133333333,2,"2019","400 level course","Music"
"2016-17","2017",201602,"Spring",35962,"L","I","Music","Regular","Graduate","Graduate","1","1","1","500","Masters",3,0.083333333,1,"2017","500 level course","Music"
"2016-17","2017",201602,"Spring",34166,"I","I","Music Performance","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",14,0.481481481,4,"2017","700 level course","Music"
"2014-15","2015",201402,"Fall",14138,"A","I","Music Performance","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",6,0.133333333,3,"2014","100 level course","Music"
"2014-15","2015",201402,"Fall",11931,"A","I","Dance Activity","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",4,0.088888889,4,"2014","300 level course","Dance"
"2015-16","2016",201502,"Winter",24593,"A","I","Music","Regular","Graduate","Undergraduate","0","0","0","Upper Division","Doctoral",2,0.074074074,2,"2016","300 level course","Music"
"2015-16","2016",201503,"Winter",24611,"A","I","Music","Regular","Graduate","Graduate","1","1","1","600/700","Masters",6,0.166666667,3,"2016","600 level course","Music"
"2017-18","2018",201703,"Fall",14546,"L","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",8,0.177777778,2,"2017","400 level course","Music"
"2014-15","2015",201403,"Spring",34063,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2015","300 level course","Music"
"2019-20","2020",201901,"Fall",14277,"I","I","Music Performance","Regular","Graduate","Graduate","1","1","1","600/700","Masters",2,0.0555556,1,"2019","600 level course","Music"
"2013-14","2014",201302,"Winter",25413,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",8,0.177777778,2,"2014","400 level course","Music"
"2017-18","2018",201702,"Spring",34140,"A","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",1,0.0222222,1,"2018","100 level course","Music"
"2016-17","2017",201603,"Winter",24426,"I","I","Music Education","Regular","Graduate","Graduate","1","1","1","600/700","Masters",1,0.0277778,1,"2017","600 level course","Music"
"2017-18","2018",201701,"Spring",34245,"L","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",3,0.066666667,1,"2018","400 level course","Music"
"2014-15","2015",201403,"Fall",14675,"A","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,2,"2014","300 level course","Music"
"2018-19","2019",201802,"Spring",33985,"I","I","Music Performance","Regular","Graduate","Graduate","1","1","1","600/700","Masters",2,0.0555556,1,"2019","600 level course","Music"
"2013-14","2014",201303,"Winter",23077,"A","I","Dance Activity","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",3,0.066666667,3,"2014","100 level course","Dance"
"2013-14","2014",201303,"Spring",36969,"A","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",6,0.133333333,3,"2014","300 level course","Music"
"2019-20","2020",201902,"Fall",14567,"L","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",12,0.266666667,4,"2019","400 level course","Music"
"2019-20","2020",201901,"Winter",24209,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",2,0.0444444,1,"2020","400 level course","Music"
"2014-15","2015",201401,"Spring",33934,"A","I","Music Performance","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",3,0.066666667,1,"2015","100 level course","Music"
"2015-16","2016",201502,"Winter",27067,"A","I","Dance Activity","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",3,0.066666667,3,"2016","300 level course","Dance"
"2013-14","2014",201303,"Spring",36429,"L","I","Music Jazz Studies","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",2,0.0444444,1,"2014","200 level course","Music"
"2015-16","2016",201501,"Winter",24192,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2016","300 level course","Music"
"2019-20","2020",201901,"Fall",14579,"L","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",6,0.133333333,2,"2019","400 level course","Music"
"2017-18","2018",201702,"Spring",33702,"A","I","Music Performance","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",8,0.177777778,4,"2018","100 level course","Music"
"2015-16","2016",201502,"Spring",34385,"A","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",7,0.155555556,7,"2016","300 level course","Music"
"2016-17","2017",201603,"Fall",14153,"A","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,2,"2016","300 level course","Music"
"2014-15","2015",201403,"Winter",21715,"L","I","Dance Professional","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",28,0.622222222,7,"2015","200 level course","Dance"
"2014-15","2015",201402,"Spring",34140,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2015","300 level course","Music"
"2018-19","2019",201803,"Winter",25162,"L","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",8,0.177777778,2,"2019","400 level course","Music"
"2017-18","2018",201701,"Spring",33699,"A","I","Music Performance","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",21,0.466666667,8,"2018","100 level course","Music"
"2017-18","2018",201702,"Spring",33700,"A","I","Music Performance","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",10,0.222222222,5,"2018","100 level course","Music"
"2018-19","2019",201801,"Winter",25216,"N","I","Music","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",45,1.62962963,11,"2019","600 level course","Music"
"2016-17","2017",201601,"Fall",11757,"L","I","Dance Professional","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",168,3.822222222,39,"2016","200 level course","Dance"
"2017-18","2018",201702,"Spring",33727,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",13,0.288888889,6,"2018","100 level course","Music"
"2019-20","2020",201901,"Winter",24448,"L","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",420,9.244444444,106,"2020","200 level course","Music"
"2013-14","2014",201303,"Spring",37022,"I","I","Music","Regular","Graduate","Graduate","1","1","1","600/700","Masters",9,0.25,3,"2014","600 level course","Music"
"2017-18","2018",201702,"Winter",22494,"A","I","Dance Activity","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",9,0.2,9,"2018","100 level course","Dance"
"2014-15","2015",201402,"Spring",34424,"A","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",20,0.444444444,10,"2015","300 level course","Music"
"2016-17","2017",201601,"Fall",14582,"A","I","Music","Regular","Graduate","Graduate","1","1","1","600/700","Masters",6,0.166666667,3,"2016","600 level course","Music"
"2018-19","2019",201802,"Fall",16556,"L","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",4,0.088888889,1,"2018","300 level course","Music"
"2014-15","2015",201401,"Spring",36729,"A","I","Dance Activity","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",5,0.111111111,5,"2015","200 level course","Dance"
"2016-17","2017",201601,"Spring",33849,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",10,0.222222222,3,"2017","100 level course","Music"
"2015-16","2016",201502,"Spring",34014,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",4,0.088888889,1,"2016","200 level course","Music"
"2015-16","2016",201502,"Winter",26855,"A","I","Dance Professional","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",5,0.111111111,4,"2016","400 level course","Dance"
"2014-15","2015",201402,"Spring",31705,"L","I","Dance Professional","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",2,0.0444444,1,"2015","400 level course","Dance"
"2016-17","2017",201601,"Spring",34018,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",16,0.355555556,4,"2017","400 level course","Music"
"2016-17","2017",201603,"Winter",26249,"L","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",12,0.266666667,4,"2017","400 level course","Music"
"2017-18","2018",201701,"Spring",33635,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",5,0.111111111,3,"2018","100 level course","Music"
"2018-19","2019",201803,"Spring",36838,"L","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",3,0.066666667,1,"2019","400 level course","Music"
"2018-19","2019",201802,"Winter",25194,"L","I","Music","Regular","Graduate","Graduate","1","1","1","500","Doctoral",8,0.296296296,2,"2019","500 level course","Music"
"2014-15","2015",201403,"Spring",33895,"A","I","Music Jazz Studies","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",3,0.066666667,3,"2015","300 level course","Music"
"2013-14","2014",201302,"Spring",36515,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",4,0.088888889,1,"2014","100 level course","Music"
"2013-14","2014",201303,"Winter",28295,"A","I","Dance Activity","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",2,0.0444444,2,"2014","200 level course","Dance"
"2014-15","2015",201403,"Winter",24072,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",4,0.088888889,1,"2015","200 level course","Music"
"2017-18","2018",201701,"Winter",27611,"L","I","Music Education","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",3,0.111111111,3,"2018","600 level course","Music"
"2019-20","2020",201902,"Fall",14022,"A","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",2,0.0444444,1,"2019","100 level course","Music"
"2015-16","2016",201501,"Spring",34396,"A","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",21,0.466666667,12,"2016","300 level course","Music"
"2019-20","2020",201901,"Winter",24476,"A","I","Music","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",4,0.088888889,4,"2020","300 level course","Music"
"2016-17","2017",201602,"Fall",14661,"A","I","Music","Regular","Graduate","Graduate","1","1","1","600/700","Masters",1,0.0277778,1,"2016","600 level course","Music"
"2018-19","2019",201803,"Winter",27702,"A","I","Music Performance","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",15,0.333333333,5,"2019","100 level course","Music"
"2015-16","2016",201502,"Fall",11817,"A","I","Dance Activity","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",12,0.266666667,12,"2015","100 level course","Dance"
"2017-18","2018",201701,"Spring",34233,"I","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",10,0.222222222,3,"2018","400 level course","Music"
"2017-18","2018",201702,"Spring",34310,"A","I","Music","Regular","Graduate","Graduate","1","1","1","600/700","Masters",35,1.027777778,22,"2018","600 level course","Music"
"2013-14","2014",201303,"Spring",34368,"A","I","Dance Activity","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",7,0.155555556,7,"2014","200 level course","Dance"
"2015-16","2016",201503,"Winter",21833,"A","I","Dance Professional","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",6,0.133333333,5,"2016","400 level course","Dance"
"2014-15","2015",201401,"Winter",23849,"A","I","Music Education","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",9,0.2,9,"2015","300 level course","Music"
"2017-18","2018",201702,"Spring",34244,"L","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",15,0.333333333,5,"2018","400 level course","Music"
"2017-18","2018",201703,"Fall",14167,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2017","300 level course","Music"
"2015-16","2016",201503,"Fall",14150,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",4,0.088888889,1,"2015","100 level course","Music"
"2013-14","2014",201302,"Spring",36948,"A","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",1,0.0222222,1,"2014","300 level course","Music"
"2018-19","2019",201802,"Spring",33697,"A","I","Music Performance","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",18,0.4,9,"2019","100 level course","Music"
"2019-20","2020",201901,"Fall",14515,"L","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",3,0.066666667,1,"2019","300 level course","Music"
"2018-19","2019",201801,"Spring",34172,"A","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",2,0.0444444,2,"2019","300 level course","Music"
"2014-15","2015",201402,"Winter",24289,"I","I","Music Performance","Regular","Graduate","Graduate","1","1","1","600/700","Masters",12,0.333333333,3,"2015","600 level course","Music"
"2015-16","2016",201501,"Winter",21821,"A","I","Dance Professional","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",18,0.4,6,"2016","400 level course","Dance"
"2017-18","2018",201701,"Spring",34145,"L","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",20,0.444444444,5,"2018","200 level course","Music"
"2013-14","2014",201303,"Spring",36464,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",4,0.088888889,2,"2014","100 level course","Music"
"2014-15","2015",201402,"Winter",24317,"I","I","Music Performance","Regular","Graduate","Graduate","1","1","1","600/700","Masters",4,0.111111111,1,"2015","600 level course","Music"
"2018-19","2019",201801,"Spring",36889,"L","I","Dance Professional","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",4,0.088888889,1,"2019","200 level course","Dance"
"2014-15","2015",201402,"Spring",34467,"A","I","Music","Regular","Graduate","Undergraduate","0","0","0","Upper Division","Masters",2,0.0555556,1,"2015","300 level course","Music"
"2016-17","2017",201602,"Spring",34301,"L","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",6,0.133333333,2,"2017","400 level course","Music"
"2018-19","2019",201802,"Winter",25095,"L","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",14,0.311111111,7,"2019","200 level course","Music"
"2018-19","2019",201803,"Fall",14569,"L","I","Music","Regular","Graduate","Graduate","1","1","1","500","Doctoral",9,0.333333333,3,"2018","500 level course","Music"
"2014-15","2015",201401,"Fall",14116,"A","I","Music Jazz Studies","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",2,0.0444444,1,"2014","300 level course","Music"
"2019-20","2020",201902,"Winter",23901,"L","I","Music Education","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",1,0.0222222,1,"2020","300 level course","Music"
"2013-14","2014",201302,"Winter",25624,"L","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",4,0.088888889,2,"2014","200 level course","Music"
"2015-16","2016",201501,"Fall",14306,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2015","400 level course","Music"
"2016-17","2017",201603,"Fall",11798,"A","I","Dance Professional","Regular","Graduate","Graduate","0","1","1","600/700","Masters",3,0.083333333,1,"2016","600 level course","Dance"
"2013-14","2015",201304,"Summer",47981,"A","I","Music","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",18,0.4,9,"2014","300 level course","Music"
"2013-14","2014",201303,"Winter",25671,"A","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",1,0.0222222,1,"2014","300 level course","Music"
"2015-16","2016",201501,"Winter",24504,"A","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",7,0.155555556,7,"2016","300 level course","Music"
"2017-18","2018",201702,"Fall",14542,"L","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",9,0.2,3,"2017","400 level course","Music"
"2013-14","2014",201303,"Spring",36433,"A","I","Music Jazz Studies","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",13,0.288888889,11,"2014","300 level course","Music"
"2017-18","2018",201702,"Fall",11901,"A","I","Dance Activity","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",7,0.155555556,7,"2017","100 level course","Dance"
"2014-15","2015",201403,"Winter",21800,"A","I","Dance Activity","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",1,0.0222222,1,"2015","300 level course","Dance"
"2013-14","2015",201304,"Summer",47234,"L","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",6,0.133333333,4,"2014","300 level course","Music"
"2013-14","2014",201302,"Spring",36883,"L","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",36,0.8,9,"2014","100 level course","Music"
"2014-15","2015",201403,"Spring",34026,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",8,0.177777778,2,"2015","200 level course","Music"
"2017-18","2018",201703,"Fall",11900,"A","I","Dance Activity","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",1,0.0222222,1,"2017","100 level course","Dance"
"2016-17","2017",201603,"Winter",24170,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",2,0.0444444,1,"2017","200 level course","Music"
"2016-17","2017",201603,"Spring",34278,"A","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",28,0.622222222,18,"2017","300 level course","Music"
"2016-17","2017",201601,"Winter",24025,"A","I","Music Performance","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",6,0.133333333,3,"2017","100 level course","Music"
"2018-19","2019",201802,"Spring",33877,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2019","300 level course","Music"
"2019-20","2020",201901,"Fall",14023,"A","I","Music Performance","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",8,0.177777778,4,"2019","100 level course","Music"
"2015-16","2016",201503,"Spring",31774,"A","I","Dance Professional","Regular","Graduate","Graduate","1","1","1","500","Masters",12,0.333333333,4,"2016","500 level course","Dance"
"2018-19","2019",201803,"Fall",16909,"A","I","Dance Activity","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Doctoral",2,0.074074074,2,"2018","100 level course","Dance"
"2015-16","2016",201502,"Fall",14510,"L","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",44,0.977777778,23,"2015","200 level course","Music"
"2015-16","2016",201503,"Winter",24012,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",7,0.155555556,2,"2016","100 level course","Music"
"2013-14","2014",201303,"Winter",25674,"A","I","Music","Regular","Graduate","Undergraduate","0","0","0","Upper Division","Masters",1,0.0277778,1,"2014","300 level course","Music"
"2016-17","2017",201601,"Fall",11755,"L","I","Dance Professional","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",128,2.844444444,31,"2016","200 level course","Dance"
"2013-14","2014",201303,"Winter",25107,"E","I","Music Education","Regular","Graduate","Graduate","1","1","1","600/700","Masters",1,0.0277778,1,"2014","600 level course","Music"
"2013-14","2014",201302,"Winter",23029,"N","I","Dance Professional","Regular","Graduate","Graduate","1","1","1","600/700","Masters",3,0.083333333,2,"2014","600 level course","Dance"
"2015-16","2016",201501,"Fall",14069,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",14,0.311111111,6,"2015","100 level course","Music"
"2014-15","2015",201401,"Spring",36732,"A","I","Dance Activity","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",2,0.0444444,2,"2015","200 level course","Dance"
"2016-17","2017",201601,"Spring",34011,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2017","400 level course","Music"
"2013-14","2014",201302,"Spring",36512,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",8,0.177777778,2,"2014","100 level course","Music"
"2016-17","2017",201603,"Winter",24054,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",6,0.133333333,3,"2017","100 level course","Music"
"2016-17","2017",201603,"Fall",11767,"A","I","Dance Professional","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",2,0.0444444,2,"2016","400 level course","Dance"
"2015-16","2016",201501,"Fall",14607,"L","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",6,0.133333333,2,"2015","400 level course","Music"
"2017-18","2018",201703,"Spring",33687,"L","I","Music Jazz Studies","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",9,0.2,3,"2018","300 level course","Music"
"2017-18","2018",201701,"Winter",24505,"A","I","Music Performance","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",12,0.266666667,4,"2018","100 level course","Music"
"2014-15","2015",201402,"Spring",31757,"A","I","Dance Activity","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Masters",2,0.0555556,2,"2015","100 level course","Dance"
"2017-18","2018",201703,"Winter",24532,"I","I","Music Performance","Regular","Graduate","Undergraduate","1","1","1","Lower Division","Masters",2,0.0555556,1,"2018","100 level course","Music"
"2014-15","2015",201401,"Winter",24017,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",2,0.0444444,1,"2015","100 level course","Music"
"2015-16","2016",201502,"Spring",33977,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",4,0.088888889,1,"2016","100 level course","Music"
"2013-14","2014",201303,"Winter",25270,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",8,0.177777778,2,"2014","200 level course","Music"
"2014-15","2015",201401,"Winter",24022,"I","I","Music Performance","Regular","Undergraduate","Graduate","1","1","1","600/700","Upper Division",2,0.0444444,1,"2015","600 level course","Music"
"2016-17","2017",201603,"Winter",24002,"L","I","Music Jazz Studies","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",2,0.0444444,1,"2017","200 level course","Music"
"2014-15","2016",201404,"Summer",41685,"L","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",3,0.066666667,1,"2015","300 level course","Music"
"2014-15","2015",201401,"Spring",36431,"A","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",15,0.333333333,8,"2015","300 level course","Music"
"2015-16","2016",201501,"Winter",24315,"A","I","Music Performance","Regular","Graduate","Graduate","1","1","1","600/700","Masters",2,0.0555556,1,"2016","600 level course","Music"
"2015-16","2016",201502,"Spring",34470,"L","I","Music","Regular","Graduate","Graduate","1","1","1","600/700","Masters",18,0.5,6,"2016","600 level course","Music"
"2013-14","2015",201304,"Summer",47239,"A","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",2,0.0444444,1,"2014","300 level course","Music"
