"term","total_credits","ge","ge_fte","ge_teach","ge_teach_fte","ge_rsch","ge_rsch_fte","ge_admin","ge_admin_fte","ge_general","ge_general_fte","ge_gen_teach","ge_gen_teach_fte","ge_gen_rsch","ge_gen_rsch_fte","ge_gen_admin","ge_gen_admin_fte","ge_rsch_funded","ge_rsch_funded_fte","dept_fund","dept_fund_fte","support","remission","loan","work_study","fyf","nsf","raymund","lokey","grantschol","general_funded","nsf_diss","sort_term","student_level","course_dept"
"Spring",16,"1",0.4,"1",0.4,"0",0,"0",0,"1",0.4,"1",0.4,"0",0,"0",0,"0",0,"1",0.4,"1","0","0","0","0","0","0","0","1","0","0","201703","Doctoral","Linguistics"
"Spring",16,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"1",0.49,"0","0","0","0","0","0","0","0","0","0","0","201503","Doctoral","Comparative Literature"
"Spring",12,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"1",0.49,"1","0","0","0","0","0","0","0","1","0","0","201403","Doctoral","Mathematics"
"Fall",15,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"1",0.49,"0","0","0","0","0","0","0","0","0","0","0","201401","Doctoral","Mathematics"
"Winter",16,"1",0.46,"1",0.46,"0",0,"0",0,"1",0.46,"1",0.46,"0",0,"0",0,"0",0,"1",0.46,"0","0","0","0","0","0","0","0","0","0","0","201502","Masters","Chemistry"
"Spring",9,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"1","0","0","0","0","0","0","0","0","0","0","201903","Doctoral","Computer & Information Science"
"Fall",10,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"1",0.49,"0","0","0","0","0","0","0","0","0","0","0","201901","Doctoral","E Asian Languages & Literature"
"Spring",10,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","1","0","0","0","0","0","0","0","0","201903","Doctoral","English"
"Spring",12,"1",0.4,"1",0.4,"0",0,"0",0,"1",0.4,"1",0.4,"0",0,"0",0,"0",0,"1",0.4,"0","0","0","0","0","0","0","0","0","0","0","201803","Doctoral","Physics"
"Spring",9,"1",0.4,"1",0.4,"0",0,"0",0,"1",0.4,"1",0.4,"0",0,"0",0,"0",0,"1",0.4,"0","0","0","0","0","0","0","0","0","0","0","201403","Doctoral","Human Physiology"
"Fall",11,"1",0.45,"0",0,"1",0.45,"0",0,"1",0.001930171,"0",0,"1",0.001928764,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","201501","Masters","Biology"
"Fall",3,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","1","0","0","0","0","0","0","0","0","201601","Doctoral","Sociology"
"Winter",9,"1",0.4,"1",0.4,"0",0,"0",0,"1",0.4,"1",0.4,"0",0,"0",0,"0",0,"1",0.4,"0","0","0","0","0","0","0","0","0","0","0","201502","Doctoral","Physics"
"Spring",9,"1",0.4,"1",0.4,"0",0,"0",0,"1",0.4,"1",0.4,"0",0,"0",0,"0",0,"1",0.4,"0","0","0","0","0","0","0","0","0","0","0","201703","Doctoral","Philosophy"
"Spring",11,"1",0.49,"0",0,"1",0.49,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"1","0","0","0","0","0","0","0","1","0","0","201703","Doctoral","Computer & Information Science"
"Spring",14,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","201903","Doctoral","Physics"
"Spring",12,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"1",0.49,"1","0","0","0","0","0","0","0","1","0","0","201703","Doctoral","Mathematics"
"Winter",9,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"1",0.49,"0","0","0","0","0","0","0","0","0","0","0","201902","Doctoral","Human Physiology"
"Spring",12,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"1","0","0","0","0","0","0","0","1","1","0","201903","Doctoral","Chemistry"
"Spring",16,"1",0.45,"1",0.45,"0",0,"0",0,"1",0.45,"1",0.45,"0",0,"0",0,"0",0,"1",0.45,"0","0","0","0","0","0","0","0","0","0","0","201503","Doctoral","Biology"
"Fall",9,"1",0.4,"1",0.4,"0",0,"0",0,"1",0.4,"1",0.4,"0",0,"0",0,"0",0,"1",0.4,"0","0","0","0","0","0","0","0","0","0","0","201701","Masters","Geography"
"Fall",16,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"1",0.49,"0","0","0","0","0","0","0","0","0","0","0","201801","Doctoral","English"
"Winter",16,"1",0.46,"1",0.46,"0",0,"0",0,"1",0.46,"1",0.46,"0",0,"0",0,"0",0,"1",0.46,"0","0","0","0","0","0","0","0","0","0","0","201802","Doctoral","Chemistry"
"Spring",10,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"1",0.49,"1","0","1","0","0","0","0","0","1","0","0","201503","Masters","Romance Languages"
"Fall",9,"1",0.45,"0",0,"1",0.45,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"1",0.45,"0","0","0","0","0","0","0","0","0","0","0","201701","Doctoral","Computer & Information Science"
"Fall",15,"1",0.4,"0",0,"1",0.4,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"1",0.4,"1","0","0","0","0","0","0","0","0","0","0","201701","Doctoral","Physics"
"Spring",11,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"1",0.49,"1","0","1","0","0","0","0","0","1","1","0","201403","Doctoral","E Asian Languages & Literature"
"Fall",9,"1",0.46,"0",0,"1",0.46,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"1",0.46,"0","0","0","0","0","0","0","0","0","0","0","201701","Doctoral","Chemistry"
"Winter",9,"1",0.45,"0",0,"1",0.45,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","201602","Doctoral","Biology"
"Fall",9,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","201901","Masters","College of Arts & Sciences_Masters"
"Fall",11,"1",0.48,"1",0.48,"0",0,"0",0,"1",0.48,"1",0.48,"0",0,"0",0,"0",0,"1",0.48,"1","0","1","0","0","0","0","0","0","0","0","201601","Masters","Anthropology"
"Spring",9,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","201603","Masters","Computer & Information Science"
"Spring",16,"1",0.2,"0",0,"1",0.2,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"1",0.2,"0","0","0","0","0","0","0","0","0","0","0","201603","Doctoral","Psychology"
"Fall",16,"1",0.46,"1",0.46,"0",0,"0",0,"1",0.46,"1",0.46,"0",0,"0",0,"0",0,"1",0.46,"1","0","0","0","1","0","0","0","1","1","0","201601","Doctoral","Chemistry"
"Fall",13,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"1",0.49,"0","0","0","0","0","0","0","0","0","0","0","201901","Doctoral","Mathematics"
"Fall",16,"1",0.49,"0",0,"1",0.49,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"1",0.49,"0","0","0","0","0","0","0","0","0","0","0","201801","Doctoral","Psychology"
"Winter",10,"1",0.48,"1",0.48,"0",0,"0",0,"1",0.48,"1",0.48,"0",0,"0",0,"0",0,"1",0.48,"1","0","0","0","0","0","0","0","0","0","0","201802","Doctoral","Anthropology"
"Winter",12,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"1",0.49,"0","0","0","0","0","0","0","0","0","0","0","201602","Doctoral","Mathematics"
"Spring",11,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","201903","Doctoral","Romance Languages"
"Winter",16,"1",0.46,"0",0,"1",0.46,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"1",0.46,"0","0","0","0","0","0","0","0","0","0","0","201602","Doctoral","Chemistry"
"Winter",13,"1",0.49,"0",0,"1",0.49,"0",0,"1",0.49,"0",0,"1",0.49,"0",0,"0",0,"1",0.49,"0","0","0","0","0","0","0","0","0","0","0","201902","Doctoral","Anthropology"
"Fall",16,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"1",0.49,"0","0","0","0","0","0","0","0","0","0","0","201601","Masters","English"
"Spring",9,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"1",0.49,"0","0","0","0","0","0","0","0","0","0","0","201803","Doctoral","Human Physiology"
"Spring",10,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","201903","Doctoral","Physics"
"Spring",9,"1",0.48,"1",0.48,"0",0,"0",0,"1",0.48,"1",0.48,"0",0,"0",0,"0",0,"1",0.48,"0","0","0","0","0","0","0","0","0","0","0","201503","Doctoral","Anthropology"
"Spring",16,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"1",0.49,"1","0","0","0","0","0","0","0","0","0","0","201703","Doctoral","Earth Sciences"
"Fall",16,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"1",0.49,"1","0","1","0","0","0","0","0","1","1","0","201801","Doctoral","English"
"Spring",9,"1",0.45,"0",0,"1",0.45,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"1",0.45,"0","0","0","0","0","0","0","0","0","0","0","201703","Doctoral","Computer & Information Science"
"Fall",13,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"1",0.49,"0","0","0","0","0","0","0","0","0","0","0","201901","Doctoral","Philosophy"
"Fall",16,"1",0.46,"1",0.46,"0",0,"0",0,"1",0.46,"1",0.46,"0",0,"0",0,"0",0,"1",0.46,"1","0","0","0","1","0","0","0","1","1","0","201701","Doctoral","Chemistry"
"Winter",12,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"1",0.49,"0","0","0","0","0","0","0","0","0","0","0","201502","Masters","Creative Writing"
"Winter",12,"1",0.4,"1",0.4,"0",0,"0",0,"1",0.327265734,"1",0.33,"0",0,"0",0,"0",0,"1",0.4,"0","0","0","0","0","0","0","0","0","0","0","201602","Doctoral","Geography"
"Fall",16,"1",0.45,"0",0,"1",0.45,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","201901","Doctoral","Biology"
"Fall",9,"1",0.46,"0",0,"1",0.46,"0",0,"1",0.46,"0",0,"1",0.46,"0",0,"0",0,"1",0.46,"0","0","0","0","0","0","0","0","0","0","0","201701","Masters","Chemistry"
"Spring",10,"1",0.48,"1",0.48,"0",0,"0",0,"1",0.48,"1",0.48,"0",0,"0",0,"0",0,"1",0.48,"1","0","0","0","0","0","0","0","1","0","0","201503","Doctoral","Anthropology"
"Spring",16,"1",0.46,"0",0,"1",0.46,"0",0,"1",6.83168e-05,"0",0,"1",6.83168e-05,"0",0,"0",0,"1",0.46,"0","0","0","0","0","0","0","0","0","0","0","201703","Doctoral","Chemistry"
"Winter",9,"1",0.4,"1",0.4,"0",0,"0",0,"1",0.4,"1",0.4,"0",0,"0",0,"0",0,"1",0.4,"0","0","0","0","0","0","0","0","0","0","0","201502","Doctoral","Philosophy"
"Winter",9,"1",0.4,"0",0,"1",0.4,"0",0,"1",0.072530027,"0",0,"1",0.072734266,"0",0,"0",0,"1",0.4,"0","0","0","0","0","0","0","0","0","0","0","201902","Doctoral","Physics"
"Winter",13,"1",0.4,"0",0,"0",0,"1",0.4,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","1","0","0","0","0","0","0","0","0","201402","Masters","Chemistry"
"Winter",10,"1",0.89,"0",0,"1",0.28,"1",0.49,"1",0.45,"0",0,"0",0,"1",0.49,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","201902","Masters","Linguistics"
"Winter",10,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"1",0.49,"1","0","0","0","0","0","0","0","1","0","0","201602","Doctoral","Political Science"
"Fall",16,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"1","0","0","0","0","0","0","0","1","0","0","201501","Doctoral","Chemistry"
"Winter",9,"1",0.4,"1",0.4,"0",0,"0",0,"1",0.4,"1",0.4,"0",0,"0",0,"0",0,"1",0.4,"0","0","0","0","0","0","0","0","0","0","0","201702","Masters","International Studies"
"Spring",16,"1",0.46,"0",0,"1",0.46,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"1",0.46,"1","0","0","0","0","0","0","0","1","0","0","201703","Doctoral","Chemistry"
"Spring",11,"1",0.49,"0",0,"1",0.49,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","201403","Doctoral","Linguistics"
"Winter",10,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"1",0.49,"0","0","0","0","0","0","0","0","0","0","0","201802","Masters","Romance Languages"
"Winter",15,"1",0.4,"1",0.2,"1",0.2,"0",0,"1",0.4,"1",0.2,"1",0.2,"0",0,"0",0,"1",0.4,"0","0","0","0","0","0","0","0","0","0","0","201702","Doctoral","Physics"
"Fall",9,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"1",0.49,"1","0","0","0","0","0","0","0","0","0","0","201701","Doctoral","Human Physiology"
"Winter",10,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"1",0.49,"1","0","0","0","0","0","0","0","1","1","0","201502","Doctoral","Linguistics"
"Fall",16,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"1",0.49,"0","1","0","0","0","0","0","0","0","0","0","201801","Doctoral","Comparative Literature"
"Fall",9,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"1",0.49,"0","0","0","0","0","0","0","0","0","0","0","201701","Doctoral","E Asian Languages & Literature"
"Spring",11,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"1","0","0","0","0","0","0","0","1","1","0","201403","Masters","Economics"
"Spring",16,"1",0.46,"0",0,"1",0.46,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"1",0.46,"0","0","0","0","0","0","0","0","0","0","0","201503","Doctoral","Chemistry"
"Fall",9,"1",0.45,"1",0.45,"0",0,"0",0,"1",0.45,"1",0.45,"0",0,"0",0,"0",0,"1",0.45,"0","0","0","0","0","0","0","0","0","0","0","201901","Doctoral","Computer & Information Science"
"Winter",12,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"1",0.49,"0","0","0","0","0","0","0","0","0","0","0","201602","Doctoral","Mathematics"
"Winter",14,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.445440559,"1",0.45,"0",0,"0",0,"0",0,"1",0.49,"0","0","0","0","0","0","0","0","0","0","0","201702","Doctoral","Romance Languages"
"Fall",14,"1",0.4,"1",0.4,"0",0,"0",0,"1",0.4,"1",0.4,"0",0,"0",0,"0",0,"1",0.4,"0","0","0","0","0","0","0","0","0","0","0","201701","Masters","International Studies"
"Fall",10,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"1","0","0","0","0","0","0","0","1","1","0","201701","Doctoral","Linguistics"
"Fall",16,"1",0.46,"1",0.46,"0",0,"0",0,"1",0.46,"1",0.46,"0",0,"0",0,"0",0,"1",0.46,"1","0","0","0","1","0","0","0","1","1","0","201701","Doctoral","Chemistry"
"Winter",16,"1",0.45,"1",0.45,"0",0,"0",0,"1",0.45,"1",0.45,"0",0,"0",0,"0",0,"1",0.45,"0","0","1","0","0","0","0","0","0","0","0","201802","Doctoral","Biology"
"Fall",14,"1",0.4,"1",0.4,"0",0,"0",0,"1",0.4,"1",0.4,"0",0,"0",0,"0",0,"1",0.4,"0","0","1","0","0","0","0","0","0","0","0","201901","Masters","Environmental Studies"
"Fall",13,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","201601","Doctoral","Linguistics"
"Spring",9,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","201803","Masters","Philosophy"
"Spring",16,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"1","0","0","0","0","0","0","0","1","0","0","201503","Doctoral","Chemistry"
"Fall",16,"1",0.49,"0",0,"1",0.49,"0",0,"1",0.49,"0",0,"1",0.49,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","201401","Doctoral","Biology"
"Winter",4,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","1","0","0","0","0","0","0","0","0","201502","Masters","Biology"
"Spring",12,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"1",0.49,"0","0","0","0","0","0","0","0","0","0","0","201503","Doctoral","Mathematics"
"Spring",3,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","201503","Doctoral","Sociology"
"Fall",15,"1",0.4,"1",0.4,"0",0,"0",0,"1",0.4,"1",0.4,"0",0,"0",0,"0",0,"1",0.4,"0","0","0","0","0","0","0","0","0","0","0","201801","Doctoral","Physics"
"Winter",9,"1",0.245,"0",0,"1",0.25,"0",0,"1",0.040009229,"0",0,"1",0.041341795,"0",0,"0",0,"1",0.040531217,"0","0","0","0","0","0","0","0","0","0","0","201802","Doctoral","Psychology"
"Spring",9,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","1","0","0","0","0","0","0","0","0","201903","Doctoral","Political Science"
"Winter",16,"1",0.49,"1",0.4,"0",0,"1",0.09,"1",0.49,"1",0.4,"0",0,"1",0.09,"0",0,"1",0.49,"0","0","0","0","0","0","0","0","0","0","0","201502","Doctoral","Comparative Literature"
"Fall",14,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","1","0","0","0","0","0","0","0","0","201701","Masters","Chemistry"
"Spring",12,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","201903","Doctoral","Mathematics"
"Spring",16,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"1","0","0","0","0","0","0","0","1","0","0","201503","Doctoral","Chemistry"
"Fall",12,"1",0.4,"0",0,"1",0.4,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"1",0.4,"0","0","0","0","0","0","0","0","0","0","0","201901","Doctoral","Physics"
"Spring",10,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","1","0","0","0","0","0","0","0","0","201803","Masters","Computer & Information Science"
"Spring",16,"1",0.46,"1",0.46,"0",0,"0",0,"1",0.46,"1",0.46,"0",0,"0",0,"0",0,"1",0.46,"0","0","0","0","0","0","0","0","0","0","0","201503","Doctoral","Chemistry"
"Spring",9,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","201903","Doctoral","Sociology"
"Fall",16,"1",0.49,"0",0,"1",0.49,"0",0,"1",0.001930882,"0",0,"1",0.001929514,"0",0,"0",0,"1",0.49,"0","0","0","0","0","0","0","0","0","0","0","201901","Doctoral","Earth Sciences"
"Fall",9,"1",0.4,"1",0.4,"0",0,"0",0,"1",0.4,"1",0.4,"0",0,"0",0,"0",0,"1",0.4,"0","0","0","0","0","0","0","0","0","0","0","201701","Doctoral","Environmental Sciences, Studies, & Policy"
"Spring",16,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"1","0","0","0","0","0","0","0","0","0","0","201903","Doctoral","Chemistry"
"Winter",10,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"1",0.49,"0","0","1","0","0","0","0","0","0","0","0","201702","Doctoral","Sociology"
"Fall",16,"1",0.49,"1",0.49,"0",0,"0",0,"1",0.49,"1",0.49,"0",0,"0",0,"0",0,"1",0.49,"1","0","1","0","0","0","0","0","0","0","0","201401","Doctoral","English"
"Fall",16,"1",0.45,"1",0.45,"0",0,"0",0,"1",0.45,"1",0.45,"0",0,"0",0,"0",0,"1",0.45,"0","0","0","0","0","0","0","0","0","0","0","201701","Doctoral","Biology"
