"sort_term","term","crn","type","location","credit_type","course_level","course_dept","same_dept_flag","same_college_flag","same_college_flag_cas","course_level_detail","student_level_detail","credit","fte","headcount","course_number_cat"
201602,"Winter",26643,"S","I","Self-Support","Undergraduate","Substance Abuse Prevention Pgm","0","1","1","Upper Division","Upper Division",12,0.266666667,6,"400 level course"
201602,"Winter",21034,"L","I","Regular","Undergraduate","Special Education & Clinical Sciences","0","0","0","Lower Division","Upper Division",125,2.755555556,26,"100 level course"
201401,"Fall",12161,"L","E","Regular","Graduate","Education Studies","0","1","1","500","Masters",3,0.083333333,4,"500 level course"
201404,"Summer",42045,"U","V","Regular","Graduate","Special Education & Clinical Sciences","1","1","1","600/700","Doctoral",3,0.111111111,1,"600 level course"
201401,"Fall",16545,"S","I","Self-Support","Undergraduate","Substance Abuse Prevention Pgm","0","1","1","Upper Division","Lower Division",6,0.133333333,2,"400 level course"
201902,"Winter",26508,"N","B","Self-Support","Graduate","Educational Methodology, Policy, & Leadership","1","1","1","600/700","Doctoral",2,0.074074074,1,"600 level course"
201401,"Fall",12395,"S","I","Regular","Undergraduate","Counseling Psychology & Human Services","0","0","0","Upper Division","Lower Division",4,0.088888889,2,"400 level course"
201502,"Winter",27102,"L","I","Regular","Undergraduate","Counseling Psychology & Human Services","0","0","0","Lower Division","Upper Division",39,0.866666667,10,"200 level course"
201701,"Fall",12329,"S","I","Regular","Undergraduate","Counseling Psychology & Human Services","1","1","1","Upper Division","Upper Division",6,0.133333333,6,"400 level course"
201702,"Winter",22880,"L","I","Regular","Undergraduate","Counseling Psychology & Human Services","0","0","0","Upper Division","Lower Division",24,0.533333333,6,"300 level course"
201303,"Spring",33787,"L","I","Regular","Undergraduate","Special Education & Clinical Sciences","1","1","1","Upper Division","Upper Division",324,7.111111111,82,"400 level course"
201304,"Summer",47908,"L","I","Self-Support","Undergraduate","Substance Abuse Prevention Pgm","0","0","0","Upper Division","Upper Division",15,0.333333333,15,"400 level course"
201701,"Fall",12039,"E","I","Regular","Graduate","Educational Methodology, Policy, & Leadership","1","1","1","600/700","Masters",2,0.0555556,1,"600 level course"
201503,"Spring",32279,"L","I","Regular","Undergraduate","Counseling Psychology & Human Services","1","1","1","Upper Division","Lower Division",2,0.0444444,1,"400 level course"
201603,"Spring",36398,"S","S","Self-Support","Graduate","Educational Methodology, Policy, & Leadership","1","1","1","600/700","Masters",3,0.083333333,1,"600 level course"
201401,"Fall",16510,"L","I","Regular","Graduate","Education Studies","0","0","0","600/700","Masters",4,0.111111111,1,"600 level course"
201602,"Winter",22387,"L","I","Regular","Undergraduate","Counseling Psychology & Human Services","0","0","0","Lower Division","Upper Division",84,1.866666667,21,"200 level course"
201302,"Winter",26801,"E","I","Regular","Undergraduate","Special Education & Clinical Sciences","1","1","1","Upper Division","Upper Division",1,0.0222222,1,"400 level course"
201701,"Fall",12326,"S","I","Regular","Undergraduate","Counseling Psychology & Human Services","1","1","1","Upper Division","Lower Division",2,0.0444444,2,"400 level course"
201601,"Fall",15653,"U","V","Regular","Undergraduate","Special Education & Clinical Sciences","0","1","1","Upper Division","Upper Division",60,1.333333333,15,"400 level course"
201601,"Fall",15655,"L","I","Regular","Undergraduate","Special Education & Clinical Sciences","0","0","0","Upper Division","Masters",6,0.166666667,2,"400 level course"
201902,"Winter",21447,"E","I","Regular","Graduate","Special Education & Clinical Sciences","1","1","1","600/700","Masters",95,2.666666667,7,"600 level course"
201603,"Spring",35880,"L","I","Regular","Undergraduate","Education Studies","1","1","1","Lower Division","Lower Division",4,0.088888889,1,"200 level course"
201404,"Summer",42702,"I","I","Self-Support","Graduate","Educational Methodology, Policy, & Leadership","0","0","0","600/700","Masters",87,2.416666667,27,"600 level course"
201601,"Fall",16496,"I","V","Self-Support","Graduate","Educational Methodology, Policy, & Leadership","1","1","1","600/700","Masters",4,0.111111111,1,"600 level course"
201302,"Winter",22929,"L","I","Regular","Undergraduate","Counseling Psychology & Human Services","0","0","0","Upper Division","Lower Division",1,0.0222222,1,"400 level course"
201303,"Spring",34815,"L","I","Regular","Undergraduate","Counseling Psychology & Human Services","1","1","1","Lower Division","Lower Division",48,1.066666667,12,"200 level course"
201802,"Winter",26927,"S","I","Regular","Undergraduate","Special Education & Clinical Sciences","1","1","1","Upper Division","Upper Division",78,1.733333333,25,"400 level course"
201604,"Summer",42019,"L","I","Regular","Graduate","Special Education & Clinical Sciences","1","1","1","500","Masters",60,1.666666667,15,"500 level course"
201803,"Spring",31213,"E","I","Regular","Graduate","Counseling Psychology & Human Services","1","1","1","600/700","Masters",20,0.555555556,10,"600 level course"
201601,"Fall",11220,"L","I","Regular","Graduate","Special Education & Clinical Sciences","1","1","1","600/700","Masters",69,1.916666667,26,"600 level course"
201304,"Summer",47914,"L","I","Self-Support","Undergraduate","Substance Abuse Prevention Pgm","0","1","1","Upper Division","Upper Division",5,0.111111111,5,"400 level course"
201302,"Winter",26833,"S","I","Regular","Graduate","Special Education & Clinical Sciences","1","1","1","600/700","Doctoral",1,0.037037,1,"600 level course"
201503,"Spring",35921,"L","I","Regular","Undergraduate","Education Studies","1","1","1","Lower Division","Upper Division",16,0.355555556,4,"200 level course"
201601,"Fall",15653,"U","V","Regular","Undergraduate","Special Education & Clinical Sciences","0","0","0","Upper Division","Upper Division",105,2.333333333,36,"400 level course"
201801,"Fall",15695,"L","I","Regular","Graduate","Special Education & Clinical Sciences","0","1","1","600/700","Doctoral",24,0.888888889,6,"600 level course"
201303,"Spring",34232,"L","I","Regular","Undergraduate","Counseling Psychology & Human Services","0","1","1","Lower Division","Lower Division",24,0.533333333,6,"200 level course"
201403,"Spring",31926,"I","I","Regular","Graduate","Educational Methodology, Policy, & Leadership","0","1","1","600/700","Doctoral",3,0.111111111,2,"600 level course"
201401,"Fall",12373,"S","I","Regular","Undergraduate","Counseling Psychology & Human Services","1","1","1","Upper Division","Upper Division",9,0.2,9,"400 level course"
201401,"Fall",15798,"L","I","Regular","Graduate","Special Education & Clinical Sciences","0","1","1","500","Masters",6,0.166666667,2,"500 level course"
201801,"Fall",17261,"S","I","Regular","Graduate","Special Education & Clinical Sciences","1","1","1","600/700","Doctoral",13,0.481481481,7,"600 level course"
201302,"Winter",27162,"L","V","Regular","Graduate","Special Education & Clinical Sciences","0","0","0","500","Masters",4,0.111111111,1,"500 level course"
201302,"Winter",27176,"L","I","Regular","Graduate","Counseling Psychology & Human Services","1","1","1","600/700","Doctoral",80,2.925925926,20,"600 level course"
201603,"Spring",36386,"S","S","Self-Support","Graduate","Educational Methodology, Policy, & Leadership","0","0","0","600/700","Masters",84,2.333333333,20,"600 level course"
201302,"Winter",22952,"L","I","Regular","Graduate","Counseling Psychology & Human Services","1","1","1","600/700","Masters",88,2.444444444,22,"600 level course"
201303,"Spring",34819,"U","V","Regular","Undergraduate","Counseling Psychology & Human Services","1","1","1","Upper Division","Lower Division",3,0.066666667,2,"400 level course"
201701,"Fall",12072,"L","I","Regular","Undergraduate","Education Studies","0","0","0","Upper Division","Upper Division",9,0.2,3,"400 level course"
201603,"Spring",35528,"L","I","Regular","Graduate","Special Education & Clinical Sciences","1","1","1","600/700","Masters",57,1.583333333,30,"600 level course"
201403,"Spring",31996,"L","I","Regular","Graduate","Education Studies","0","1","1","600/700","Masters",48,1.333333333,12,"600 level course"
201502,"Winter",22080,"L","I","Regular","Graduate","Educational Methodology, Policy, & Leadership","1","1","1","600/700","Masters",12,0.333333333,4,"600 level course"
201303,"Spring",39276,"U","V","Self-Support","Undergraduate","Substance Abuse Prevention Pgm","0","0","0","Upper Division","Lower Division",4,0.088888889,2,"400 level course"
201504,"Summer",42665,"L","I","Self-Support","Undergraduate","Substance Abuse Prevention Pgm","0","0","0","Upper Division","Lower Division",2,0.0444444,1,"400 level course"
201702,"Winter",22365,"E","I","Regular","Graduate","Counseling Psychology & Human Services","1","1","1","600/700","Doctoral",2,0.074074074,2,"700 level course"
201702,"Winter",22350,"N","I","Regular","Graduate","Counseling Psychology & Human Services","1","1","1","600/700","Masters",2,0.0555556,1,"600 level course"
201503,"Spring",36564,"L","I","Self-Support","Undergraduate","Substance Abuse Prevention Pgm","0","0","0","Upper Division","Lower Division",1,0.0222222,1,"400 level course"
201604,"Summer",40870,"S","P","Self-Support","Graduate","Educational Methodology, Policy, & Leadership","0","0","0","600/700","Masters",10,0.277777778,10,"600 level course"
201803,"Spring",36944,"U","V","Regular","Graduate","Educational Methodology, Policy, & Leadership","0","1","1","600/700","Doctoral",3,0.111111111,1,"600 level course"
201503,"Spring",36565,"L","I","Self-Support","Undergraduate","Substance Abuse Prevention Pgm","0","0","0","Upper Division","Lower Division",6,0.133333333,6,"400 level course"
201403,"Spring",36458,"L","I","Regular","Undergraduate","Counseling Psychology & Human Services","0","0","0","Lower Division","Upper Division",3,0.066666667,1,"100 level course"
201501,"Fall",16173,"S","I","Self-Support","Undergraduate","Substance Abuse Prevention Pgm","0","0","0","Upper Division","Upper Division",42,0.933333333,19,"400 level course"
201403,"Spring",36482,"L","I","Regular","Undergraduate","Special Education & Clinical Sciences","1","1","1","Upper Division","Upper Division",27,0.6,13,"400 level course"
201602,"Winter",22433,"E","I","Regular","Undergraduate","Counseling Psychology & Human Services","1","1","1","Upper Division","Upper Division",22,0.488888889,11,"400 level course"
201303,"Spring",33458,"L","I","Regular","Undergraduate","Special Education & Clinical Sciences","0","0","0","Lower Division","Masters",4,0.111111111,1,"200 level course"
201703,"Spring",31634,"S","I","Regular","Graduate","Counseling Psychology & Human Services","1","1","1","600/700","Doctoral",21,0.777777778,7,"600 level course"
201601,"Fall",11249,"L","I","Regular","Graduate","Counseling Psychology & Human Services","1","1","1","600/700","Masters",78,2.166666667,26,"600 level course"
201501,"Fall",15718,"E","I","Regular","Graduate","Special Education & Clinical Sciences","1","1","1","600/700","Doctoral",4,0.148148148,4,"600 level course"
201604,"Summer",40791,"I","I","Regular","Graduate","Education Studies","1","1","1","600/700","Doctoral",2,0.074074074,1,"600 level course"
201602,"Winter",27060,"L","I","Regular","Graduate","Counseling Psychology & Human Services","1","1","1","600/700","Masters",75,2.083333333,26,"600 level course"
201501,"Fall",17429,"L","I","Regular","Graduate","Special Education & Clinical Sciences","1","1","1","600/700","Doctoral",12,0.444444444,4,"600 level course"
201402,"Winter",26730,"L","I","Self-Support","Undergraduate","Substance Abuse Prevention Pgm","0","0","0","Upper Division","Upper Division",16,0.355555556,15,"400 level course"
201602,"Winter",26858,"L","I","Regular","Graduate","Counseling Psychology & Human Services","1","1","1","600/700","Masters",44,1.222222222,22,"600 level course"
201302,"Winter",26855,"L","I","Regular","Graduate","Special Education & Clinical Sciences","1","1","1","600/700","Masters",40,1.111111111,11,"600 level course"
201302,"Winter",27919,"U","V","Self-Support","Undergraduate","Substance Abuse Prevention Pgm","0","1","1","Upper Division","Lower Division",1,0.0222222,1,"400 level course"
201303,"Spring",38068,"E","I","Regular","Undergraduate","Counseling Psychology & Human Services","0","1","1","Upper Division","Lower Division",6,0.133333333,2,"400 level course"
201801,"Fall",12320,"L","I","Regular","Undergraduate","Counseling Psychology & Human Services","1","1","1","Upper Division","Lower Division",40,0.888888889,19,"300 level course"
201303,"Spring",33820,"E","I","Regular","Graduate","Counseling Psychology & Human Services","1","1","1","600/700","Masters",63,1.75,22,"600 level course"
201402,"Winter",21193,"E","I","Regular","Graduate","Special Education & Clinical Sciences","1","1","1","600/700","Doctoral",1,0.037037,1,"600 level course"
201504,"Summer",40455,"S","I","Regular","Graduate","Counseling Psychology & Human Services","1","1","1","600/700","Masters",15,0.416666667,5,"600 level course"
201602,"Winter",27061,"L","M","Self-Support","Graduate","Educational Methodology, Policy, & Leadership","1","1","1","600/700","Doctoral",4,0.148148148,1,"600 level course"
201302,"Winter",27921,"L","I","Self-Support","Undergraduate","Substance Abuse Prevention Pgm","0","0","0","Upper Division","Upper Division",12,0.266666667,12,"400 level course"
201604,"Summer",42207,"U","V","Self-Support","Undergraduate","Substance Abuse Prevention Pgm","0","1","1","Upper Division","Upper Division",7,0.155555556,7,"400 level course"
201304,"Summer",48139,"S","B","Self-Support","Graduate","Educational Methodology, Policy, & Leadership","0","0","0","600/700","Masters",4,0.111111111,2,"600 level course"
201803,"Spring",31916,"L","I","Regular","Undergraduate","Education Studies","0","0","0","Lower Division","Lower Division",120,2.666666667,37,"100 level course"
201701,"Fall",12094,"I","I","Regular","Graduate","Education Studies","1","1","1","600/700","Doctoral",1,0.037037,1,"600 level course"
201902,"Winter",22175,"L","I","Regular","Undergraduate","Education Studies","0","0","0","Upper Division","Upper Division",6,0.133333333,2,"400 level course"
201701,"Fall",12062,"L","I","Regular","Graduate","Educational Methodology, Policy, & Leadership","1","1","1","600/700","Doctoral",7,0.259259259,7,"600 level course"
201802,"Winter",26383,"N","I","Regular","Graduate","Special Education & Clinical Sciences","0","0","0","600/700","Masters",1,0.0277778,1,"600 level course"
201502,"Winter",26053,"L","I","Regular","Undergraduate","Education Studies","1","1","1","Lower Division","Upper Division",16,0.355555556,4,"200 level course"
201401,"Fall",17425,"L","I","Regular","Undergraduate","Special Education & Clinical Sciences","0","1","1","Lower Division","Lower Division",4,0.088888889,1,"200 level course"
201701,"Fall",11348,"L","I","Regular","Graduate","Counseling Psychology & Human Services","1","1","1","600/700","Masters",54,1.5,19,"600 level course"
201503,"Spring",37320,"L","I","Regular","Undergraduate","Education Studies","0","1","1","Lower Division","Lower Division",4,0.088888889,1,"200 level course"
201601,"Fall",15662,"U","V","Regular","Graduate","Special Education & Clinical Sciences","1","1","1","500","Masters",27,0.75,9,"500 level course"
201601,"Fall",12032,"L","I","Regular","Graduate","Education Studies","1","1","1","600/700","Doctoral",8,0.296296296,2,"600 level course"
201603,"Spring",36165,"S","I","Self-Support","Undergraduate","Substance Abuse Prevention Pgm","0","0","0","Upper Division","Lower Division",36,0.8,10,"400 level course"
201402,"Winter",25612,"U","V","Regular","Graduate","Special Education & Clinical Sciences","0","1","1","500","Masters",9,0.25,3,"500 level course"
201402,"Winter",26734,"U","V","Self-Support","Undergraduate","Substance Abuse Prevention Pgm","0","0","0","Upper Division","Masters",3,0.083333333,2,"400 level course"
201303,"Spring",38146,"L","I","Regular","Graduate","Special Education & Clinical Sciences","1","1","1","600/700","Masters",27,0.75,11,"600 level course"
201603,"Spring",36172,"U","V","Self-Support","Undergraduate","Substance Abuse Prevention Pgm","0","0","0","Upper Division","Lower Division",2,0.0444444,3,"400 level course"
201701,"Fall",12108,"L","I","Regular","Graduate","Education Studies","1","1","1","600/700","Masters",148,4.111111111,36,"600 level course"
201701,"Fall",12112,"L","I","Regular","Graduate","Education Studies","1","1","1","600/700","Masters",104,2.944444444,26,"600 level course"
201603,"Spring",36179,"L","I","Self-Support","Undergraduate","Substance Abuse Prevention Pgm","0","1","1","Upper Division","Upper Division",10,0.222222222,10,"400 level course"
201603,"Spring",35871,"L","I","Regular","Graduate","Education Studies","1","1","1","600/700","Doctoral",28,1.037037037,7,"600 level course"
201601,"Fall",12265,"S","I","Regular","Undergraduate","Counseling Psychology & Human Services","1","1","1","Upper Division","Upper Division",14,0.311111111,7,"400 level course"
201701,"Fall",17117,"U","V","Self-Support","Graduate","Educational Methodology, Policy, & Leadership","1","1","1","600/700","Doctoral",22,0.814814815,8,"600 level course"
201502,"Winter",26895,"S","I","Self-Support","Undergraduate","Substance Abuse Prevention Pgm","0","1","1","Upper Division","Lower Division",4,0.088888889,2,"400 level course"
201401,"Fall",16083,"L","I","Regular","Graduate","Educational Methodology, Policy, & Leadership","1","1","1","500","Doctoral",6,0.222222222,2,"500 level course"
201604,"Summer",42285,"L","I","Self-Support","Graduate","Educational Methodology, Policy, & Leadership","1","1","1","600/700","Masters",2,0.0555556,2,"600 level course"
201901,"Fall",15720,"L","I","Regular","Graduate","Special Education & Clinical Sciences","1","1","1","500","Masters",42,1.166666667,14,"500 level course"
201804,"Summer",40998,"S","I","Regular","Graduate","Educational Methodology, Policy, & Leadership","1","1","1","600/700","Masters",6,0.166666667,2,"600 level course"
201502,"Winter",21292,"L","I","Regular","Undergraduate","Special Education & Clinical Sciences","1","1","1","Upper Division","Upper Division",280,6.222222222,70,"300 level course"
201304,"Summer",46058,"I","I","Regular","Graduate","Educational Methodology, Policy, & Leadership","0","0","0","600/700","Masters",3,0.083333333,1,"600 level course"
201501,"Fall",15749,"N","I","Regular","Graduate","Special Education & Clinical Sciences","1","1","1","600/700","Masters",1,0.0277778,1,"600 level course"
201303,"Spring",38520,"L","I","Regular","Undergraduate","Special Education & Clinical Sciences","0","0","0","Upper Division","Upper Division",10,0.222222222,3,"300 level course"
201502,"Winter",22337,"L","I","Regular","Undergraduate","Counseling Psychology & Human Services","1","1","1","Lower Division","Upper Division",16,0.355555556,3,"200 level course"
201502,"Winter",26093,"L","I","Regular","Graduate","Special Education & Clinical Sciences","0","1","1","600/700","Doctoral",18,0.666666667,9,"600 level course"
201501,"Fall",16165,"S","I","Self-Support","Undergraduate","Substance Abuse Prevention Pgm","0","1","1","Upper Division","Lower Division",2,0.0444444,1,"400 level course"
201404,"Summer",40488,"E","I","Regular","Graduate","Counseling Psychology & Human Services","1","1","1","600/700","Masters",3,0.083333333,1,"600 level course"
201603,"Spring",31993,"L","I","Regular","Undergraduate","Education Studies","0","1","1","Lower Division","Lower Division",12,0.266666667,3,"200 level course"
201403,"Spring",32242,"S","I","Regular","Undergraduate","Counseling Psychology & Human Services","0","0","0","Upper Division","Upper Division",4,0.088888889,4,"400 level course"
201803,"Spring",32132,"L","I","Regular","Undergraduate","Counseling Psychology & Human Services","0","1","1","Lower Division","Lower Division",4,0.088888889,1,"200 level course"
201302,"Winter",27951,"L","P","Self-Support","Graduate","Educational Methodology, Policy, & Leadership","1","1","1","600/700","Doctoral",12,0.444444444,3,"600 level course"
201802,"Winter",21640,"L","I","Regular","Undergraduate","Special Education & Clinical Sciences","0","0","0","Lower Division","Lower Division",20,0.444444444,4,"100 level course"
201503,"Spring",30856,"L","I","Regular","Undergraduate","Special Education & Clinical Sciences","0","0","0","Upper Division","Upper Division",60,1.333333333,16,"300 level course"
201303,"Spring",33459,"L","I","Regular","Undergraduate","Special Education & Clinical Sciences","1","1","1","Lower Division","Lower Division",148,3.288888889,36,"200 level course"
201402,"Winter",26323,"L","I","Regular","Graduate","Special Education & Clinical Sciences","0","1","1","500","Masters",6,0.166666667,2,"500 level course"
201502,"Winter",26897,"S","I","Self-Support","Undergraduate","Substance Abuse Prevention Pgm","0","0","0","Upper Division","Upper Division",78,1.733333333,25,"400 level course"
201803,"Spring",35473,"E","I","Regular","Graduate","Special Education & Clinical Sciences","1","1","1","600/700","Masters",6,0.166666667,3,"600 level course"
201702,"Winter",22622,"N","I","Regular","Graduate","Educational Methodology, Policy, & Leadership","1","1","1","600/700","Doctoral",10,0.37037037,5,"600 level course"
201901,"Fall",15709,"U","V","Regular","Undergraduate","Special Education & Clinical Sciences","1","1","1","Upper Division","Upper Division",24,0.533333333,7,"400 level course"
201504,"Summer",42460,"L","I","Self-Support","Graduate","Educational Methodology, Policy, & Leadership","1","1","1","600/700","Doctoral",28,1.037037037,7,"600 level course"
201302,"Winter",23298,"L","I","Regular","Undergraduate","Education Studies","0","0","0","Upper Division","Upper Division",15,0.333333333,4,"400 level course"
201901,"Fall",12081,"L","I","Regular","Graduate","Education Studies","0","1","1","600/700","Doctoral",4,0.148148148,1,"600 level course"
201602,"Winter",25765,"U","V","Regular","Undergraduate","Special Education & Clinical Sciences","0","1","1","Upper Division","Upper Division",52,1.155555556,16,"400 level course"
201801,"Fall",12060,"N","I","Regular","Graduate","Educational Methodology, Policy, & Leadership","1","1","1","600/700","Doctoral",85,3.148148148,13,"600 level course"
201302,"Winter",27715,"L","I","Regular","Graduate","Education Studies","1","1","1","600/700","Doctoral",20,0.740740741,5,"600 level course"
201803,"Spring",35406,"E","I","Regular","Undergraduate","Special Education & Clinical Sciences","0","1","1","Upper Division","Lower Division",12,0.266666667,4,"400 level course"
201501,"Fall",15700,"U","V","Regular","Graduate","Special Education & Clinical Sciences","1","1","1","600/700","Doctoral",2,0.074074074,1,"600 level course"
201603,"Spring",36142,"S","I","Self-Support","Undergraduate","Substance Abuse Prevention Pgm","0","1","1","Upper Division","Lower Division",9,0.2,3,"400 level course"
201802,"Winter",26797,"L","I","Regular","Undergraduate","Education Studies","0","0","0","Lower Division","Upper Division",28,0.622222222,7,"200 level course"
201403,"Spring",31618,"S","I","Regular","Graduate","Counseling Psychology & Human Services","1","1","1","600/700","Doctoral",26,0.962962963,7,"600 level course"
201403,"Spring",36478,"S","I","Self-Support","Undergraduate","Substance Abuse Prevention Pgm","0","0","0","Upper Division","Upper Division",60,1.333333333,19,"400 level course"
201501,"Fall",16975,"S","I","Regular","Graduate","Counseling Psychology & Human Services","1","1","1","600/700","Doctoral",3,0.111111111,1,"600 level course"
201902,"Winter",25689,"L","I","Regular","Graduate","Special Education & Clinical Sciences","1","1","1","600/700","Masters",11,0.305555556,11,"600 level course"
201402,"Winter",22253,"S","I","Regular","Undergraduate","Counseling Psychology & Human Services","1","1","1","Upper Division","Upper Division",14,0.311111111,14,"400 level course"
201503,"Spring",32231,"L","E","Regular","Undergraduate","Counseling Psychology & Human Services","0","0","0","Upper Division","Upper Division",24,0.533333333,12,"400 level course"
201503,"Spring",36487,"L","I","Regular","Graduate","Counseling Psychology & Human Services","1","1","1","600/700","Doctoral",6,0.222222222,2,"600 level course"
201302,"Winter",23334,"L","I","Regular","Graduate","Education Studies","0","1","1","600/700","Masters",4,0.111111111,1,"600 level course"
201802,"Winter",26328,"U","V","Regular","Undergraduate","Special Education & Clinical Sciences","0","1","1","Upper Division","Upper Division",7,0.155555556,7,"300 level course"
201802,"Winter",22007,"E","I","Regular","Graduate","Counseling Psychology & Human Services","1","1","1","600/700","Masters",20,0.555555556,5,"600 level course"
201602,"Winter",22440,"L","I","Regular","Undergraduate","Counseling Psychology & Human Services","1","1","1","Upper Division","Upper Division",303,6.666666667,97,"400 level course"
201603,"Spring",35856,"L","I","Regular","Graduate","Educational Methodology, Policy, & Leadership","1","1","1","600/700","Masters",4,0.111111111,1,"600 level course"
201604,"Summer",42216,"U","V","Self-Support","Undergraduate","Substance Abuse Prevention Pgm","0","0","0","Upper Division","Lower Division",2,0.0444444,2,"400 level course"
201402,"Winter",22034,"L","I","Regular","Graduate","Education Studies","1","1","1","600/700","Doctoral",4,0.148148148,1,"600 level course"
201503,"Spring",31216,"L","I","Regular","Undergraduate","Special Education & Clinical Sciences","1","1","1","Upper Division","Upper Division",267,5.955555556,71,"400 level course"
201703,"Spring",35777,"L","I","Regular","Undergraduate","Counseling Psychology & Human Services","1","1","1","Lower Division","Upper Division",16,0.355555556,4,"200 level course"
201901,"Fall",11713,"L","I","Regular","Undergraduate","Counseling Psychology & Human Services","0","0","0","Lower Division","Upper Division",6,0.133333333,2,"200 level course"
201404,"Summer",42523,"L","P","Self-Support","Graduate","Special Education & Clinical Sciences","0","0","0","500","Masters",16,0.444444444,18,"500 level course"
201302,"Winter",27794,"U","V","Regular","Undergraduate","Counseling Psychology & Human Services","1","1","1","Upper Division","Upper Division",13,0.288888889,13,"400 level course"
201701,"Fall",12343,"U","V","Regular","Undergraduate","Counseling Psychology & Human Services","0","0","0","Upper Division","Lower Division",9,0.2,2,"400 level course"
201602,"Winter",26620,"S","I","Self-Support","Undergraduate","Substance Abuse Prevention Pgm","0","0","0","Upper Division","Lower Division",30,0.666666667,12,"400 level course"
201701,"Fall",12345,"U","V","Regular","Undergraduate","Counseling Psychology & Human Services","0","0","0","Upper Division","Upper Division",12,0.266666667,3,"400 level course"
201601,"Fall",10851,"L","I","Regular","Undergraduate","Special Education & Clinical Sciences","0","0","0","Lower Division","Lower Division",12,0.266666667,3,"200 level course"
201601,"Fall",11962,"N","I","Regular","Graduate","Educational Methodology, Policy, & Leadership","1","1","1","600/700","Doctoral",5,0.185185185,5,"600 level course"
201403,"Spring",36491,"S","I","Self-Support","Undergraduate","Substance Abuse Prevention Pgm","0","1","1","Upper Division","Upper Division",21,0.466666667,7,"400 level course"
201402,"Winter",25611,"U","V","Regular","Graduate","Special Education & Clinical Sciences","0","1","1","500","Masters",8,0.222222222,2,"500 level course"
201403,"Spring",35673,"L","I","Regular","Graduate","Special Education & Clinical Sciences","1","1","1","600/700","Masters",33,0.916666667,11,"600 level course"
201302,"Winter",28433,"E","I","Regular","Undergraduate","Counseling Psychology & Human Services","1","1","1","Upper Division","Upper Division",5,0.111111111,5,"400 level course"
201602,"Winter",22130,"L","I","Regular","Graduate","Educational Methodology, Policy, & Leadership","0","0","0","600/700","Doctoral",4,0.148148148,1,"600 level course"
201901,"Fall",12052,"L","I","Regular","Undergraduate","Education Studies","1","1","1","Lower Division","Upper Division",28,0.622222222,7,"100 level course"
201404,"Summer",40873,"L","I","Regular","Undergraduate","Counseling Psychology & Human Services","0","0","0","Lower Division","Upper Division",8,0.177777778,2,"200 level course"
201502,"Winter",21762,"L","I","Regular","Graduate","Counseling Psychology & Human Services","0","0","0","600/700","Masters",4,0.111111111,1,"600 level course"
201702,"Winter",22353,"S","I","Regular","Graduate","Special Education & Clinical Sciences","1","1","1","600/700","Doctoral",1,0.037037,1,"600 level course"
201304,"Summer",45884,"I","I","Self-Support","Graduate","Educational Methodology, Policy, & Leadership","0","0","0","600/700","Masters",87,2.416666667,27,"600 level course"
201801,"Fall",15742,"L","I","Regular","Graduate","Special Education & Clinical Sciences","1","1","1","600/700","Doctoral",16,0.592592593,4,"600 level course"
201403,"Spring",32204,"L","I","Regular","Undergraduate","Counseling Psychology & Human Services","0","1","1","Lower Division","Lower Division",28,0.622222222,7,"200 level course"
201501,"Fall",12288,"S","I","Regular","Undergraduate","Counseling Psychology & Human Services","1","1","1","Upper Division","Upper Division",8,0.177777778,8,"400 level course"
