"academic_year","fiscal_year","sort_term","term","crn","type","location","credit_sub_abbr","credit_type","student_level","course_level","same_dept_flag","same_college_flag","same_college_flag_cas","course_level_detail","student_level_detail","credit","fte","headcount","year","course_number_cat","department"
"2014-15","2015",201401,"Fall",10878,"A","I","ARTP","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",24,0.533333333,6,"2014","300 level course","Art"
"2016-17","2017",201603,"Spring",30703,"A","I","ARTD","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",8,0.177777778,2,"2017","400 level course","Art"
"2015-16","2016",201502,"Winter",25049,"L","I","PPPM","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",42,0.933333333,10,"2016","200 level course","Planning, Public Policy, & Mgmt"
"2017-18","2018",201703,"Spring",36773,"L","I","ARH","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",116,2.577777778,29,"2018","300 level course","Art History"
"2013-14","2014",201303,"Spring",39877,"L","I","ARCH","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",32,0.711111111,8,"2014","400 level course","Architecture"
"2014-15","2015",201401,"Fall",10481,"L","P","ARCH","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",9,0.2,3,"2014","400 level course","Architecture"
"2017-18","2018",201702,"Fall",10858,"A","I","ARTO","Regular","Graduate","Graduate","1","1","1","500","Masters",21,0.583333333,7,"2017","500 level course","Art"
"2019-20","2020",201902,"Winter",23445,"L","I","LA","Regular","Graduate","Graduate","1","1","1","500","Masters",78,2.166666667,13,"2020","500 level course","Landscape Architecture"
"2018-19","2019",201802,"Winter",27563,"L","I","AAD","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",8,0.177777778,2,"2019","400 level course","Arts & Administration"
"2015-16","2016",201502,"Fall",17057,"U","V","AAD","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",44,0.977777778,11,"2015","200 level course","Arts & Administration"
"2014-15","2015",201402,"Spring",36193,"L","I","AAD","Regular","Graduate","Graduate","1","1","1","500","Masters",80,2.222222222,20,"2015","500 level course","Arts & Administration"
"2017-18","2018",201703,"Fall",15084,"L","I","PPPM","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Upper Division",16,0.355555556,4,"2017","200 level course","Planning, Public Policy, & Mgmt"
"2019-20","2020",201902,"Fall",10560,"L","I","ARH","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",8,0.177777778,2,"2019","400 level course","Art History"
"2015-16","2017",201504,"Summer",40216,"N","I","ARH","Regular","Graduate","Graduate","1","1","1","500","Masters",18,0.5,3,"2016","500 level course","Art History"
"2017-18","2018",201702,"Spring",32783,"A","I","IARC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",60,1.333333333,10,"2018","400 level course","Interior Architecture"
"2017-18","2018",201701,"Spring",30527,"A","I","ARCH","Regular","Graduate","Graduate","1","1","1","500","Masters",72,2,9,"2018","500 level course","Architecture"
"2016-17","2017",201602,"Winter",23508,"L","I","LA","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",2,0.0444444,1,"2017","400 level course","Landscape Architecture"
"2017-18","2018",201701,"Spring",36963,"S","P","ARCH","Regular","Graduate","Graduate","1","1","1","500","Masters",3,0.083333333,1,"2018","500 level course","Architecture"
"2015-16","2016",201502,"Spring",30590,"L","I","ARH","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",136,3.022222222,34,"2016","300 level course","Art History"
"2016-17","2017",201602,"Winter",20540,"A","I","ARCH","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",60,1.333333333,10,"2017","200 level course","Architecture"
"2016-17","2017",201603,"Winter",20840,"I","I","ARTC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",14,0.311111111,5,"2017","400 level course","Art"
"2013-14","2014",201302,"Spring",33244,"A","I","ARTC","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Upper Division",4,0.088888889,1,"2014","200 level course","Art"
"2014-15","2016",201404,"Summer",40125,"E","I","AAD","Regular","Graduate","Graduate","1","1","1","600/700","Masters",1,0.0277778,1,"2015","600 level course","Arts & Administration"
"2016-17","2017",201603,"Spring",33272,"A","I","LA","Regular","Graduate","Graduate","1","1","1","500","Masters",6,0.166666667,1,"2017","500 level course","Landscape Architecture"
"2014-15","2015",201403,"Spring",30711,"A","I","ARTM","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",16,0.355555556,4,"2015","300 level course","Art"
"2013-14","2014",201302,"Winter",26257,"L","I","PPPM","Regular","Graduate","Graduate","1","1","1","600/700","Masters",60,1.666666667,15,"2014","600 level course","Planning, Public Policy, & Mgmt"
"2018-19","2019",201803,"Fall",14748,"L","I","PD","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",60,1.333333333,9,"2018","200 level course","Product Design"
"2017-18","2018",201702,"Winter",20624,"A","I","ART","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",16,0.355555556,4,"2018","200 level course","Art"
"2015-16","2016",201502,"Fall",10605,"A","I","ART","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",28,0.622222222,7,"2015","100 level course","Art"
"2015-16","2016",201502,"Fall",15092,"N","I","PPPM","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",2,0.0444444,1,"2015","400 level course","Planning, Public Policy, & Mgmt"
"2013-14","2014",201303,"Winter",28318,"A","I","ARTC","Self-Support","Undergraduate","Undergraduate","0","1","1","Lower Division","Lower Division",4,0.088888889,1,"2014","100 level course","Art"
"2014-15","2015",201401,"Fall",17253,"A","I","ARTO","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Upper Division",4,0.088888889,1,"2014","200 level course","Art"
"2015-16","2016",201502,"Spring",30827,"A","I","ARTS","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",12,0.266666667,2,"2016","200 level course","Art"
"2016-17","2017",201602,"Fall",15102,"S","I","PPPM","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",12,0.266666667,3,"2016","400 level course","Planning, Public Policy, & Mgmt"
"2016-17","2017",201602,"Spring",30529,"A","P","ARCH","Regular","Graduate","Graduate","1","1","1","500","Masters",10,0.277777778,5,"2017","500 level course","Architecture"
"2017-18","2018",201701,"Fall",10666,"L","I","ARH","Regular","Graduate","Graduate","0","0","0","500","Masters",4,0.111111111,1,"2017","500 level course","Art History"
"2015-16","2016",201503,"Fall",15091,"L","I","PPPM","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Lower Division",8,0.177777778,2,"2015","300 level course","Planning, Public Policy, & Mgmt"
"2014-15","2015",201401,"Fall",17042,"U","V","AAD","Self-Support","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",64,1.422222222,16,"2014","200 level course","Arts & Administration"
"2016-17","2017",201601,"Fall",10763,"A","I","ARTO","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",8,0.177777778,2,"2016","200 level course","Art"
"2013-14","2014",201303,"Winter",21730,"A","I","ARCH","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",42,0.933333333,7,"2014","400 level course","Architecture"
"2017-18","2018",201703,"Spring",30638,"A","I","ART","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",16,0.355555556,4,"2018","200 level course","Art"
"2014-15","2015",201401,"Fall",13169,"E","I","IARC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",3,0.066666667,1,"2014","400 level course","Interior Architecture"
"2018-19","2019",201803,"Spring",33160,"U","I","LA","Regular","Graduate","Graduate","1","1","1","500","Masters",24,0.666666667,6,"2019","500 level course","Landscape Architecture"
"2019-20","2020",201901,"Fall",16944,"L","I","PPPM","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",24,0.533333333,6,"2019","300 level course","Planning, Public Policy, & Mgmt"
"2018-19","2019",201803,"Fall",16615,"L","I","ARH","Regular","Graduate","Graduate","1","1","1","500","Masters",4,0.111111111,1,"2018","500 level course","Art History"
"2019-20","2020",201901,"Fall",16278,"A","I","ARTF","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",8,0.177777778,2,"2019","300 level course","Art"
"2013-14","2015",201304,"Summer",47967,"A","I","ARCH","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",54,1.2,18,"2014","400 level course","Architecture"
"2019-20","2020",201902,"Winter",20317,"L","P","AAAP","Regular","Graduate","Graduate","1","1","1","500","Masters",24,0.666666667,7,"2020","500 level course","Historic Preservation"
"2017-18","2018",201701,"Winter",26310,"I","I","SPD","Regular","Graduate","Graduate","1","1","1","600/700","Masters",2,0.0555556,1,"2018","600 level course","Art"
"2017-18","2018",201702,"Fall",10834,"A","I","ARTF","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",4,0.088888889,1,"2017","200 level course","Art"
"2014-15","2015",201401,"Winter",26770,"U","V","AAA","Self-Support","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",9,0.2,6,"2015","400 level course","College Of Design"
"2015-16","2016",201503,"Spring",30416,"A","I","ARCH","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",12,0.266666667,2,"2016","400 level course","Architecture"
"2014-15","2015",201401,"Winter",23961,"L","I","LA","Regular","Graduate","Graduate","1","1","1","500","Doctoral",4,0.148148148,1,"2015","500 level course","Landscape Architecture"
"2016-17","2017",201601,"Fall",15104,"L","I","PPPM","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",4,0.088888889,4,"2016","400 level course","Planning, Public Policy, & Mgmt"
"2018-19","2020",201804,"Summer",40507,"A","I","ARTC","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",4,0.088888889,1,"2019","200 level course","Art"
"2018-19","2019",201802,"Winter",26874,"L","I","LA","Regular","Graduate","Graduate","0","1","1","500","Doctoral",4,0.148148148,2,"2019","500 level course","Landscape Architecture"
"2015-16","2016",201502,"Fall",10815,"A","I","ARTS","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",4,0.088888889,1,"2015","300 level course","Art"
"2019-20","2020",201901,"Winter",26064,"L","I","LA","Regular","Graduate","Undergraduate","1","1","1","Upper Division","Masters",52,1.444444444,13,"2020","300 level course","Landscape Architecture"
"2015-16","2016",201501,"Winter",20157,"L","I","AAD","Regular","Graduate","Graduate","0","0","0","600/700","Doctoral",12,0.444444444,3,"2016","600 level course","Arts & Administration"
"2017-18","2018",201701,"Fall",10642,"A","I","ARCH","Regular","Graduate","Graduate","1","1","1","600/700","Masters",102,2.833333333,15,"2017","600 level course","Architecture"
"2018-19","2019",201801,"Winter",21409,"A","I","ART","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",12,0.266666667,3,"2019","200 level course","Art"
"2014-15","2016",201404,"Summer",40208,"A","I","ARCH","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",30,0.666666667,5,"2015","400 level course","Architecture"
"2018-19","2019",201801,"Winter",21538,"A","I","ARTM","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2019","400 level course","Art"
"2017-18","2018",201703,"Fall",16211,"S","I","ARH","Regular","Graduate","Graduate","1","1","1","600/700","Masters",48,1.25,14,"2017","600 level course","Art History"
"2013-14","2015",201304,"Summer",47997,"L","I","ARH","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",32,0.711111111,8,"2014","400 level course","Art History"
"2019-20","2020",201901,"Winter",25125,"E","I","PPPM","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",8,0.177777778,4,"2020","400 level course","Planning, Public Policy, & Mgmt"
"2015-16","2016",201501,"Spring",37276,"E","P","ARCH","Regular","Graduate","Graduate","1","1","1","600/700","Masters",2,0.0555556,1,"2016","600 level course","Architecture"
"2015-16","2016",201503,"Fall",10680,"A","I","ARTD","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",48,1.066666667,12,"2015","300 level course","Art"
"2019-20","2020",201902,"Winter",25108,"L","I","PPPM","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",28,0.622222222,7,"2020","200 level course","Planning, Public Policy, & Mgmt"
"2016-17","2017",201601,"Spring",36381,"L","I","ARH","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2017","300 level course","Art History"
"2016-17","2017",201601,"Fall",16646,"L","I","LA","Regular","Graduate","Graduate","1","1","1","500","Masters",16,0.444444444,4,"2016","500 level course","Landscape Architecture"
"2014-15","2015",201403,"Fall",10714,"A","I","ART","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",12,0.266666667,3,"2014","100 level course","Art"
"2013-14","2014",201303,"Spring",33294,"I","I","ARTD","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",35,0.777777778,4,"2014","400 level course","Art"
"2015-16","2016",201503,"Spring",36035,"L","I","AAD","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Lower Division",8,0.177777778,2,"2016","200 level course","Arts & Administration"
"2014-15","2015",201401,"Fall",16231,"L","I","ARH","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",212,4.711111111,53,"2014","400 level course","Art History"
"2017-18","2018",201702,"Fall",10157,"E","I","AAD","Regular","Graduate","Graduate","1","1","1","600/700","Masters",1,0.0277778,1,"2017","600 level course","Arts & Administration"
"2018-19","2019",201803,"Fall",15127,"L","I","PPPM","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",4,0.088888889,1,"2018","400 level course","Planning, Public Policy, & Mgmt"
"2014-15","2015",201402,"Winter",27056,"S","I","ARH","Regular","Graduate","Graduate","1","1","1","500","Masters",6,0.166666667,2,"2015","500 level course","Art History"
"2017-18","2018",201702,"Fall",10157,"L","I","AAD","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",4,0.088888889,1,"2017","300 level course","Arts & Administration"
"2016-17","2017",201603,"Spring",36629,"L","I","LA","Regular","Graduate","Graduate","0","1","1","500","Masters",2,0.0555556,1,"2017","500 level course","Landscape Architecture"
"2016-17","2017",201601,"Fall",15083,"U","V","PPPM","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",16,0.355555556,4,"2016","300 level course","Planning, Public Policy, & Mgmt"
"2014-15","2015",201402,"Winter",20062,"L","I","AAD","Regular","Graduate","Graduate","1","1","1","500","Masters",8,0.222222222,2,"2015","500 level course","Arts & Administration"
"2019-20","2020",201901,"Fall",10602,"A","I","ART","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",8,0.177777778,2,"2019","100 level course","Art"
"2015-16","2016",201503,"Spring",35026,"S","I","PPPM","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",8,0.177777778,2,"2016","400 level course","Planning, Public Policy, & Mgmt"
"2013-14","2014",201302,"Spring",39484,"S","I","ART","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Lower Division",3,0.066666667,1,"2014","100 level course","Art"
"2018-19","2019",201801,"Fall",13062,"L","I","IARC","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Upper Division",104,2.311111111,26,"2018","200 level course","Interior Architecture"
"2017-18","2018",201702,"Spring",30830,"A","I","ARTR","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Lower Division",4,0.088888889,1,"2018","400 level course","Art"
"2015-16","2016",201502,"Winter",20589,"A","P","ARCH","Regular","Graduate","Graduate","1","1","1","500","Masters",96,2.666666667,16,"2016","500 level course","Architecture"
"2017-18","2018",201702,"Spring",30101,"I","I","AAA","Regular","Graduate","Graduate","0","1","1","600/700","Masters",1,0.0277778,1,"2018","600 level course","College Of Design"
"2015-16","2016",201502,"Spring",30399,"S","I","ARCH","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",2,0.0444444,1,"2016","400 level course","Architecture"
"2018-19","2019",201801,"Winter",21515,"A","I","ARTF","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",40,0.888888889,10,"2019","300 level course","Art"
"2019-20","2020",201902,"Fall",13014,"L","I","IARC","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Lower Division",3,0.066666667,1,"2019","400 level course","Interior Architecture"
"2016-17","2017",201602,"Fall",10371,"I","E","ARCH","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",22,0.488888889,5,"2016","400 level course","Architecture"
"2018-19","2019",201801,"Spring",30750,"I","I","ARTM","Regular","Graduate","Graduate","1","1","1","600/700","Masters",3,0.083333333,1,"2019","600 level course","Art"
"2013-14","2015",201304,"Summer",47798,"L","I","ARCH","Self-Support","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",116,2.577777778,29,"2014","100 level course","Architecture"
"2014-15","2015",201401,"Spring",33423,"L","I","LA","Regular","Graduate","Graduate","1","1","1","600/700","Masters",15,0.416666667,5,"2015","600 level course","Landscape Architecture"
"2016-17","2017",201602,"Winter",27177,"U","V","AAA","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",14,0.311111111,14,"2017","400 level course","College Of Design"
"2016-17","2017",201601,"Spring",30051,"L","I","AAD","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Lower Division",4,0.088888889,1,"2017","400 level course","Arts & Administration"
"2016-17","2017",201602,"Fall",10733,"A","I","ARTM","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Upper Division",24,0.533333333,6,"2016","200 level course","Art"
"2014-15","2015",201401,"Spring",33371,"L","I","LA","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",16,0.355555556,4,"2015","300 level course","Landscape Architecture"
"2015-16","2016",201503,"Fall",15146,"L","I","PPPM","Regular","Graduate","Graduate","0","1","1","600/700","Masters",2,0.0555556,2,"2015","600 level course","Planning, Public Policy, & Mgmt"
"2015-16","2016",201501,"Winter",26591,"U","V","AAD","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",44,0.977777778,11,"2016","200 level course","Arts & Administration"
"2016-17","2017",201603,"Winter",20615,"A","I","ARCH","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",64,1.422222222,8,"2017","400 level course","Architecture"
"2019-20","2020",201902,"Fall",10678,"A","I","ARTD","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",48,1.066666667,12,"2019","300 level course","Art"
"2014-15","2015",201401,"Fall",13171,"L","I","IARC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",12,0.266666667,4,"2014","200 level course","Interior Architecture"
"2015-16","2016",201501,"Winter",25098,"L","I","PPPM","Regular","Graduate","Graduate","1","1","1","500","Masters",21,0.583333333,21,"2016","500 level course","Planning, Public Policy, & Mgmt"
"2018-19","2019",201801,"Winter",25793,"L","I","PPPM","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2019","400 level course","Planning, Public Policy, & Mgmt"
"2015-16","2016",201502,"Fall",17055,"U","V","AAD","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",112,2.488888889,28,"2015","200 level course","Arts & Administration"
"2017-18","2018",201703,"Winter",20784,"E","I","AAD","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",11,0.244444444,5,"2018","400 level course","Arts & Administration"
"2014-15","2015",201402,"Winter",25642,"L","I","PPPM","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",28,0.622222222,7,"2015","400 level course","Planning, Public Policy, & Mgmt"
"2016-17","2017",201603,"Fall",13508,"E","I","LA","Regular","Graduate","Graduate","1","1","1","600/700","Masters",4,0.111111111,1,"2016","600 level course","Landscape Architecture"
"2013-14","2014",201302,"Spring",33022,"A","I","ARCH","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Upper Division",4,0.088888889,2,"2014","200 level course","Architecture"
"2016-17","2017",201601,"Winter",20910,"A","I","ARTF","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",4,0.088888889,1,"2017","200 level course","Art"
"2018-19","2019",201802,"Fall",16622,"L","I","PD","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",88,1.955555556,22,"2018","300 level course","Product Design"
"2018-19","2019",201802,"Winter",25757,"L","I","PPPM","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",16,0.355555556,4,"2019","200 level course","Planning, Public Policy, & Mgmt"
"2018-19","2019",201802,"Spring",34914,"E","I","PPPM","Regular","Graduate","Graduate","1","1","1","600/700","Masters",65,1.777777778,16,"2019","600 level course","Planning, Public Policy, & Mgmt"
"2013-14","2014",201302,"Spring",39463,"U","V","AAA","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",10,0.222222222,9,"2014","400 level course","College Of Design"
"2017-18","2018",201703,"Spring",30627,"A","I","ART","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",4,0.088888889,1,"2018","200 level course","Art"
"2013-14","2014",201302,"Spring",39470,"U","V","AAA","Self-Support","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",2,0.0444444,2,"2014","400 level course","College Of Design"
"2018-19","2019",201802,"Spring",36780,"L","I","ARH","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",24,0.533333333,6,"2019","300 level course","Art History"
"2015-16","2016",201503,"Fall",15107,"L","I","PPPM","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",64,1.422222222,16,"2015","400 level course","Planning, Public Policy, & Mgmt"
"2019-20","2020",201902,"Winter",26430,"L","I","ARH","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Lower Division",40,0.888888889,10,"2020","200 level course","Art History"
"2017-18","2018",201701,"Winter",25619,"E","I","PPPM","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",12,0.266666667,6,"2018","400 level course","Planning, Public Policy, & Mgmt"
"2015-16","2016",201502,"Spring",37091,"A","I","ART","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",4,0.088888889,1,"2016","200 level course","Art"
"2019-20","2020",201902,"Winter",25159,"U","V","PPPM","Regular","Graduate","Graduate","0","0","0","500","Masters",16,0.444444444,6,"2020","500 level course","Planning, Public Policy, & Mgmt"
"2013-14","2015",201304,"Summer",47360,"L","I","PPPM","Regular","Graduate","Graduate","0","0","0","500","Doctoral",8,0.296296296,2,"2014","500 level course","Planning, Public Policy, & Mgmt"
"2019-20","2020",201902,"Fall",15699,"A","P","SPD","Regular","Graduate","Graduate","1","1","1","600/700","Masters",102,2.833333333,17,"2019","600 level course","Art"
"2015-16","2016",201503,"Winter",20458,"A","I","ARCH","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",18,0.4,3,"2016","200 level course","Architecture"
"2016-17","2017",201601,"Winter",20238,"U","V","AAD","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",60,1.333333333,15,"2017","200 level course","Arts & Administration"
"2016-17","2017",201601,"Winter",20708,"N","P","ARCH","Regular","Graduate","Graduate","1","1","1","600/700","Masters",4,0.111111111,2,"2017","600 level course","Architecture"
"2013-14","2015",201304,"Summer",47838,"A","I","ARTF","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",2,0.0444444,1,"2014","400 level course","Art"
"2016-17","2017",201602,"Winter",20770,"L","I","ARH","Regular","Graduate","Graduate","1","1","1","500","Law",8,0.222222222,2,"2017","500 level course","Art History"
