"sort_term","term","crn","type","location","credit_type","course_level","course_dept","same_dept_flag","same_college_flag","same_college_flag_cas","course_level_detail","student_level_detail","credit","fte","headcount","course_number_cat"
201702,"Winter",25176,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Lower Division","Upper Division",120,2.666666667,8,"100 level course"
201701,"Fall",17386,"U","V","Self-Support","Graduate","Graduate School/Joint Campus","0","0","0","600/700","Masters",2,0.0555556,1,"600 level course"
201803,"Spring",34659,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Upper Division",9,0.2,9,"200 level course"
201302,"Winter",27679,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Upper Division",16,0.355555556,16,"200 level course"
201302,"Winter",25986,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Masters",1,0.0277778,1,"300 level course"
201502,"Winter",24824,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Doctoral",1,0.037037,1,"200 level course"
201901,"Fall",14867,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Upper Division",18,0.4,18,"300 level course"
201804,"Summer",42371,"A","I","Self-Support","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Masters",1,0.0277778,1,"100 level course"
201504,"Summer",42792,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Lower Division","Upper Division",15,0.333333333,3,"200 level course"
201501,"Fall",16413,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Lower Division",8,0.177777778,8,"300 level course"
201302,"Winter",26009,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Upper Division",3,0.066666667,3,"200 level course"
201901,"Fall",17083,"L","I","Regular","Undergraduate","Undergraduate Studies","0","0","0","Lower Division","Lower Division",24,0.533333333,24,"100 level course"
201901,"Fall",16442,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Lower Division",18,0.4,18,"100 level course"
201803,"Spring",34535,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Doctoral",2,0.074074074,2,"200 level course"
201703,"Spring",36691,"U","V","Self-Support","Graduate","Graduate School/Joint Campus","0","0","0","600/700","Masters",36,1,11,"600 level course"
201803,"Spring",34677,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Doctoral",1,0.037037,1,"200 level course"
201302,"Winter",25041,"L","I","Regular","Undergraduate","Military Science","0","0","0","Upper Division","Masters",4,0.111111111,1,"300 level course"
201303,"Spring",37189,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Lower Division",10,0.222222222,5,"300 level course"
201501,"Fall",14758,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Upper Division",5,0.111111111,5,"100 level course"
201603,"Spring",34691,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Upper Division",7,0.155555556,7,"300 level course"
201604,"Summer",42572,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Upper Division","Lower Division",4,0.088888889,1,"400 level course"
201603,"Spring",34541,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Lower Division",4,0.088888889,4,"300 level course"
201403,"Spring",34675,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Lower Division",7,0.155555556,7,"200 level course"
201603,"Spring",34454,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Lower Division","Upper Division",45,1,3,"100 level course"
201702,"Winter",25174,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Lower Division","Lower Division",15,0.333333333,1,"100 level course"
201602,"Winter",24915,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Lower Division",5,0.111111111,5,"200 level course"
201901,"Fall",15873,"L","I","Regular","Undergraduate","Undergraduate Studies","0","0","0","Lower Division","Lower Division",19,0.422222222,19,"100 level course"
201701,"Fall",14891,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Lower Division",22,0.488888889,22,"200 level course"
201801,"Fall",14780,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Masters",1,0.0277778,1,"200 level course"
201802,"Winter",25506,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Masters",1,0.0277778,1,"200 level course"
201502,"Winter",24658,"L","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Upper Division",6,0.133333333,3,"400 level course"
201703,"Spring",34640,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Upper Division",12,0.266666667,11,"300 level course"
201402,"Winter",24793,"L","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Upper Division",38,0.844444444,19,"300 level course"
201704,"Summer",42460,"L","F","Self-Support","Graduate","Study Abroad","0","0","0","500","Masters",6,0.166666667,1,"500 level course"
201302,"Winter",25873,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Lower Division",17,0.377777778,17,"200 level course"
201303,"Spring",39880,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Lower Division","Upper Division",24,0.533333333,2,"100 level course"
201502,"Winter",24620,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Lower Division","Upper Division",36,0.8,3,"100 level course"
201704,"Summer",42132,"A","I","Self-Support","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Lower Division",9,0.2,9,"300 level course"
201501,"Fall",16341,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Upper Division",16,0.355555556,16,"200 level course"
201801,"Fall",14862,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Masters",1,0.0277778,1,"200 level course"
201402,"Winter",27516,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Lower Division","Upper Division",4,0.088888889,1,"200 level course"
201503,"Spring",34641,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Upper Division",11,0.244444444,11,"100 level course"
201601,"Fall",14728,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Upper Division",5,0.111111111,5,"300 level course"
201701,"Fall",13875,"A","I","Regular","Undergraduate","Military Science","0","0","0","Lower Division","Upper Division",10,0.222222222,5,"100 level course"
201702,"Winter",25135,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Lower Division","Upper Division",15,0.333333333,1,"100 level course"
201801,"Fall",14732,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Lower Division","Upper Division",129,2.8,9,"100 level course"
201403,"Spring",34797,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Upper Division",12,0.266666667,11,"300 level course"
201403,"Spring",34744,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Upper Division",3,0.066666667,3,"100 level course"
201602,"Winter",24701,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Lower Division","Upper Division",60,1.333333333,4,"100 level course"
201602,"Winter",24898,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Masters",1,0.0277778,1,"200 level course"
201704,"Summer",42622,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Upper Division","Lower Division",4,0.088888889,1,"300 level course"
201401,"Fall",14991,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Upper Division",5,0.111111111,5,"200 level course"
201401,"Fall",14015,"L","I","Regular","Undergraduate","Military Science","0","0","0","Upper Division","Upper Division",32,0.711111111,8,"300 level course"
201302,"Winter",28667,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Lower Division","Lower Division",24,0.533333333,2,"100 level course"
201902,"Winter",24821,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Masters",1,0.0277778,1,"200 level course"
201901,"Fall",14923,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Upper Division",3,0.066666667,3,"200 level course"
201502,"Winter",24789,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Upper Division",12,0.266666667,12,"100 level course"
201701,"Fall",14897,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Lower Division",2,0.0444444,1,"300 level course"
201403,"Spring",34575,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Lower Division","Upper Division",12,0.266666667,1,"100 level course"
201701,"Fall",14900,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Upper Division",10,0.222222222,10,"200 level course"
201603,"Spring",35643,"L","I","Regular","Undergraduate","Univ Teaching & Learning Ctr","0","0","0","Upper Division","Upper Division",14,0.311111111,15,"300 level course"
201603,"Spring",34731,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Upper Division",11,0.244444444,11,"200 level course"
201504,"Summer",41667,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Lower Division","Upper Division",216,5.044444444,18,"100 level course"
201303,"Spring",37194,"E","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Lower Division",5,0.111111111,5,"400 level course"
201501,"Fall",14899,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Upper Division",2,0.0444444,2,"200 level course"
201701,"Fall",14863,"L","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Masters",1,0.0277778,1,"200 level course"
201601,"Fall",14896,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Lower Division",23,0.511111111,23,"200 level course"
201602,"Winter",24876,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Lower Division",18,0.4,18,"200 level course"
201802,"Winter",25566,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Doctoral",1,0.037037,1,"200 level course"
201603,"Spring",36318,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Lower Division",2,0.0444444,2,"200 level course"
201702,"Winter",25360,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Lower Division",19,0.422222222,19,"200 level course"
201801,"Fall",14892,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Upper Division",4,0.088888889,4,"100 level course"
201302,"Winter",25952,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Lower Division",21,0.466666667,21,"200 level course"
201601,"Fall",14812,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Doctoral",1,0.037037,1,"200 level course"
201503,"Spring",34790,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Upper Division",9,0.2,9,"200 level course"
201902,"Winter",24814,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Upper Division",6,0.133333333,6,"200 level course"
201604,"Summer",42759,"L","F","Self-Support","Undergraduate","Study Abroad","0","1","1","Upper Division","Lower Division",12,0.266666667,4,"400 level course"
201302,"Winter",25940,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Masters",1,0.0277778,1,"100 level course"
201303,"Spring",37219,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Doctoral",2,0.074074074,2,"100 level course"
201704,"Summer",42117,"A","I","Self-Support","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Upper Division",3,0.066666667,3,"100 level course"
201601,"Fall",16572,"U","V","Self-Support","Graduate","Graduate School/Joint Campus","0","0","0","600/700","Masters",30,0.833333333,11,"600 level course"
201303,"Spring",37230,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Upper Division",19,0.422222222,19,"200 level course"
201304,"Summer",48371,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Upper Division","Upper Division",29,0.644444444,6,"300 level course"
201703,"Spring",34545,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Masters",2,0.0555556,2,"300 level course"
201704,"Summer",42646,"L","F","Self-Support","Graduate","Study Abroad","0","0","0","500","Masters",3,0.083333333,1,"500 level course"
201401,"Fall",16523,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Lower Division",13,0.288888889,13,"100 level course"
201704,"Summer",42128,"A","I","Self-Support","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Upper Division",1,0.0222222,1,"300 level course"
201402,"Winter",24586,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Lower Division","Upper Division",24,0.533333333,2,"100 level course"
201702,"Winter",25262,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Lower Division",7,0.155555556,7,"200 level course"
201403,"Spring",34746,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Upper Division",6,0.133333333,6,"100 level course"
201402,"Winter",24833,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Lower Division",14,0.311111111,14,"200 level course"
201901,"Fall",14923,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Doctoral",1,0.037037,1,"200 level course"
201701,"Fall",14768,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Upper Division",15,0.333333333,15,"200 level course"
201503,"Spring",34642,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Upper Division",11,0.244444444,11,"100 level course"
201802,"Winter",25486,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Lower Division",15,0.333333333,15,"300 level course"
201402,"Winter",24780,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Lower Division",8,0.177777778,8,"200 level course"
201801,"Fall",14697,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Lower Division","Upper Division",15,0.333333333,1,"100 level course"
201402,"Winter",24801,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Masters",2,0.0555556,1,"300 level course"
201802,"Winter",25524,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Upper Division",10,0.222222222,10,"200 level course"
201503,"Spring",34768,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Doctoral",3,0.111111111,3,"200 level course"
201601,"Fall",14817,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Upper Division",10,0.222222222,10,"300 level course"
201602,"Winter",24893,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Lower Division",16,0.355555556,16,"200 level course"
201702,"Winter",26334,"L","I","Regular","Undergraduate","Univ Teaching & Learning Ctr","0","0","0","Lower Division","Upper Division",7,0.155555556,7,"100 level course"
201804,"Summer",42816,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Upper Division","Upper Division",12,0.266666667,3,"300 level course"
201803,"Spring",34565,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Lower Division",2,0.0444444,2,"300 level course"
201303,"Spring",37144,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Upper Division",4,0.088888889,4,"300 level course"
201604,"Summer",42222,"L","I","Self-Support","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Lower Division",3,0.066666667,1,"300 level course"
201502,"Winter",24774,"E","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Upper Division",4,0.088888889,4,"400 level course"
201703,"Spring",36999,"I","V","Self-Support","Graduate","Graduate School/Joint Campus","0","0","0","600/700","Masters",9,0.25,2,"600 level course"
201604,"Summer",42602,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Upper Division","Upper Division",44,0.977777778,11,"400 level course"
201601,"Fall",15808,"L","I","Regular","Undergraduate","Univ Teaching & Learning Ctr","0","0","0","Lower Division","Lower Division",27,0.6,24,"100 level course"
201302,"Winter",28272,"U","V","Self-Support","Graduate","Graduate School/Joint Campus","0","0","0","600/700","Masters",34,0.916666667,10,"600 level course"
201403,"Spring",37388,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Lower Division","Lower Division",12,0.266666667,3,"200 level course"
201502,"Winter",27559,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Lower Division","Upper Division",4,0.088888889,1,"200 level course"
201303,"Spring",39279,"L","I","Regular","Undergraduate","Library","0","0","0","Lower Division","Lower Division",30,0.666666667,3,"100 level course"
201501,"Fall",14892,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Upper Division",6,0.133333333,6,"200 level course"
201702,"Winter",27582,"L","I","Regular","Undergraduate","Study Abroad","0","0","0","Lower Division","Lower Division",60,1.333333333,4,"100 level course"
201404,"Summer",42299,"L","I","Self-Support","Undergraduate","Physical Activity & Rec Svcs","0","1","1","Upper Division","Masters",2,0.0555556,1,"300 level course"
201701,"Fall",16202,"U","V","Self-Support","Graduate","Graduate School/Joint Campus","0","0","0","600/700","Masters",24,0.666666667,8,"600 level course"
201403,"Spring",34720,"E","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Upper Division",2,0.0444444,2,"400 level course"
201503,"Spring",34647,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Masters",1,0.0277778,1,"100 level course"
201403,"Spring",34736,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Doctoral",1,0.037037,1,"300 level course"
201403,"Spring",34648,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Upper Division",15,0.333333333,15,"100 level course"
201803,"Spring",34447,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Lower Division","Upper Division",15,0.333333333,1,"100 level course"
201404,"Summer",42792,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Upper Division","Upper Division",20,0.444444444,4,"300 level course"
201303,"Spring",37190,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Upper Division",10,0.222222222,10,"300 level course"
201704,"Summer",42628,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Upper Division","Upper Division",10,0.222222222,3,"300 level course"
201702,"Winter",27902,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Upper Division","Upper Division",12,0.266666667,2,"400 level course"
201602,"Winter",23897,"L","I","Regular","Undergraduate","Military Science","0","0","0","Upper Division","Upper Division",32,0.711111111,8,"300 level course"
201704,"Summer",42147,"A","I","Self-Support","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Masters",3,0.083333333,3,"200 level course"
201504,"Summer",42700,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Lower Division","Upper Division",4,0.088888889,2,"200 level course"
201703,"Spring",36907,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Upper Division","Upper Division",42,0.933333333,7,"400 level course"
201804,"Summer",42801,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Upper Division","Upper Division",172,3.644444444,45,"400 level course"
201302,"Winter",28655,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Lower Division","Lower Division",12,0.266666667,1,"100 level course"
201503,"Spring",34827,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Doctoral",1,0.037037,1,"200 level course"
201602,"Winter",24934,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Masters",1,0.0277778,1,"200 level course"
201503,"Spring",33223,"L","C","Regular","Graduate","Graduate School/Joint Campus","0","0","0","600/700","Doctoral",4,0.148148148,1,"600 level course"
201501,"Fall",17047,"L","I","Regular","Undergraduate","Undergraduate Studies","0","0","0","Lower Division","Lower Division",32,0.711111111,15,"100 level course"
201601,"Fall",17260,"L","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Lower Division",2,0.0444444,1,"300 level course"
201401,"Fall",17409,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Lower Division","Upper Division",24,0.533333333,2,"100 level course"
201503,"Spring",34815,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Upper Division",3,0.066666667,3,"200 level course"
201701,"Fall",14873,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Lower Division",17,0.377777778,17,"200 level course"
201401,"Fall",14977,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Upper Division",4,0.088888889,4,"200 level course"
201602,"Winter",24900,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Masters",1,0.0277778,1,"200 level course"
201702,"Winter",25270,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Upper Division",32,0.711111111,31,"300 level course"
201602,"Winter",23893,"L","I","Regular","Undergraduate","Military Science","0","0","0","Lower Division","Upper Division",2,0.0444444,1,"100 level course"
201303,"Spring",39881,"L","C","Self-Support","Graduate","Graduate School/Joint Campus","0","0","0","600/700","Masters",8,0.222222222,2,"600 level course"
201702,"Winter",25197,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Lower Division","Lower Division",15,0.333333333,1,"100 level course"
201602,"Winter",24884,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Masters",2,0.0555556,2,"100 level course"
201804,"Summer",42844,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Upper Division","Upper Division",8,0.177777778,2,"300 level course"
201704,"Summer",42600,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Upper Division","Lower Division",12,0.266666667,4,"400 level course"
201602,"Winter",24742,"L","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Upper Division",39,0.866666667,22,"300 level course"
201901,"Fall",17136,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Upper Division",1,0.0222222,1,"300 level course"
201402,"Winter",27201,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Lower Division",5,0.111111111,5,"200 level course"
201501,"Fall",14803,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Doctoral",1,0.037037,1,"300 level course"
201801,"Fall",14866,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Masters",1,0.0277778,1,"200 level course"
201703,"Spring",34565,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Upper Division",1,0.0222222,1,"300 level course"
201304,"Summer",48317,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Upper Division","Upper Division",48,1.066666667,9,"400 level course"
201402,"Winter",24702,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Doctoral",2,0.074074074,2,"200 level course"
201401,"Fall",15937,"L","I","Regular","Undergraduate","Univ Teaching & Learning Ctr","0","0","0","Lower Division","Lower Division",2,0.0444444,1,"100 level course"
201802,"Winter",25523,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Doctoral",3,0.111111111,3,"200 level course"
201803,"Spring",36825,"L","I","Regular","Undergraduate","Undergraduate Studies","0","0","0","Lower Division","Lower Division",8,0.177777778,8,"100 level course"
201402,"Winter",27473,"L","I","Regular","Undergraduate","Undergraduate Studies","0","0","0","Lower Division","Lower Division",21,0.466666667,21,"100 level course"
201502,"Winter",24798,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Lower Division","Upper Division",10,0.222222222,10,"200 level course"
201501,"Fall",14723,"L","F","Self-Support","Undergraduate","Study Abroad","0","0","0","Lower Division","Lower Division",12,0.266666667,1,"100 level course"
201402,"Winter",26536,"A","I","Regular","Undergraduate","Physical Activity & Rec Svcs","0","0","0","Upper Division","Lower Division",12,0.266666667,12,"300 level course"
