"academic_year","fiscal_year","sort_term","term","crn","type","location","credit_sub_abbr","credit_type","student_level","course_level","same_dept_flag","same_college_flag","same_college_flag_cas","course_level_detail","student_level_detail","credit","fte","headcount","year","course_number_cat","department"
"2018-19","2019",201803,"Spring",31212,"E","I","CFT","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",24,0.888888889,8,"2019","600 level course","Counseling Psychology & Human Services"
"2013-14","2014",201303,"Spring",38571,"L","I","EDLD","Self-Support","Graduate","Graduate","0","0","0","600/700","Masters",97,2.666666667,32,"2014","600 level course","Educational Methodology, Policy, & Leadership"
"2015-16","2016",201501,"Winter",22359,"S","I","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",7,0.155555556,7,"2016","400 level course","Counseling Psychology & Human Services"
"2014-15","2015",201403,"Winter",26700,"S","I","SAPP","Self-Support","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",4,0.088888889,2,"2015","400 level course","Substance Abuse Prevention Pgm"
"2015-16","2016",201503,"Fall",12269,"S","I","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",7,0.155555556,7,"2015","400 level course","Counseling Psychology & Human Services"
"2014-15","2015",201403,"Fall",16554,"L","I","SAPP","Self-Support","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",7,0.155555556,7,"2014","400 level course","Substance Abuse Prevention Pgm"
"2016-17","2017",201603,"Fall",16772,"L","I","EDLD","Regular","Graduate","Graduate","0","1","1","600/700","Masters",4,0.111111111,1,"2016","600 level course","Educational Methodology, Policy, & Leadership"
"2019-20","2020",201902,"Fall",15728,"L","I","SPED","Regular","Graduate","Graduate","0","0","0","600/700","Doctoral",4,0.148148148,1,"2019","600 level course","Special Education & Clinical Sciences"
"2019-20","2020",201901,"Fall",12034,"U","Z","EDLD","Regular","Graduate","Graduate","0","1","1","600/700","Masters",3,0.083333333,1,"2019","600 level course","Educational Methodology, Policy, & Leadership"
"2014-15","2015",201403,"Spring",32204,"L","I","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",48,1.066666667,12,"2015","200 level course","Counseling Psychology & Human Services"
"2017-18","2019",201704,"Summer",42000,"U","V","SPED","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2018","400 level course","Special Education & Clinical Sciences"
"2018-19","2020",201804,"Summer",42232,"U","V","SPED","Regular","Graduate","Graduate","1","1","1","500","Masters",52,1.444444444,18,"2019","500 level course","Special Education & Clinical Sciences"
"2015-16","2017",201504,"Summer",42336,"U","V","EDUC","Regular","Graduate","Graduate","0","1","1","600/700","Masters",8,0.222222222,2,"2016","600 level course","Education Studies"
"2016-17","2018",201604,"Summer",40863,"L","I","FHS","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",36,0.8,9,"2017","200 level course","Counseling Psychology & Human Services"
"2018-19","2019",201803,"Winter",22762,"U","V","EDUC","Regular","Graduate","Graduate","0","1","1","600/700","Masters",3,0.083333333,1,"2019","600 level course","Education Studies"
"2016-17","2017",201602,"Fall",12267,"S","I","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",3,0.066666667,3,"2016","400 level course","Counseling Psychology & Human Services"
"2016-17","2017",201602,"Winter",22388,"L","I","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",108,2.4,27,"2017","200 level course","Counseling Psychology & Human Services"
"2014-15","2015",201402,"Winter",22031,"L","I","EDUC","Regular","Graduate","Graduate","0","0","0","600/700","Doctoral",8,0.296296296,2,"2015","600 level course","Education Studies"
"2014-15","2015",201401,"Winter",20849,"L","I","ASL","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Lower Division",8,0.177777778,2,"2015","200 level course","Special Education & Clinical Sciences"
"2013-14","2014",201302,"Spring",38118,"L","I","SPED","Regular","Graduate","Graduate","0","0","0","500","Masters",4,0.111111111,1,"2014","500 level course","Special Education & Clinical Sciences"
"2013-14","2014",201303,"Spring",38137,"S","I","SPSY","Regular","Graduate","Graduate","0","1","1","600/700","Doctoral",40,1.481481481,8,"2014","600 level course","Special Education & Clinical Sciences"
"2016-17","2017",201602,"Winter",27038,"U","V","EDLD","Self-Support","Graduate","Graduate","0","0","0","600/700","Masters",18,0.5,10,"2017","600 level course","Educational Methodology, Policy, & Leadership"
"2015-16","2016",201502,"Winter",22103,"L","I","EDST","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",24,0.533333333,6,"2016","300 level course","Education Studies"
"2016-17","2017",201603,"Fall",17221,"N","I","SPSY","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",9,0.333333333,5,"2016","600 level course","Special Education & Clinical Sciences"
"2013-14","2015",201304,"Summer",45884,"U","V","ASL","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Upper Division",8,0.177777778,2,"2014","200 level course","Special Education & Clinical Sciences"
"2018-19","2019",201803,"Winter",22968,"I","I","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",7,0.155555556,4,"2019","400 level course","Counseling Psychology & Human Services"
"2017-18","2018",201701,"Winter",22622,"N","I","EDLD","Regular","Graduate","Graduate","1","1","1","600/700","Masters",2,0.0555556,1,"2018","600 level course","Educational Methodology, Policy, & Leadership"
"2014-15","2015",201401,"Spring",32209,"I","I","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",221,4.888888889,100,"2015","400 level course","Counseling Psychology & Human Services"
"2017-18","2018",201703,"Spring",35413,"L","I","SPED","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",4,0.088888889,1,"2018","400 level course","Special Education & Clinical Sciences"
"2013-14","2014",201302,"Winter",28301,"L","I","EDST","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Masters",32,0.711111111,7,"2014","200 level course","Education Studies"
"2018-19","2019",201801,"Spring",36856,"L","I","SPED","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Lower Division",3,0.066666667,1,"2019","400 level course","Special Education & Clinical Sciences"
"2019-20","2020",201901,"Fall",12050,"L","I","EDST","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",24,0.533333333,6,"2019","200 level course","Education Studies"
"2013-14","2014",201303,"Spring",39275,"U","V","SAPP","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",32,0.711111111,19,"2014","400 level course","Substance Abuse Prevention Pgm"
"2014-15","2015",201403,"Winter",25630,"E","I","SPED","Regular","Graduate","Graduate","1","1","1","600/700","Masters",12,0.333333333,4,"2015","600 level course","Special Education & Clinical Sciences"
"2018-19","2019",201802,"Winter",27818,"L","P","EDLD","Self-Support","Graduate","Graduate","0","0","0","600/700","Masters",3,0.083333333,3,"2019","600 level course","Educational Methodology, Policy, & Leadership"
"2015-16","2016",201501,"Fall",16651,"L","I","ASL","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",21,0.466666667,7,"2015","300 level course","Special Education & Clinical Sciences"
"2015-16","2016",201501,"Spring",36514,"S","I","SAPP","Self-Support","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",12,0.266666667,4,"2016","400 level course","Substance Abuse Prevention Pgm"
"2014-15","2015",201401,"Spring",35664,"S","I","SPSY","Regular","Graduate","Graduate","0","1","1","600/700","Doctoral",2,0.074074074,1,"2015","600 level course","Special Education & Clinical Sciences"
"2015-16","2016",201502,"Winter",22376,"S","I","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",10,0.222222222,10,"2016","400 level course","Counseling Psychology & Human Services"
"2016-17","2017",201601,"Spring",35856,"L","I","EDUC","Regular","Graduate","Graduate","0","1","1","600/700","Doctoral",84,3.074074074,33,"2017","600 level course","Education Studies"
"2014-15","2015",201401,"Fall",12400,"E","I","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",45,1,19,"2014","400 level course","Counseling Psychology & Human Services"
"2015-16","2017",201504,"Summer",41995,"U","V","SPED","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",87,1.933333333,30,"2016","400 level course","Special Education & Clinical Sciences"
"2016-17","2017",201601,"Spring",36824,"L","I","CDS","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",200,4.533333333,51,"2017","400 level course","Special Education & Clinical Sciences"
"2018-19","2019",201803,"Spring",32146,"S","I","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,4,"2019","400 level course","Counseling Psychology & Human Services"
"2013-14","2014",201303,"Winter",26826,"N","I","SPED","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",11,0.407407407,5,"2014","600 level course","Special Education & Clinical Sciences"
"2015-16","2016",201502,"Fall",16165,"S","I","SAPP","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",9,0.2,3,"2015","400 level course","Substance Abuse Prevention Pgm"
"2014-15","2015",201402,"Winter",27087,"U","V","EDLD","Self-Support","Graduate","Graduate","1","1","1","600/700","Doctoral",2,0.074074074,3,"2015","600 level course","Educational Methodology, Policy, & Leadership"
"2017-18","2018",201701,"Winter",22706,"L","I","EDUC","Regular","Graduate","Graduate","0","1","1","600/700","Doctoral",112,4.444444444,26,"2018","600 level course","Education Studies"
"2018-19","2020",201804,"Summer",40736,"E","I","CFT","Regular","Graduate","Graduate","1","1","1","600/700","Masters",29,0.805555556,8,"2019","600 level course","Counseling Psychology & Human Services"
"2014-15","2015",201401,"Spring",30818,"L","I","ASL","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Upper Division",28,0.622222222,6,"2015","200 level course","Special Education & Clinical Sciences"
"2014-15","2015",201403,"Spring",36623,"S","I","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",13,0.288888889,13,"2015","400 level course","Counseling Psychology & Human Services"
"2018-19","2019",201803,"Winter",21640,"L","I","ASL","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Upper Division",20,0.444444444,4,"2019","100 level course","Special Education & Clinical Sciences"
"2015-16","2016",201502,"Winter",22336,"L","I","FHS","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",224,4.977777778,58,"2016","200 level course","Counseling Psychology & Human Services"
"2015-16","2016",201501,"Winter",25661,"E","I","SPED","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",12,0.266666667,8,"2016","400 level course","Special Education & Clinical Sciences"
"2013-14","2014",201303,"Spring",39548,"L","S","FHS","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",40,0.888888889,14,"2014","400 level course","Counseling Psychology & Human Services"
"2014-15","2015",201403,"Winter",26729,"L","I","SAPP","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",17,0.377777778,17,"2015","400 level course","Substance Abuse Prevention Pgm"
"2015-16","2016",201501,"Spring",36479,"L","I","SPED","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Lower Division",4,0.088888889,1,"2016","400 level course","Special Education & Clinical Sciences"
"2016-17","2017",201602,"Spring",35561,"E","I","SPSY","Regular","Graduate","Graduate","1","1","1","600/700","Masters",6,0.166666667,2,"2017","700 level course","Special Education & Clinical Sciences"
"2013-14","2014",201303,"Winter",23339,"L","I","EDUC","Regular","Graduate","Graduate","0","1","1","600/700","Doctoral",40,1.481481481,10,"2014","600 level course","Education Studies"
"2017-18","2018",201701,"Spring",35489,"E","I","SPSY","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",2,0.074074074,1,"2018","700 level course","Special Education & Clinical Sciences"
"2014-15","2015",201403,"Winter",25628,"S","I","SPED","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",10,0.222222222,9,"2015","400 level course","Special Education & Clinical Sciences"
"2016-17","2017",201601,"Spring",31999,"L","I","EDST","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",56,1.244444444,15,"2017","100 level course","Education Studies"
