"academic_year","fiscal_year","sort_term","term","crn","type","location","credit_subject","credit_type","student_level","course_level","same_dept_flag","same_college_flag","same_college_flag_cas","course_level_detail","student_level_detail","credit","fte","headcount","year","course_number_cat","department"
"2015-16","2016",201501,"Winter",20925,"I","I","Asian Studies","Regular","Graduate","Graduate","1","1","1","500","Masters",5,0.138888889,5,"2016","500 level course","Asian Studies"
"2015-16","2016",201502,"Winter",22721,"L","I","Hebrew","Regular","Graduate","Undergraduate","0","1","1","Lower Division","Doctoral",5,0.148148148,1,"2016","100 level course","Judaic Studies"
"2015-16","2016",201501,"Spring",32606,"L","I","Greek","Regular","Graduate","Undergraduate","0","0","0","Upper Division","Masters",4,0.111111111,1,"2016","400 level course","Classics"
"2018-19","2019",201801,"Spring",32504,"L","I","Hebrew","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",8,0.177777778,2,"2019","300 level course","Judaic Studies"
"2015-16","2016",201502,"Fall",12708,"N","I","Greek","Regular","Graduate","Graduate","1","1","1","600/700","Masters",1,0.037037,1,"2015","600 level course","Classics"
"2013-14","2015",201304,"Summer",46209,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",12,0.266666667,3,"2014","200 level course","Computer & Information Science"
"2017-18","2018",201702,"Fall",17216,"I","I","African Studies","Regular","Graduate","Graduate","1","1","1","600/700","Masters",2,0.0555556,1,"2017","600 level course","International Studies"
"2018-19","2019",201803,"Spring",31548,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Upper Division",68,1.6,17,"2019","200 level course","Computer & Information Science"
"2016-17","2017",201601,"Winter",25461,"E","I","Russian & East European Studies","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",4,0.148148148,2,"2017","600 level course","Russian, East European, & Eurasian Studies"
"2018-19","2019",201801,"Fall",10249,"L","I","Asian Studies","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Lower Division",4,0.088888889,1,"2018","100 level course","Asian Studies"
"2017-18","2018",201702,"Fall",12734,"L","I","Greek","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",8,0.177777778,2,"2017","300 level course","Classics"
"2017-18","2018",201703,"Spring",32522,"L","I","Hebrew","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Upper Division",8,0.177777778,2,"2018","100 level course","Judaic Studies"
"2015-16","2016",201501,"Fall",11598,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",152,4.088888889,37,"2015","300 level course","Computer & Information Science"
"2015-16","2016",201502,"Winter",23335,"L","I","Judaic Studies","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",8,0.177777778,2,"2016","300 level course","Judaic Studies"
"2013-14","2014",201303,"Winter",24526,"L","I","Judaic Studies","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",4,0.088888889,1,"2014","200 level course","Judaic Studies"
"2015-16","2016",201502,"Winter",26355,"L","I","Russian & East European Studies","Regular","Graduate","Graduate","1","1","1","500","Masters",8,0.222222222,2,"2016","500 level course","Russian, East European, & Eurasian Studies"
"2013-14","2015",201304,"Summer",46209,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",4,0.088888889,1,"2014","200 level course","Computer & Information Science"
"2015-16","2016",201502,"Spring",32613,"L","I","Hebrew","Regular","Graduate","Undergraduate","1","1","1","Lower Division","Masters",5,0.138888889,1,"2016","100 level course","Judaic Studies"
"2017-18","2018",201702,"Winter",27579,"L","I","Judaic Studies","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Upper Division",24,0.533333333,6,"2018","200 level course","Judaic Studies"
"2015-16","2016",201502,"Winter",26539,"L","I","Hebrew","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",4,0.088888889,1,"2016","100 level course","Judaic Studies"
"2018-19","2019",201801,"Winter",26648,"L","I","Humanities","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Upper Division",40,0.888888889,10,"2019","200 level course","Humanities Program"
"2019-20","2020",201901,"Winter",22986,"L","I","Russian & East European Studies","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",4,0.088888889,1,"2020","300 level course","Russian, East European, & Eurasian Studies"
"2018-19","2019",201803,"Spring",30846,"L","I","Asian Studies","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",44,0.977777778,11,"2019","300 level course","Asian Studies"
"2017-18","2018",201703,"Spring",35810,"L","I","Russian & East European Studies","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",4,0.088888889,1,"2018","400 level course","Russian, East European, & Eurasian Studies"
"2016-17","2017",201601,"Fall",12702,"L","I","Greek","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",4,0.088888889,1,"2016","300 level course","Classics"
"2013-14","2014",201302,"Spring",35809,"L","I","Judaic Studies","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Lower Division",12,0.266666667,3,"2014","200 level course","Judaic Studies"
"2016-17","2017",201603,"Spring",31609,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",188,3.555555556,47,"2017","300 level course","Computer & Information Science"
"2015-16","2016",201503,"Winter",26539,"L","I","Hebrew","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",4,0.088888889,1,"2016","300 level course","Judaic Studies"
"2016-17","2017",201602,"Fall",12702,"L","I","Greek","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",10,0.222222222,2,"2016","300 level course","Classics"
"2018-19","2019",201803,"Spring",36307,"L","I","Asian Studies","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",12,0.266666667,3,"2019","100 level course","Asian Studies"
"2015-16","2016",201501,"Winter",21671,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",32,0.711111111,8,"2016","300 level course","Computer & Information Science"
"2014-15","2015",201401,"Winter",22605,"L","I","Greek","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",5,0.111111111,1,"2015","100 level course","Classics"
"2018-19","2019",201803,"Winter",23342,"L","I","Hebrew","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",4,0.088888889,1,"2019","300 level course","Judaic Studies"
"2016-17","2017",201601,"Fall",12699,"L","I","Greek","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",10,0.222222222,2,"2016","300 level course","Classics"
"2015-16","2016",201502,"Spring",32606,"L","I","Greek","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",8,0.177777778,2,"2016","300 level course","Classics"
"2016-17","2017",201603,"Spring",35969,"L","I","Judaic Studies","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Lower Division",8,0.177777778,2,"2017","300 level course","Judaic Studies"
"2016-17","2017",201602,"Winter",27361,"L","I","Asian Studies","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Lower Division",28,0.622222222,7,"2017","300 level course","Asian Studies"
"2014-15","2015",201403,"Spring",30807,"S","I","Asian Studies","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Lower Division",4,0.088888889,1,"2015","300 level course","Asian Studies"
"2019-20","2020",201902,"Fall",17190,"L","I","Asian Studies","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Lower Division",8,0.177777778,2,"2019","300 level course","Asian Studies"
"2016-17","2017",201602,"Spring",31609,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Lower Division",8,0.177777778,2,"2017","200 level course","Computer & Information Science"
"2018-19","2019",201803,"Fall",12770,"L","I","Hebrew","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",8,0.177777778,2,"2018","100 level course","Judaic Studies"
"2015-16","2016",201501,"Winter",26020,"L","I","Russian & East European Studies","Regular","Graduate","Graduate","0","1","1","500","Masters",8,0.222222222,3,"2016","500 level course","Russian, East European, & Eurasian Studies"
"2016-17","2017",201601,"Winter",22775,"L","I","Hebrew","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Lower Division",4,0.088888889,1,"2017","100 level course","Judaic Studies"
"2014-15","2016",201404,"Summer",40647,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Upper Division",24,0.533333333,6,"2015","200 level course","Computer & Information Science"
"2015-16","2016",201503,"Fall",13395,"L","I","Judaic Studies","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",4,0.088888889,1,"2015","300 level course","Judaic Studies"
"2017-18","2018",201703,"Fall",12733,"N","I","Greek","Regular","Graduate","Graduate","1","1","1","600/700","Masters",1,0.0277778,1,"2017","600 level course","Classics"
"2015-16","2016",201502,"Winter",27383,"L","I","Asian Studies","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",12,0.266666667,3,"2016","300 level course","Asian Studies"
"2018-19","2019",201801,"Winter",20966,"S","I","Asian Studies","Regular","Graduate","Graduate","0","1","1","600/700","Doctoral",8,0.222222222,2,"2019","600 level course","Asian Studies"
"2018-19","2019",201803,"Spring",31544,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Lower Division",4,0.088888889,1,"2019","200 level course","Computer & Information Science"
"2015-16","2016",201502,"Winter",20925,"S","I","Asian Studies","Regular","Graduate","Graduate","1","1","1","600/700","Masters",2,0.074074074,2,"2016","600 level course","Asian Studies"
"2017-18","2018",201701,"Winter",22282,"L","I","Asian Studies","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",20,0.444444444,5,"2018","100 level course","Asian Studies"
"2018-19","2019",201803,"Spring",30846,"L","I","Asian Studies","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",44,0.977777778,11,"2019","400 level course","Asian Studies"
"2016-17","2017",201602,"Spring",30865,"S","I","Asian Studies","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",36,0.8,9,"2017","300 level course","Asian Studies"
"2013-14","2015",201304,"Summer",48124,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",16,0.355555556,4,"2014","200 level course","Computer & Information Science"
"2019-20","2020",201902,"Fall",17190,"L","I","Hebrew","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",28,0.622222222,7,"2019","100 level course","Judaic Studies"
"2017-18","2018",201702,"Spring",32515,"L","I","Greek","Regular","Graduate","Undergraduate","0","1","1","Upper Division","Masters",4,0.111111111,1,"2018","400 level course","Classics"
"2013-14","2014",201302,"Winter",28327,"L","I","Judaic Studies","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Lower Division",16,0.355555556,4,"2014","300 level course","Judaic Studies"
"2018-19","2020",201804,"Summer",40885,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",44,0.977777778,11,"2019","200 level course","Computer & Information Science"
"2017-18","2018",201703,"Winter",27579,"S","I","Humanities","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2018","300 level course","Humanities Program"
"2017-18","2019",201704,"Summer",42506,"N","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",24,0.533333333,6,"2018","400 level course","Computer & Information Science"
"2013-14","2014",201302,"Spring",35196,"L","I","Greek","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",15,0.333333333,3,"2014","100 level course","Classics"
"2016-17","2017",201601,"Winter",22770,"L","I","Greek","Regular","Graduate","Graduate","1","1","1","500","Masters",4,0.111111111,1,"2017","500 level course","Classics"
"2017-18","2019",201704,"Summer",42506,"U","V","Asian Studies","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",60,1.333333333,15,"2018","100 level course","Asian Studies"
"2017-18","2018",201703,"Winter",27287,"S","I","Asian Studies","Regular","Graduate","Graduate","1","1","1","500","Masters",4,0.111111111,1,"2018","500 level course","Asian Studies"
"2018-19","2019",201802,"Winter",23334,"L","I","Greek","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2019","300 level course","Classics"
"2014-15","2015",201402,"Winter",21570,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",88,1.688888889,19,"2015","300 level course","Computer & Information Science"
"2016-17","2017",201602,"Fall",12704,"L","I","Hebrew","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",8,0.177777778,2,"2016","100 level course","Judaic Studies"
"2013-14","2014",201302,"Winter",21551,"I","I","African Studies","Regular","Graduate","Graduate","1","1","1","600/700","Masters",4,0.111111111,1,"2014","600 level course","International Studies"
"2017-18","2018",201701,"Winter",21570,"I","I","Asian Studies","Regular","Graduate","Graduate","1","1","1","500","Masters",4,0.111111111,1,"2018","500 level course","Asian Studies"
"2016-17","2017",201602,"Fall",12696,"L","I","Greek","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",4,0.088888889,1,"2016","300 level course","Classics"
"2019-20","2020",201901,"Winter",22730,"L","I","Hebrew","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",4,0.088888889,1,"2020","100 level course","Judaic Studies"
"2014-15","2015",201401,"Fall",12819,"L","I","Greek","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",20,0.444444444,4,"2014","300 level course","Classics"
"2013-14","2014",201303,"Winter",23919,"L","I","Greek","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",4,0.088888889,1,"2014","100 level course","Classics"
"2018-19","2019",201802,"Spring",30846,"I","I","Judaic Studies","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",8,0.177777778,2,"2019","400 level course","Judaic Studies"
"2019-20","2020",201902,"Winter",26841,"S","I","African Studies","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",32,0.711111111,8,"2020","300 level course","International Studies"
"2017-18","2018",201703,"Spring",31564,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",4,0.088888889,1,"2018","200 level course","Computer & Information Science"
"2018-19","2019",201803,"Spring",36306,"S","I","Asian Studies","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Lower Division",20,0.444444444,5,"2019","300 level course","Asian Studies"
"2016-17","2017",201601,"Fall",12696,"L","I","Greek","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",4,0.088888889,1,"2016","400 level course","Classics"
"2018-19","2019",201803,"Winter",21631,"I","I","African Studies","Regular","Graduate","Graduate","1","1","1","600/700","Masters",1,0.0277778,1,"2019","500 level course","International Studies"
"2017-18","2018",201701,"Spring",36796,"L","I","African Studies","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",28,0.622222222,7,"2018","200 level course","International Studies"
"2018-19","2019",201801,"Fall",12763,"L","I","Greek","Regular","Graduate","Undergraduate","0","0","1","Upper Division","Doctoral",4,0.148148148,1,"2018","400 level course","Classics"
"2014-15","2015",201401,"Fall",16858,"L","I","Russian & East European Studies","Regular","Graduate","Graduate","1","1","1","500","Doctoral",12,0.333333333,3,"2014","500 level course","Russian, East European, & Eurasian Studies"
"2013-14","2014",201303,"Spring",38865,"S","I","Asian Studies","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",4,0.088888889,1,"2014","400 level course","Asian Studies"
"2018-19","2019",201803,"Winter",23334,"L","I","Greek","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2019","400 level course","Classics"
"2013-14","2014",201303,"Winter",24526,"L","I","Judaic Studies","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",4,0.088888889,1,"2014","200 level course","Judaic Studies"
"2017-18","2018",201703,"Fall",11703,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",56,1.244444444,14,"2017","300 level course","Computer & Information Science"
"2018-19","2019",201803,"Winter",27282,"S","I","Asian Studies","Regular","Graduate","Graduate","1","1","1","600/700","Masters",9,0.25,2,"2019","600 level course","Asian Studies"
"2016-17","2017",201602,"Winter",26363,"L","I","Judaic Studies","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Lower Division",4,0.088888889,1,"2017","200 level course","Judaic Studies"
"2018-19","2019",201801,"Winter",26648,"L","I","Humanities","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Lower Division",4,0.088888889,1,"2019","200 level course","Humanities Program"
"2018-19","2019",201803,"Spring",36306,"S","I","Asian Studies","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Lower Division",24,0.533333333,5,"2019","300 level course","Asian Studies"
"2017-18","2018",201703,"Fall",11703,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",8,0.177777778,2,"2017","300 level course","Computer & Information Science"
"2014-15","2015",201401,"Spring",36423,"S","I","African Studies","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Lower Division",28,0.622222222,7,"2015","100 level course","International Studies"
"2019-20","2020",201901,"Fall",12708,"L","I","Greek","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Upper Division",4,0.088888889,1,"2019","100 level course","Classics"
"2018-19","2020",201804,"Summer",40545,"U","V","Asian Studies","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",8,0.177777778,2,"2019","100 level course","Asian Studies"
"2016-17","2017",201602,"Fall",12702,"L","I","Greek","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Upper Division",4,0.088888889,1,"2016","100 level course","Classics"
"2015-16","2016",201502,"Spring",30846,"S","I","Asian Studies","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",28,0.622222222,7,"2016","300 level course","Asian Studies"
"2017-18","2018",201703,"Fall",12739,"L","I","Greek","Regular","Graduate","Graduate","1","1","1","500","Masters",12,0.333333333,3,"2017","500 level course","Classics"
"2018-19","2019",201802,"Spring",32737,"L","I","Russian & East European Studies","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",12,0.266666667,3,"2019","300 level course","Russian, East European, & Eurasian Studies"
"2018-19","2019",201803,"Spring",33041,"L","I","Judaic Studies","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",24,0.533333333,6,"2019","300 level course","Judaic Studies"
"2015-16","2016",201502,"Spring",35299,"I","I","Asian Studies","Regular","Graduate","Graduate","1","1","1","500","Masters",5,0.138888889,2,"2016","500 level course","Asian Studies"
"2018-19","2020",201804,"Summer",40885,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Upper Division",16,0.355555556,4,"2019","200 level course","Computer & Information Science"
"2013-14","2014",201302,"Winter",26483,"L","I","Judaic Studies","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",16,0.355555556,4,"2014","300 level course","Judaic Studies"
"2018-19","2019",201803,"Spring",36306,"S","I","Asian Studies","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",16,0.355555556,4,"2019","400 level course","Asian Studies"
"2017-18","2018",201702,"Spring",32515,"L","I","Greek","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",4,0.088888889,1,"2018","400 level course","Classics"
