"academic_year","fiscal_year","sort_term","term","crn","type","location","credit_subject","credit_type","student_level","course_level","same_dept_flag","same_college_flag","same_college_flag_cas","course_level_detail","student_level_detail","credit","fte","headcount","year","course_number_cat","department"
"2019-20","2020",201902,"Winter",25763,"I","I","Swahili","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",4,0.088888889,1,"2020","400 level course","International Studies"
"2013-14","2014",201302,"Winter",26520,"L","I","Romance Languages","Regular","Graduate","Graduate","1","1","1","500","Masters",22,0.611111111,6,"2014","500 level course","Romance Languages"
"2018-19","2019",201802,"Winter",26955,"S","D","Oregon Institute of Marine Biology","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",6,0.222222222,7,"2019","600 level course","Biology"
"2019-20","2020",201901,"Fall",11106,"L","D","Oregon Institute of Marine Biology","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",50,1.111111111,10,"2019","400 level course","Biology"
"2015-16","2017",201504,"Summer",42644,"U","V","Folklore","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",8,0.177777778,2,"2016","200 level course","Folklore"
"2019-20","2020",201901,"Fall",11109,"L","D","Oregon Institute of Marine Biology","Regular","Graduate","Graduate","0","0","0","500","Masters",2,0.0555556,1,"2019","500 level course","Biology"
"2015-16","2017",201504,"Summer",40348,"L","D","Oregon Institute of Marine Biology","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",16,0.355555556,3,"2016","300 level course","Biology"
"2017-18","2018",201703,"Winter",25923,"E","I","Romance Languages","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",2,0.0444444,1,"2018","400 level course","Romance Languages"
"2016-17","2017",201603,"Fall",15074,"L","I","Portuguese","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",10,0.222222222,2,"2016","100 level course","Romance Languages"
"2016-17","2017",201601,"Fall",11148,"N","D","Oregon Institute of Marine Biology","Regular","Graduate","Graduate","1","1","1","600/700","Masters",5,0.138888889,1,"2016","600 level course","Biology"
"2016-17","2018",201604,"Summer",40408,"L","D","Oregon Institute of Marine Biology","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",56,1.244444444,7,"2017","400 level course","Biology"
"2015-16","2016",201502,"Spring",33411,"L","I","Latin","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",4,0.088888889,1,"2016","400 level course","Classics"
"2013-14","2015",201304,"Summer",46473,"L","I","Folklore","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",12,0.266666667,3,"2014","400 level course","Folklore"
"2017-18","2019",201704,"Summer",40363,"S","D","Oregon Institute of Marine Biology","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",2,0.0444444,1,"2018","400 level course","Biology"
"2013-14","2014",201302,"Winter",26886,"L","I","Swedish","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Upper Division",10,0.222222222,2,"2014","100 level course","German Languages & Literature"
"2016-17","2018",201604,"Summer",40406,"L","D","Oregon Institute of Marine Biology","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",18,0.422222222,8,"2017","400 level course","Biology"
"2017-18","2018",201702,"Fall",13504,"L","I","Latin","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Lower Division",15,0.333333333,3,"2017","100 level course","Classics"
"2018-19","2019",201801,"Winter",27938,"L","S","CAS College Scholars Program","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",36,0.8,9,"2019","400 level course","Freshman Honors Colloquium"
"2015-16","2016",201502,"Fall",15425,"I","I","Romance Languages","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",12,0.266666667,3,"2015","400 level course","Romance Languages"
"2013-14","2014",201302,"Winter",27179,"L","I","Scandinavian","Regular","Graduate","Undergraduate","0","0","0","Upper Division","Masters",8,0.222222222,2,"2014","300 level course","German Languages & Literature"
"2017-18","2018",201702,"Fall",11205,"L","D","Oregon Institute of Marine Biology","Regular","Graduate","Graduate","1","1","1","500","Masters",10,0.277777778,2,"2017","500 level course","Biology"
"2019-20","2020",201902,"Fall",15788,"L","I","Swahili","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Lower Division",10,0.222222222,2,"2019","100 level course","International Studies"
"2017-18","2018",201701,"Fall",16134,"L","I","Scandinavian","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",60,1.333333333,16,"2017","300 level course","German Languages & Literature"
"2013-14","2014",201302,"Winter",27238,"L","I","East Asian Languages & Literature","Regular","Graduate","Graduate","1","1","1","500","Masters",4,0.111111111,1,"2014","500 level course","E Asian Languages & Literature"
"2015-16","2016",201503,"Winter",21258,"S","I","CAS College Scholars Program","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",2,0.0444444,1,"2016","400 level course","Freshman Honors Colloquium"
"2016-17","2017",201601,"Spring",35573,"I","I","Swahili","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",4,0.088888889,1,"2017","400 level course","International Studies"
"2016-17","2017",201603,"Fall",11844,"L","I","East Asian Languages & Literature","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",24,0.533333333,6,"2016","200 level course","E Asian Languages & Literature"
"2013-14","2014",201303,"Winter",26514,"E","I","Romance Languages","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",10,0.222222222,5,"2014","400 level course","Romance Languages"
"2019-20","2020",201902,"Winter",25106,"L","I","Portuguese","Regular","Graduate","Undergraduate","1","1","1","Lower Division","Doctoral",4,0.148148148,1,"2020","200 level course","Romance Languages"
"2018-19","2019",201803,"Fall",16726,"S","I","Romance Languages","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",8,0.177777778,2,"2018","400 level course","Romance Languages"
"2014-15","2016",201404,"Summer",41937,"L","I","Folklore","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",16,0.355555556,4,"2015","400 level course","Folklore"
"2019-20","2020",201902,"Fall",11157,"N","D","Oregon Institute of Marine Biology","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",10,0.37037037,1,"2019","600 level course","Biology"
"2016-17","2017",201603,"Fall",15737,"L","I","Swedish","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",4,0.088888889,1,"2016","400 level course","German Languages & Literature"
"2013-14","2014",201303,"Spring",33742,"N","D","Oregon Institute of Marine Biology","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",29,1.074074074,2,"2014","600 level course","Biology"
"2013-14","2014",201302,"Winter",22454,"S","I","CAS College Scholars Program","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",1,0.0222222,1,"2014","100 level course","Freshman Honors Colloquium"
"2018-19","2019",201803,"Winter",26403,"L","I","Swahili","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Lower Division",15,0.333333333,3,"2019","100 level course","International Studies"
"2016-17","2017",201602,"Spring",31206,"L","I","CAS College Scholars Program","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",16,0.355555556,3,"2017","100 level course","Freshman Honors Colloquium"
"2018-19","2019",201802,"Fall",15752,"L","I","Swedish","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Upper Division",12,0.266666667,3,"2018","200 level course","German Languages & Literature"
"2017-18","2018",201701,"Spring",35996,"L","I","Folklore","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",4,0.088888889,1,"2018","400 level course","Folklore"
"2016-17","2017",201602,"Fall",16973,"L","I","Folklore","Regular","Graduate","Graduate","0","0","1","500","Masters",4,0.111111111,1,"2016","500 level course","Folklore"
"2016-17","2017",201603,"Winter",23543,"L","I","Latin","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",24,0.533333333,6,"2017","400 level course","Classics"
"2014-15","2015",201403,"Winter",21171,"S","D","Oregon Institute of Marine Biology","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",4,0.148148148,4,"2015","600 level course","Biology"
"2015-16","2016",201503,"Winter",25736,"L","I","Swahili","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",5,0.111111111,1,"2016","200 level course","International Studies"
"2013-14","2014",201303,"Winter",26569,"L","I","Scandinavian","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",52,1.155555556,13,"2014","300 level course","German Languages & Literature"
"2017-18","2018",201703,"Fall",15454,"L","I","Scandinavian","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Lower Division",8,0.177777778,2,"2017","200 level course","German Languages & Literature"
"2014-15","2015",201402,"Fall",11981,"L","I","East Asian Languages & Literature","Regular","Graduate","Graduate","1","1","1","500","Masters",4,0.111111111,2,"2014","500 level course","E Asian Languages & Literature"
"2014-15","2015",201401,"Spring",31145,"S","I","CAS College Scholars Program","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",4,0.088888889,2,"2015","400 level course","Freshman Honors Colloquium"
"2017-18","2018",201701,"Spring",33223,"L","I","Latin","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Lower Division",5,0.111111111,1,"2018","100 level course","Classics"
"2013-14","2014",201302,"Winter",22449,"N","I","CAS College Scholars Program","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Lower Division",40,0.888888889,10,"2014","100 level course","Freshman Honors Colloquium"
"2018-19","2019",201801,"Spring",36437,"L","I","Folklore","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",16,0.355555556,4,"2019","300 level course","Folklore"
"2016-17","2017",201601,"Fall",11853,"L","I","East Asian Languages & Literature","Regular","Graduate","Graduate","0","1","1","500","Doctoral",2,0.074074074,2,"2016","500 level course","E Asian Languages & Literature"
"2013-14","2014",201303,"Spring",33781,"S","I","CAS College Scholars Program","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",8,0.177777778,4,"2014","400 level course","Freshman Honors Colloquium"
"2015-16","2016",201501,"Winter",26153,"L","I","Scandinavian","Regular","Graduate","Undergraduate","0","0","0","Upper Division","Masters",4,0.111111111,1,"2016","300 level course","German Languages & Literature"
"2019-20","2020",201901,"Fall",15123,"L","I","Portuguese","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Lower Division",16,0.355555556,4,"2019","100 level course","Romance Languages"
"2015-16","2016",201501,"Spring",35647,"L","I","Swahili","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",15,0.333333333,3,"2016","100 level course","International Studies"
"2019-20","2020",201902,"Fall",11884,"L","I","East Asian Languages & Literature","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",10,0.222222222,2,"2019","200 level course","E Asian Languages & Literature"
"2018-19","2019",201803,"Spring",33192,"L","I","Latin","Regular","Graduate","Graduate","0","0","0","500","Masters",5,0.138888889,1,"2019","500 level course","Classics"
"2015-16","2016",201502,"Spring",32342,"I","I","Folklore","Regular","Graduate","Graduate","1","1","1","600/700","Masters",14,0.388888889,4,"2016","600 level course","Folklore"
"2017-18","2018",201702,"Spring",35492,"L","I","Swahili","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",5,0.111111111,1,"2018","200 level course","International Studies"
"2018-19","2019",201801,"Fall",15461,"L","I","Scandinavian","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Lower Division",28,0.622222222,7,"2018","200 level course","German Languages & Literature"
"2014-15","2015",201401,"Winter",21175,"S","I","CAS College Scholars Program","Regular","Graduate","Graduate","1","1","1","500","Masters",2,0.0555556,1,"2015","500 level course","Freshman Honors Colloquium"
"2014-15","2016",201404,"Summer",40400,"L","D","Oregon Institute of Marine Biology","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",2,0.0444444,1,"2015","400 level course","Biology"
"2017-18","2018",201701,"Spring",37057,"S","I","Romance Languages","Regular","Graduate","Graduate","0","0","1","600/700","Doctoral",4,0.148148148,1,"2018","600 level course","Romance Languages"
"2013-14","2015",201304,"Summer",46463,"I","I","Romance Languages","Regular","Graduate","Graduate","1","1","1","600/700","Masters",8,0.222222222,6,"2014","600 level course","Romance Languages"
"2015-16","2017",201504,"Summer",41252,"L","I","Latin","Regular","Graduate","Undergraduate","0","1","1","Lower Division","Masters",5,0.138888889,1,"2016","100 level course","Classics"
"2015-16","2016",201501,"Fall",11080,"L","D","Oregon Institute of Marine Biology","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",70,1.6,18,"2015","400 level course","Biology"
"2013-14","2014",201302,"Winter",26574,"L","I","Scandinavian","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",8,0.177777778,2,"2014","300 level course","German Languages & Literature"
"2016-17","2017",201601,"Fall",16557,"L","I","Folklore","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",24,0.533333333,6,"2016","200 level course","Folklore"
"2014-15","2015",201401,"Fall",15160,"L","I","Portuguese","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",5,0.111111111,1,"2014","100 level course","Romance Languages"
"2018-19","2019",201803,"Spring",36446,"L","I","Folklore","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",8,0.177777778,2,"2019","400 level course","Folklore"
"2017-18","2018",201702,"Winter",21907,"S","I","East Asian Languages & Literature","Regular","Graduate","Graduate","0","1","1","600/700","Masters",10,0.277777778,2,"2018","600 level course","E Asian Languages & Literature"
"2017-18","2018",201702,"Fall",11919,"L","I","East Asian Languages & Literature","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Upper Division",20,0.444444444,5,"2017","200 level course","E Asian Languages & Literature"
"2014-15","2015",201403,"Winter",26819,"L","I","Scandinavian","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",16,0.355555556,4,"2015","300 level course","German Languages & Literature"
"2016-17","2017",201601,"Fall",11853,"I","I","East Asian Languages & Literature","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",2,0.0444444,1,"2016","400 level course","E Asian Languages & Literature"
"2013-14","2014",201303,"Winter",28307,"L","I","Scandinavian","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",16,0.355555556,4,"2014","300 level course","German Languages & Literature"
"2018-19","2019",201803,"Spring",31030,"I","D","Oregon Institute of Marine Biology","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",8,0.177777778,2,"2019","400 level course","Biology"
"2016-17","2017",201603,"Fall",16067,"S","I","East Asian Languages & Literature","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",8,0.177777778,3,"2016","400 level course","E Asian Languages & Literature"
"2015-16","2016",201501,"Spring",36440,"L","I","CAS College Scholars Program","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Lower Division",4,0.088888889,2,"2016","100 level course","Freshman Honors Colloquium"
"2015-16","2016",201501,"Fall",12443,"I","I","Folklore","Regular","Graduate","Graduate","1","1","1","600/700","Masters",16,0.472222222,5,"2015","600 level course","Folklore"
"2016-17","2017",201601,"Fall",17354,"N","D","Oregon Institute of Marine Biology","Regular","Graduate","Graduate","1","1","1","600/700","Masters",22,0.611111111,2,"2016","600 level course","Biology"
"2014-15","2015",201403,"Winter",25317,"S","I","Romance Languages","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",12,0.266666667,3,"2015","400 level course","Romance Languages"
"2014-15","2016",201404,"Summer",40375,"S","D","Oregon Institute of Marine Biology","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",2,0.0444444,2,"2015","400 level course","Biology"
"2016-17","2017",201601,"Fall",16973,"L","I","Folklore","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",44,0.977777778,11,"2016","400 level course","Folklore"
"2017-18","2018",201702,"Spring",35153,"E","I","Romance Languages","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",4,0.088888889,2,"2018","400 level course","Romance Languages"
"2016-17","2017",201601,"Fall",12388,"L","I","Folklore","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Lower Division",14,0.311111111,3,"2016","200 level course","Folklore"
"2014-15","2015",201402,"Spring",36112,"L","I","Portuguese","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Lower Division",5,0.111111111,1,"2015","100 level course","Romance Languages"
"2014-15","2015",201403,"Winter",21172,"S","I","CAS College Scholars Program","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Lower Division",11,0.244444444,11,"2015","100 level course","Freshman Honors Colloquium"
"2017-18","2018",201702,"Spring",31190,"S","I","CAS College Scholars Program","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Lower Division",6,0.133333333,3,"2018","400 level course","Freshman Honors Colloquium"
"2016-17","2017",201601,"Fall",17375,"N","D","Oregon Institute of Marine Biology","Regular","Graduate","Graduate","1","1","1","600/700","Masters",12,0.333333333,2,"2016","600 level course","Biology"
"2019-20","2020",201902,"Fall",15461,"E","I","Romance Languages","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",4,0.088888889,2,"2019","400 level course","Romance Languages"
"2015-16","2016",201501,"Spring",36630,"L","I","Folklore","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Lower Division",1,0.0222222,1,"2016","100 level course","Folklore"
"2017-18","2018",201701,"Winter",24008,"L","I","Latin","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Lower Division",10,0.222222222,2,"2018","300 level course","Classics"
"2018-19","2020",201804,"Summer",40639,"I","D","Oregon Institute of Marine Biology","Regular","Graduate","Graduate","1","1","1","500","Masters",4,0.111111111,1,"2019","500 level course","Biology"
"2013-14","2014",201303,"Winter",24693,"L","I","Latin","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",36,0.8,7,"2014","300 level course","Classics"
"2014-15","2015",201401,"Winter",21176,"S","D","Oregon Institute of Marine Biology","Regular","Graduate","Graduate","1","1","1","600/700","Masters",3,0.083333333,3,"2015","600 level course","Biology"
"2016-17","2017",201601,"Fall",11844,"L","I","East Asian Languages & Literature","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Lower Division",20,0.444444444,5,"2016","200 level course","E Asian Languages & Literature"
"2014-15","2015",201401,"Winter",23449,"I","I","Latin","Regular","Graduate","Graduate","1","1","1","600/700","Masters",13,0.388888889,3,"2015","600 level course","Classics"
"2015-16","2017",201504,"Summer",40348,"L","D","Oregon Institute of Marine Biology","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",5,0.111111111,1,"2016","400 level course","Biology"
"2013-14","2014",201302,"Winter",26884,"L","I","Swahili","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Masters",5,0.138888889,1,"2014","200 level course","International Studies"
"2015-16","2016",201501,"Winter",25042,"I","I","Portuguese","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",4,0.088888889,1,"2016","400 level course","Romance Languages"
