"academic_year","fiscal_year","sort_term","term","crn","type","location","credit_subject","credit_type","student_level","course_level","same_dept_flag","same_college_flag","same_college_flag_cas","course_level_detail","student_level_detail","credit","fte","headcount","year","course_number_cat","department"
"2018-19","2020",201804,"Summer",41476,"U","V","Linguistics","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",20,0.444444444,5,"2019","400 level course","Linguistics"
"2018-19","2019",201802,"Spring",36324,"S","I","Women's & Gender Studies","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",4,0.088888889,1,"2019","400 level course","Women's, Gender And Sexuality Studies"
"2016-17","2017",201602,"Spring",36040,"L","I","Comparative Literature","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",4,0.088888889,1,"2017","300 level course","Comparative Literature"
"2016-17","2017",201602,"Fall",13082,"L","I","International Studies","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",88,1.955555556,22,"2016","300 level course","International Studies"
"2018-19","2020",201804,"Summer",42478,"L","I","International Studies","Regular","Graduate","Graduate","1","1","1","600/700","Masters",4,0.111111111,1,"2019","600 level course","International Studies"
"2018-19","2019",201803,"Fall",11733,"L","I","Comparative Literature","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",44,0.977777778,11,"2018","300 level course","Comparative Literature"
"2015-16","2016",201503,"Spring",36595,"A","I","Theater Arts","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",4,0.088888889,1,"2016","400 level course","Theatre Arts"
"2014-15","2015",201401,"Winter",22876,"L","I","Human Physiology","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",1240,26.33333333,248,"2015","300 level course","Human Physiology"
"2017-18","2018",201703,"Spring",35696,"L","I","Writing","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Lower Division",4,0.088888889,1,"2018","100 level course","English"
"2013-14","2015",201304,"Summer",46701,"L","I","International Studies","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",8,0.177777778,1,"2014","400 level course","International Studies"
"2016-17","2017",201603,"Fall",15950,"L","I","Writing","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",40,0.888888889,10,"2016","100 level course","English"
"2016-17","2017",201601,"Fall",11485,"I","I","Chinese","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",13,0.518518519,4,"2016","600 level course","E Asian Languages & Literature"
"2015-16","2016",201502,"Spring",35670,"A","I","Human Physiology","Regular","Graduate","Graduate","1","1","1","500","Masters",2,0.0555556,1,"2016","500 level course","Human Physiology"
"2017-18","2018",201703,"Spring",36722,"L","I","International Studies","Regular","Graduate","Graduate","0","1","1","500","Masters",4,0.111111111,1,"2018","500 level course","International Studies"
"2013-14","2014",201302,"Spring",38341,"L","I","Writing","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Upper Division",4,0.088888889,1,"2014","100 level course","English"
"2018-19","2019",201803,"Fall",11726,"L","I","Comparative Literature","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",60,1.333333333,15,"2018","200 level course","Comparative Literature"
"2019-20","2020",201901,"Fall",16763,"L","I","International Studies","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",8,0.177777778,2,"2019","400 level course","International Studies"
"2019-20","2020",201901,"Fall",12909,"L","I","Human Physiology","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",5,0.111111111,1,"2019","300 level course","Human Physiology"
"2018-19","2019",201802,"Winter",22227,"L","I","Chinese","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Lower Division",10,0.222222222,2,"2019","300 level course","E Asian Languages & Literature"
"2018-19","2020",201804,"Summer",41065,"E","I","Environmental Studies","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",149,3.288888889,37,"2019","400 level course","Environmental Studies"
"2017-18","2018",201703,"Fall",11537,"L","I","Chinese","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Upper Division",40,0.888888889,10,"2017","100 level course","E Asian Languages & Literature"
"2016-17","2017",201603,"Spring",35768,"L","I","Writing","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Lower Division",28,0.622222222,7,"2017","100 level course","English"
"2019-20","2020",201902,"Fall",13523,"L","I","Linguistics","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Upper Division",12,0.266666667,3,"2019","200 level course","Linguistics"
"2015-16","2016",201501,"Spring",36758,"L","I","International Studies","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",8,0.177777778,2,"2016","400 level course","International Studies"
"2015-16","2017",201504,"Summer",42054,"U","V","Women's & Gender Studies","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",28,0.622222222,7,"2016","300 level course","Women's, Gender And Sexuality Studies"
"2016-17","2017",201601,"Fall",12189,"L","I","Environmental Studies","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",60,1.333333333,15,"2016","300 level course","Environmental Studies"
"2017-18","2018",201701,"Fall",15837,"L","I","Women's & Gender Studies","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Lower Division",36,0.8,9,"2017","300 level course","Women's, Gender And Sexuality Studies"
"2016-17","2017",201602,"Spring",36577,"L","I","Linguistics","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",12,0.266666667,3,"2017","200 level course","Linguistics"
"2017-18","2018",201702,"Spring",32716,"I","I","Human Physiology","Regular","Graduate","Graduate","1","1","1","600/700","Masters",4,0.111111111,1,"2018","600 level course","Human Physiology"
"2016-17","2018",201604,"Summer",42360,"U","V","International Studies","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",4,0.088888889,1,"2017","100 level course","International Studies"
"2018-19","2019",201802,"Fall",11722,"L","I","Comparative Literature","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",4,0.088888889,1,"2018","200 level course","Comparative Literature"
"2015-16","2016",201503,"Spring",31399,"L","I","Chinese","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Masters",5,0.138888889,1,"2016","100 level course","E Asian Languages & Literature"
"2017-18","2018",201702,"Winter",24174,"N","I","Linguistics","Regular","Graduate","Graduate","1","1","1","600/700","Masters",9,0.25,3,"2018","600 level course","Linguistics"
"2014-15","2015",201402,"Fall",13117,"E","I","Human Physiology","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",5,0.111111111,3,"2014","400 level course","Human Physiology"
"2014-15","2015",201403,"Spring",36850,"S","I","Linguistics","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Lower Division",4,0.088888889,1,"2015","100 level course","Linguistics"
"2013-14","2015",201304,"Summer",48109,"L","I","Linguistics","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",40,0.866666667,10,"2014","400 level course","Linguistics"
"2015-16","2016",201502,"Fall",17225,"L","I","Environmental Studies","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",76,1.688888889,19,"2015","400 level course","Environmental Studies"
"2017-18","2018",201703,"Winter",27164,"L","I","Environmental Studies","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",24,0.533333333,6,"2018","400 level course","Environmental Studies"
"2015-16","2016",201501,"Winter",25985,"I","I","Writing","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",1,0.0222222,1,"2016","100 level course","English"
"2017-18","2018",201703,"Fall",15896,"L","I","Writing","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",40,0.888888889,10,"2017","100 level course","English"
"2014-15","2015",201403,"Spring",32784,"L","I","Human Physiology","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",207,4.6,62,"2015","100 level course","Human Physiology"
"2016-17","2017",201603,"Winter",21813,"L","I","Comparative Literature","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",8,0.177777778,2,"2017","300 level course","Comparative Literature"
"2013-14","2014",201303,"Spring",38358,"L","I","Writing","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",72,1.6,18,"2014","300 level course","English"
"2018-19","2019",201801,"Spring",32799,"L","I","International Studies","Regular","Graduate","Graduate","0","0","0","500","Masters",4,0.111111111,1,"2019","500 level course","International Studies"
"2017-18","2018",201701,"Spring",35619,"L","I","Writing","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Upper Division",16,0.355555556,4,"2018","100 level course","English"
"2016-17","2017",201603,"Fall",15929,"L","I","Writing","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Lower Division",28,0.622222222,7,"2016","100 level course","English"
"2016-17","2017",201603,"Fall",17087,"U","V","Writing","Self-Support","Undergraduate","Undergraduate","0","1","1","Lower Division","Lower Division",4,0.088888889,1,"2016","100 level course","English"
"2013-14","2014",201302,"Spring",38222,"L","I","Women's & Gender Studies","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",68,1.511111111,17,"2014","100 level course","Women's, Gender And Sexuality Studies"
"2015-16","2016",201503,"Spring",35653,"L","I","Theater Arts","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",24,0.533333333,6,"2016","200 level course","Theatre Arts"
"2014-15","2015",201401,"Spring",33044,"L","I","Italian","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Upper Division",4,0.088888889,1,"2015","200 level course","Romance Languages"
"2014-15","2015",201403,"Spring",35874,"L","I","Writing","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Lower Division",4,0.088888889,1,"2015","100 level course","English"
"2017-18","2018",201702,"Fall",11562,"L","I","Chinese","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",12,0.266666667,3,"2017","400 level course","E Asian Languages & Literature"
"2014-15","2015",201401,"Fall",15900,"E","I","Theater Arts","Regular","Graduate","Graduate","1","1","1","600/700","Masters",5,0.138888889,2,"2014","600 level course","Theatre Arts"
"2015-16","2016",201502,"Winter",26808,"L","I","Writing","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Lower Division",4,0.088888889,1,"2016","100 level course","English"
